"siteID","date","plotID","subplotID","nestedSubplotID","tagID","stemDiameter","measurementHeight","canopyPosition","maxCanopyDiameter","ninetyCanopyDiameter","VD1height","VD2height","stemStatus","shrubShape","maxBaseCanopyDiameter","ninetyBaseCanopyDiameter","measuredBy","recordedBy","remarks","basalDiameter","basalDiameterHeight","growthForm","nestedSubplotArea1","nestedSubplotArea2"
"NIWO",2015-08-27,"NIWO_017",31,4,"1437",2.6,10,NA,1.1,1.1,3,0,1,"",NA,NA,"kbarrett@neoninc.org","kmalling@field-ops.org","",NA,NA,"sap",NA,NA
"NIWO",2015-08-27,"NIWO_017",40,3,"1445",2.6,10,NA,0.9,0.7,0.3,0,2,"ohs",NA,NA,"kbarrett@neoninc.org","kmalling@field-ops.org","",NA,NA,"sms",NA,NA
"NIWO",2015-09-11,"NIWO_005",32,2,"1867",2.7,10,NA,NA,NA,0.9,0,1,"",NA,NA,"kbarrett@neoninc.org","dbradley@field-ops.org","",NA,NA,"sap",NA,NA
"NIWO",2015-08-28,"NIWO_007",41,1,"1584",2.7,10,NA,1.3,1,1.3,0,1,"",NA,NA,"kbarrett@neoninc.org","acampanella@field-ops.org","",NA,NA,"sap",NA,NA
"NIWO",2015-09-16,"NIWO_009",40,3,"2293",2.7,10,NA,NA,NA,0.9,0,7,"",NA,NA,"kbarrett@neoninc.org","jjensen@field-ops.org","",NA,NA,"sap",NA,NA
"NIWO",2015-09-02,"NIWO_010",40,1,"1680",2.7,10,5,1,0.9,1,0,1,"",NA,NA,"dbradley@field-ops.org","mbitters@field-ops.org","",NA,NA,"sap",NA,NA
"NIWO",2015-09-02,"NIWO_010",41,4,"1699",2.7,10,5,0.7,0.6,0.9,0,5,"",NA,NA,"dbradley@field-ops.org","mbitters@field-ops.org","",NA,NA,"sap",NA,NA
"NIWO",2015-08-26,"NIWO_014",31,1,"1357",2.7,10,NA,0.8,0.6,0.9,1,1,"icn",10,10,"kbarrett@neoninc.org","klauger@field-ops.org","",NA,NA,"sms",NA,NA
"NIWO",2015-08-28,"NIWO_007",40,1,"1572",2.8,10,NA,1,0.7,1.4,0,1,"",NA,NA,"kbarrett@neoninc.org","acampanella@field-ops.org","",NA,NA,"sap",NA,NA
"NIWO",2015-09-16,"NIWO_009",41,4,"2277",2.8,10,NA,NA,NA,0.6,0,7,"",NA,NA,"kbarrett@neoninc.org","jjensen@field-ops.org","",NA,NA,"sap",NA,NA
"NIWO",2015-09-03,"NIWO_012",32,2,"1929",2.8,10,NA,1.4,1.3,1,0,1,"icn",6,90,"kbarrett@neoninc.org","legli@field-ops.org","",NA,NA,"sms",NA,NA
"NIWO",2015-08-25,"NIWO_004",41,4,"1229",2.9,10,NA,0.9,0.7,1,0,1,"",NA,NA,"kbarret@neoninc.org","dstetson@neoninc.org","",NA,NA,"sap",NA,NA
"NIWO",2015-08-28,"NIWO_007",40,1,"1568",2.9,10,NA,2.2,2.1,0.7,0,1,"",NA,NA,"kbarrett@neoninc.org","acampanella@field-ops.org","",NA,NA,"sap",NA,NA
"NIWO",2015-09-16,"NIWO_009",31,1,"2023",2.9,10,NA,NA,NA,0.7,0,7,"",NA,NA,"kbarrett@neoninc.org","jjensen@field-ops.org","",NA,NA,"sap",NA,NA
"NIWO",2015-09-03,"NIWO_012",31,4,"1922",2.9,10,NA,1.1,0.8,0.5,0,1,"",NA,NA,"kbarrett@neoninc.org","legli@field-ops.org","",NA,NA,"sap",NA,NA
"NIWO",2015-09-03,"NIWO_012",32,4,"1932",2.9,10,NA,1.2,1,0.4,0,1,"",NA,NA,"kbarrett@neoninc.org","legli@field-ops.org","",NA,NA,"sap",NA,NA
"NIWO",2015-09-03,"NIWO_012",41,1,"1940",2.9,10,NA,0.7,0.7,1,0,1,"",NA,NA,"kbarrett@neoninc.org","legli@field-ops.org","",NA,NA,"sap",NA,NA
"NIWO",2015-08-27,"NIWO_015",31,1,"1475",2.9,10,5,0.7,0.7,1,0,1,"",NA,NA,"dbradley@field-ops.org","acampanella@field-ops.org","",NA,NA,"sap",NA,NA
"NIWO",2015-09-16,"NIWO_009",31,4,"2011",3,10,NA,NA,NA,1.4,0,1,"",NA,NA,"kbarrett@neoninc.org","jjensen@field-ops.org","",NA,NA,"sap",NA,NA
"NIWO",2015-08-26,"NIWO_014",31,1,"1358",3,10,NA,0.7,0.6,1.1,0,1,"cyl",NA,NA,"kbarrett@neoninc.org","klauger@field-ops.org","",NA,NA,"sms",NA,NA
"NIWO",2015-08-27,"NIWO_015",31,4,"1483",3,10,5,0.9,0.9,0.9,0,1,"",NA,NA,"dbradley@field-ops.org","acampanella@field-ops.org","",NA,NA,"sap",NA,NA
"NIWO",2015-08-26,"NIWO_016",32,NA,"1239",3,10,5,0.7,0.6,1.4,0,1,"",NA,NA,"dbradley@field-ops.org","acampanella@field-ops.org","",NA,NA,"sap",NA,NA
"NIWO",2015-09-14,"NIWO_001",32,2,"2086",3.1,10,NA,NA,NA,1.6,0,1,"",NA,NA,"kbarrett@neoninc.org","dbradley@field-ops.org","",NA,NA,"sap",NA,NA
"NIWO",2015-08-25,"NIWO_004",41,1,"1226",3.1,10,NA,1.4,1.1,0.9,0,1,"cne",NA,NA,"kbarret@neoninc.org","dstetson@neoninc.org","",NA,NA,"sms",NA,NA
"NIWO",2015-08-28,"NIWO_007",31,1,"1551",3.1,10,NA,1.5,1.3,1.2,0,1,"",NA,NA,"kbarrett@neoninc.org","acampanella@field-ops.org","",NA,NA,"sap",NA,NA
"NIWO",2015-08-28,"NIWO_007",32,2,"1556",3.1,10,NA,0.8,0.4,0.9,0,1,"",NA,NA,"kbarrett@neoninc.org","acampanella@field-ops.org","",NA,NA,"sap",NA,NA
"NIWO",2015-08-27,"NIWO_017",40,1,"1443",3.1,10,NA,1,0.7,0.5,0,1,"",NA,NA,"kbarrett@neoninc.org","kmalling@field-ops.org","",NA,NA,"sap",NA,NA
"NIWO",2015-09-03,"NIWO_012",32,2,"1929",3.2,10,NA,1.4,1.3,1,0,1,"icn",6,90,"kbarrett@neoninc.org","legli@field-ops.org","",NA,NA,"sms",NA,NA
"NIWO",2015-08-26,"NIWO_014",31,1,"1360",3.2,10,NA,1.1,0.9,1,0,1,"",NA,NA,"kbarrett@neoninc.org","klauger@field-ops.org","",NA,NA,"sap",NA,NA
"NIWO",2015-08-26,"NIWO_014",41,4,"1381",3.2,10,NA,1,0.9,1.3,0,1,"",NA,NA,"kbarrett@neoninc.org","klauger@field-ops.org","",NA,NA,"sap",NA,NA
"NIWO",2015-09-16,"NIWO_009",31,4,"2009",3.3,10,NA,NA,NA,1,0,7,"",NA,NA,"kbarrett@neoninc.org","jjensen@field-ops.org","",NA,NA,"sap",NA,NA
"NIWO",2015-09-03,"NIWO_012",41,1,"1942",3.3,10,NA,2,1.5,0.7,0,1,"",NA,NA,"kbarrett@neoninc.org","legli@field-ops.org","",NA,NA,"sap",NA,NA
"NIWO",2015-08-26,"NIWO_014",41,1,"1375",3.3,10,NA,0.9,0.7,0.8,0,1,"",NA,NA,"kbarrett@neoninc.org","klauger@field-ops.org","",NA,NA,"sap",NA,NA
"NIWO",2015-09-11,"NIWO_005",32,2,"1865",3.4,10,NA,NA,NA,1.4,0,1,"",NA,NA,"kbarrett@neoninc.org","dbradley@field-ops.org","",NA,NA,"sap",NA,NA
"NIWO",2015-09-03,"NIWO_011",31,1,"1770",3.4,10,5,1,0.9,0.9,0,1,"cne",NA,NA,"dbradley@field-ops.org","kkooi@field-ops.org","",NA,NA,"sms",NA,NA
"NIWO",2015-09-03,"NIWO_012",41,1,"1939",3.4,10,NA,1.1,1,1,0,1,"",NA,NA,"kbarrett@neoninc.org","legli@field-ops.org","",NA,NA,"sap",NA,NA
"NIWO",2015-08-25,"NIWO_004",41,4,"1156",3.5,10,NA,0.9,0.8,1.1,0,1,"",NA,NA,"kbarret@neoninc.org","dstetson@neoninc.org","",NA,NA,"sap",NA,NA
"NIWO",2015-08-28,"NIWO_007",31,1,"1553",3.5,10,NA,1.5,1.2,0.9,0,1,"",NA,NA,"kbarrett@neoninc.org","acampanella@field-ops.org","",NA,NA,"sap",NA,NA
"NIWO",2015-08-26,"NIWO_014",31,1,"1356",3.5,10,NA,0.7,0.4,0.7,0,1,"",NA,NA,"kbarrett@neoninc.org","klauger@field-ops.org","",NA,NA,"sap",NA,NA
"NIWO",2015-09-11,"NIWO_005",32,2,"1866",3.7,10,NA,0.8,0.7,1.4,0,1,"cne",NA,NA,"kbarrett@neoninc.org","dbradley@field-ops.org","",NA,NA,"sms",NA,NA
"NIWO",2015-08-27,"NIWO_015",40,3,"1492",3.7,10,5,1,0.7,1.1,0,1,"",NA,NA,"dbradley@field-ops.org","acampanella@field-ops.org","",NA,NA,"sap",NA,NA
"NIWO",2015-09-11,"NIWO_005",31,4,"1861",3.8,10,NA,NA,NA,1.4,0,1,"",NA,NA,"kbarrett@neoninc.org","dbradley@field-ops.org","",NA,NA,"sap",NA,NA
"NIWO",2015-08-25,"NIWO_004",41,4,"1154",3.9,10,NA,1.1,1,0.9,0,1,"",NA,NA,"kbarret@neoninc.org","dstetson@neoninc.org","",NA,NA,"sap",NA,NA
"NIWO",2015-09-03,"NIWO_012",40,3,"1937",3.9,10,NA,1,1,0.8,0,1,"",NA,NA,"kbarrett@neoninc.org","legli@field-ops.org","",NA,NA,"sap",NA,NA
"NIWO",2015-08-26,"NIWO_016",32,NA,"1236",4,10,5,0.9,0.8,1.1,0,1,"",NA,NA,"dbradley@field-ops.org","acampanella@field-ops.org","",NA,NA,"sap",NA,NA
"NIWO",2015-09-11,"NIWO_005",40,1,"1872",4.1,10,NA,NA,NA,1,0,1,"",NA,NA,"kbarrett@neoninc.org","dbradley@field-ops.org","",NA,NA,"sap",NA,NA
"NIWO",2015-08-26,"NIWO_014",31,1,"1359",4.1,10,NA,1.2,1,0.9,0,1,"",NA,NA,"kbarrett@neoninc.org","klauger@field-ops.org","",NA,NA,"sap",NA,NA
"NIWO",2015-08-28,"NIWO_007",31,1,"1550",4.2,10,NA,1.3,1.1,1.4,0,1,"",NA,NA,"kbarrett@neoninc.org","acampanella@field-ops.org","",NA,NA,"sap",NA,NA
"NIWO",2015-08-28,"NIWO_007",41,4,"1595",4.2,10,NA,0.9,0.6,0.4,0,1,"",NA,NA,"kbarrett@neoninc.org","acampanella@field-ops.org","",NA,NA,"sap",NA,NA
"NIWO",2015-09-16,"NIWO_009",31,4,"2004",4.2,10,NA,NA,NA,1.2,0,7,"",NA,NA,"kbarrett@neoninc.org","jjensen@field-ops.org","",NA,NA,"sap",NA,NA
"NIWO",2015-08-27,"NIWO_015",40,3,"1493",4.2,10,5,1.7,1.2,1.2,0,1,"",NA,NA,"dbradley@field-ops.org","acampanella@field-ops.org","",NA,NA,"sap",NA,NA
"NIWO",2015-08-19,"NIWO_002",31,NA,"1110",4.7,10,5,0,0,0,0,2,"cyl",NA,NA,"kbarrett@neoninc.org","acampanella@field-ops.org","",NA,NA,"sms",NA,NA
"NIWO",2015-08-28,"NIWO_007",40,3,"1580",5.3,10,NA,2,1.5,1.3,0,1,"",NA,NA,"kbarrett@neoninc.org","acampanella@field-ops.org","",NA,NA,"sap",NA,NA
"NIWO",2015-09-02,"NIWO_010",40,3,"1686",5.3,10,5,0.9,0.5,1.3,0,5,"",NA,NA,"dbradley@field-ops.org","mbitters@field-ops.org","",NA,NA,"sap",NA,NA
"NIWO",2015-08-19,"NIWO_002",40,NA,"1079",23.4,30,3,3.3,2.1,9.4,-2.9,1,"",NA,NA,"kbarrett@neoninc.org","acampanella@field-ops.org","",NA,NA,"mbt",NA,NA
"NIWO",2015-08-19,"NIWO_002",40,NA,"01079A",23.4,30,3,3.3,2.1,9.4,-2.9,1,"",NA,NA,"kbarrett@neoninc.org","acampanella@field-ops.org","",NA,NA,"mbt",NA,NA
"NIWO",2015-09-02,"NIWO_010",32,NA,"1623",47.5,40,2,3.8,2.8,12.6,-1,1,"",NA,NA,"dbradley@field-ops.org","mbitters@field-ops.org","",NA,NA,"mbt",NA,NA
"NIWO",2015-09-02,"NIWO_010",40,NA,"1624",58.1,40,3,4,3.8,12.3,-2.3,1,"",NA,NA,"dbradley@field-ops.org","mbitters@field-ops.org","",NA,NA,"mbt",NA,NA
"NIWO",2015-08-28,"NIWO_007",31,NA,"1505",17.7,42,4,2.2,1.4,6.5,-1.3,1,"",NA,NA,"kbarrett@neoninc.org","acampanella@field-ops.org","",NA,NA,"mbt",NA,NA
"NIWO",2015-08-28,"NIWO_007",31,NA,"01505A",17.7,42,4,2.2,1.4,6.5,-1.3,1,"",NA,NA,"kbarrett@neoninc.org","acampanella@field-ops.org","",NA,NA,"mbt",NA,NA
"NIWO",2015-08-19,"NIWO_002",32,NA,"1115",2.8,50,5,1.9,0.7,1.8,0,2,"icn",5,4,"kbarrett@neoninc.org","acampanella@field-ops.org","",NA,NA,"sis",NA,NA
"NIWO",2015-09-14,"NIWO_001",40,NA,"2100",35.7,50,3,7,2.9,7.8,-0.4,1,"",NA,NA,"kbarrett@neoninc.org","dbradley@field-ops.org","",NA,NA,"sbt",NA,NA
"NIWO",2015-09-03,"NIWO_012",32,NA,"01837A",23.7,70,3,3,2.9,10.1,-2.3,2,"",NA,NA,"kbarrett@neoninc.org","jjohnson@field-ops.org","",NA,NA,"mbt",NA,NA
"NIWO",2015-09-03,"NIWO_012",32,NA,"1837",23.7,70,3,3,2.9,10.1,-2.3,1,"",NA,NA,"kbarrett@neoninc.org","jjohnson@field-ops.org","",NA,NA,"mbt",NA,NA
"NIWO",2015-08-26,"NIWO_014",31,NA,"1305",12,100,5,1.4,1.2,2,-0.8,1,"",NA,NA,"kbarrett@neoninc.org","klauger@field-ops.org","",NA,NA,"sbt",NA,NA
"NIWO",2015-09-11,"NIWO_005",40,1,"1878",1,130,NA,NA,NA,1.7,0,1,"",NA,NA,"kbarrett@neoninc.org","dbradley@field-ops.org","",NA,NA,"smt",NA,NA
"NIWO",2015-08-26,"NIWO_014",31,1,"1353",1,130,NA,0.8,0.6,1.7,0,1,"",NA,NA,"kbarrett@neoninc.org","klauger@field-ops.org","",NA,NA,"smt",NA,NA
"NIWO",2015-08-27,"NIWO_015",41,1,"1498",1.1,130,5,1,0.9,1.3,0,1,"cne",NA,NA,"dbradley@field-ops.org","acampanella@field-ops.org","",NA,NA,"sis",NA,NA
"NIWO",2015-08-26,"NIWO_016",41,NA,"1251",1.1,130,5,0.9,0.6,1.4,0,1,"",NA,NA,"dbradley@field-ops.org","acampanella@field-ops.org","",NA,NA,"smt",NA,NA
"NIWO",2015-08-19,"NIWO_002",40,NA,"1119",1.2,130,5,1.2,0.4,1.6,0,2,"",NA,NA,"kbarrett@neoninc.org","acampanella@field-ops.org","",NA,NA,"smt",NA,NA
"NIWO",2015-09-16,"NIWO_009",31,1,"2015",1.2,130,NA,NA,NA,1.7,0,1,"",NA,NA,"kbarrett@neoninc.org","jjensen@field-ops.org","",NA,NA,"smt",NA,NA
"NIWO",2015-09-03,"NIWO_011",40,3,"1788",1.2,130,5,1,0.8,2.1,-1,5,"cne",NA,NA,"dbradley@field-ops.org","kkooi@field-ops.org","",NA,NA,"sis",NA,NA
"NIWO",2015-09-03,"NIWO_012",31,4,"1924",1.2,130,NA,1.4,1.1,1.7,0,1,"",NA,NA,"kbarrett@neoninc.org","legli@field-ops.org","",NA,NA,"smt",NA,NA
"NIWO",2015-09-11,"NIWO_005",31,1,"1856",1.4,130,NA,NA,NA,1.9,0,1,"",NA,NA,"kbarrett@neoninc.org","dbradley@field-ops.org","",NA,NA,"smt",NA,NA
"NIWO",2015-09-11,"NIWO_005",40,1,"1879",1.4,130,NA,NA,NA,1.7,0,1,"",NA,NA,"kbarrett@neoninc.org","dbradley@field-ops.org","",NA,NA,"smt",NA,NA
"NIWO",2015-09-14,"NIWO_001",32,2,"2088",1.5,130,NA,NA,NA,1.4,-0.3,1,"",NA,NA,"kbarrett@neoninc.org","dbradley@field-ops.org","",NA,NA,"smt",NA,NA
"NIWO",2015-09-16,"NIWO_009",31,1,"2020",1.5,130,NA,NA,NA,1.9,0,1,"",NA,NA,"kbarrett@neoninc.org","jjensen@field-ops.org","",NA,NA,"sap",NA,NA
"NIWO",2015-09-03,"NIWO_012",41,1,"1938",1.5,130,NA,1.4,1.1,1.6,0,1,"",NA,NA,"kbarrett@neoninc.org","legli@field-ops.org","",NA,NA,"smt",NA,NA
"NIWO",2015-08-25,"NIWO_004",32,4,"1222",1.6,130,NA,1.5,0.7,0.7,0,1,"",NA,NA,"kbarret@neoninc.org","dstetson@neoninc.org","",NA,NA,"smt",NA,NA
"NIWO",2015-09-16,"NIWO_009",31,1,"2022",1.6,130,NA,NA,NA,1.9,0,7,"",NA,NA,"kbarrett@neoninc.org","jjensen@field-ops.org","",NA,NA,"sap",NA,NA
"NIWO",2015-08-26,"NIWO_014",31,1,"1361",1.6,130,NA,1.3,1.1,2.2,0,1,"cyl",NA,NA,"kbarrett@neoninc.org","klauger@field-ops.org","",NA,NA,"sis",NA,NA
"NIWO",2015-08-26,"NIWO_014",31,NA,"1301",1.6,130,3,4.2,1.3,36.2,-1.8,1,"",NA,NA,"kbarrett@neoninc.org","klauger@field-ops.org","",NA,NA,"sbt",NA,NA
"NIWO",2015-09-14,"NIWO_001",40,3,"2077",1.7,130,NA,NA,NA,1.3,-0.5,1,"",NA,NA,"kbarrett@neoninc.org","dbradley@field-ops.org","",NA,NA,"smt",NA,NA
"NIWO",2015-09-03,"NIWO_011",41,1,"1792",1.8,130,5,0.7,0.6,1.7,0,5,"",NA,NA,"dbradley@field-ops.org","kkooi@field-ops.org","",NA,NA,"smt",NA,NA
"NIWO",2015-08-26,"NIWO_014",32,2,"1365",1.8,130,NA,1.5,1.5,2.5,0,1,"cyl",NA,NA,"kbarrett@neoninc.org","klauger@field-ops.org","",NA,NA,"sis",NA,NA
"NIWO",2015-08-26,"NIWO_016",32,NA,"1235",1.8,130,4,1.1,1,2,0,1,"",NA,NA,"dbradley@field-ops.org","acampanella@field-ops.org","",NA,NA,"smt",NA,NA
"NIWO",2015-09-14,"NIWO_001",40,1,"2080",1.9,130,NA,NA,NA,1.6,0,1,"",NA,NA,"kbarrett@neoninc.org","dbradley@field-ops.org","",NA,NA,"smt",NA,NA
"NIWO",2015-09-11,"NIWO_005",40,1,"1873",1.9,130,NA,NA,NA,1.8,0,1,"",NA,NA,"kbarrett@neoninc.org","dbradley@field-ops.org","",NA,NA,"smt",NA,NA
"NIWO",2015-08-28,"NIWO_007",31,4,"1554",1.9,130,NA,1.5,1.3,1,-1.6,2,"icn",6.1,6,"kbarrett@neoninc.org","acampanella@field-ops.org","dead",NA,NA,"sis",NA,NA
"NIWO",2015-08-28,"NIWO_007",40,3,"1577",1.9,130,NA,3.2,2.4,2.4,-1.5,1,"",NA,NA,"kbarrett@neoninc.org","acampanella@field-ops.org","",NA,NA,"sis",NA,NA
"NIWO",2015-08-28,"NIWO_007",41,1,"1589",1.9,130,NA,1.2,1.1,2.2,0,1,"",NA,NA,"kbarrett@neoninc.org","acampanella@field-ops.org","",NA,NA,"sis",NA,NA
"NIWO",2015-09-02,"NIWO_010",31,1,"1655",1.9,130,5,0.8,0.4,1.9,0,5,"",NA,NA,"dbradley@field-ops.org","mbitters@field-ops.org","",NA,NA,"smt",NA,NA
"NIWO",2015-09-02,"NIWO_010",41,4,"1710",1.9,130,5,1,0.4,2.9,0,2,"cne",NA,NA,"dbradley@field-ops.org","mbitters@field-ops.org","",NA,NA,"sis",NA,NA
"NIWO",2015-08-26,"NIWO_014",40,3,"1372",1.9,130,NA,0.6,0.4,1.8,0,1,"",NA,NA,"kbarrett@neoninc.org","klauger@field-ops.org","",NA,NA,"smt",NA,NA
"NIWO",2015-08-26,"NIWO_016",40,NA,"1246",1.9,130,5,1.3,1,1.3,0,1,"",NA,NA,"dbradley@field-ops.org","acampanella@field-ops.org","",NA,NA,"smt",NA,NA
"NIWO",2015-08-25,"NIWO_004",41,4,"1230",2,130,NA,0.8,0.6,1.9,0,1,"",NA,NA,"kbarret@neoninc.org","dstetson@neoninc.org","",NA,NA,"smt",NA,NA
"NIWO",2015-08-26,"NIWO_016",31,NA,"1197",2,130,4,1,0.7,0.8,0,1,"",NA,NA,"dbradley@field-ops.org","acampanella@field-ops.org","",NA,NA,"smt",NA,NA
"NIWO",2015-08-27,"NIWO_017",41,1,"1446",2,130,NA,1.4,1,2,0,1,"",NA,NA,"kbarrett@neoninc.org","kmalling@field-ops.org","",NA,NA,"smt",NA,NA
"NIWO",2015-09-14,"NIWO_001",32,2,"2087",2.1,130,NA,NA,NA,2,-0.3,1,"",NA,NA,"kbarrett@neoninc.org","dbradley@field-ops.org","",NA,NA,"smt",NA,NA
"NIWO",2015-08-28,"NIWO_007",41,1,"1589",2.1,130,NA,1.2,1.1,2.2,0,1,"",NA,NA,"kbarrett@neoninc.org","acampanella@field-ops.org","",NA,NA,"sis",NA,NA
"NIWO",2015-09-02,"NIWO_010",41,4,"1708",2.1,130,5,0.8,0.5,1.9,0,1,"",NA,NA,"dbradley@field-ops.org","mbitters@field-ops.org","",NA,NA,"smt",NA,NA
"NIWO",2015-08-26,"NIWO_014",32,2,"1366",2.1,130,NA,1,0.9,2.1,-0.8,1,"cne",NA,NA,"kbarrett@neoninc.org","klauger@field-ops.org","",NA,NA,"sis",NA,NA
"NIWO",2015-08-25,"NIWO_004",41,1,"1225",2.2,130,NA,1.3,1.1,2,0,1,"",NA,NA,"kbarret@neoninc.org","dstetson@neoninc.org","",NA,NA,"smt",NA,NA
"NIWO",2015-09-11,"NIWO_005",40,3,"1883",2.2,130,NA,NA,NA,2,0,1,"",NA,NA,"kbarrett@neoninc.org","dbradley@field-ops.org","",NA,NA,"smt",NA,NA
"NIWO",2015-09-02,"NIWO_010",40,1,"1679",2.2,130,5,1.1,0.7,2.2,0,5,"",NA,NA,"dbradley@field-ops.org","mbitters@field-ops.org","",NA,NA,"smt",NA,NA
"NIWO",2015-09-02,"NIWO_010",40,3,"1690",2.2,130,5,0.8,0.7,2.1,0,5,"",NA,NA,"dbradley@field-ops.org","mbitters@field-ops.org","",NA,NA,"smt",NA,NA
"NIWO",2015-09-02,"NIWO_010",41,1,"1696",2.2,130,5,1.1,1,2.3,0,5,"cne",NA,NA,"dbradley@field-ops.org","mbitters@field-ops.org","",NA,NA,"sis",NA,NA
"NIWO",2015-09-03,"NIWO_011",32,4,"1780",2.2,130,5,1,0.4,1.9,0,5,"",NA,NA,"dbradley@field-ops.org","kkooi@field-ops.org","",NA,NA,"smt",NA,NA
"NIWO",2015-08-26,"NIWO_014",31,1,"1352",2.2,130,NA,1.3,1.1,2.1,0,1,"cne",NA,NA,"kbarrett@neoninc.org","klauger@field-ops.org","",NA,NA,"sis",NA,NA
"NIWO",2015-08-26,"NIWO_016",31,NA,"1195",2.2,130,4,0.8,0.8,1.7,0,1,"",NA,NA,"dbradley@field-ops.org","acampanella@field-ops.org","",NA,NA,"smt",NA,NA
"NIWO",2015-09-16,"NIWO_009",41,1,"2285",2.3,130,NA,NA,NA,1.9,0,7,"",NA,NA,"kbarrett@neoninc.org","jjensen@field-ops.org","",NA,NA,"smt",NA,NA
"NIWO",2015-09-16,"NIWO_009",31,4,"2006",2.3,130,NA,NA,NA,2,0,1,"",NA,NA,"kbarrett@neoninc.org","jjensen@field-ops.org","",NA,NA,"smt",NA,NA
"NIWO",2015-09-03,"NIWO_012",41,1,"1941",2.3,130,NA,1,1,2.2,0,1,"",NA,NA,"kbarrett@neoninc.org","legli@field-ops.org","",NA,NA,"smt",NA,NA
"NIWO",2015-08-26,"NIWO_014",31,1,"1363",2.3,130,NA,1.5,1.5,2.3,0,1,"",NA,NA,"kbarrett@neoninc.org","klauger@field-ops.org","",NA,NA,"smt",NA,NA
"NIWO",2015-08-26,"NIWO_014",41,1,"1378",2.3,130,NA,0.8,0.7,1.8,0,1,"",NA,NA,"kbarrett@neoninc.org","klauger@field-ops.org","",NA,NA,"smt",NA,NA
"NIWO",2015-08-28,"NIWO_007",31,4,"1554",2.4,130,NA,1.5,1.3,1,-1.6,2,"icn",6.1,6,"kbarrett@neoninc.org","acampanella@field-ops.org","dead",NA,NA,"sis",NA,NA
"NIWO",2015-08-28,"NIWO_007",32,4,"1563",2.4,130,NA,1.2,0.8,1.7,0,1,"",NA,NA,"kbarrett@neoninc.org","acampanella@field-ops.org","",NA,NA,"smt",NA,NA
"NIWO",2015-09-16,"NIWO_009",41,4,"2280",2.4,130,NA,NA,NA,0.3,-1.5,1,"",NA,NA,"kbarrett@neoninc.org","jjensen@field-ops.org","",NA,NA,"smt",NA,NA
"NIWO",2015-09-02,"NIWO_010",31,1,"1653",2.4,130,5,1.2,1,2.3,0,5,"",NA,NA,"dbradley@field-ops.org","mbitters@field-ops.org","",NA,NA,"smt",NA,NA
"NIWO",2015-09-02,"NIWO_010",32,2,"1672",2.4,130,5,1,0.8,1.9,0,5,"",NA,NA,"dbradley@field-ops.org","mbitters@field-ops.org","",NA,NA,"smt",NA,NA
"NIWO",2015-09-02,"NIWO_010",41,1,"1696",2.4,130,5,1.1,1,2.3,0,5,"cne",NA,NA,"dbradley@field-ops.org","mbitters@field-ops.org","",NA,NA,"sis",NA,NA
"NIWO",2015-08-26,"NIWO_014",31,1,"1352",2.4,130,NA,1.3,1.1,2.1,0,1,"cne",NA,NA,"kbarrett@neoninc.org","klauger@field-ops.org","",NA,NA,"sis",NA,NA
"NIWO",2015-08-26,"NIWO_014",31,1,"1361",2.4,130,NA,1.36,1.1,2.2,0,1,"cyl",NA,NA,"kbarrett@neoninc.org","klauger@field-ops.org","",NA,NA,"sis",NA,NA
"NIWO",2015-08-27,"NIWO_015",31,1,"1470",2.4,130,5,0.8,0.7,2.3,0,1,"",NA,NA,"dbradley@field-ops.org","acampanella@field-ops.org","",NA,NA,"smt",NA,NA
"NIWO",2015-08-19,"NIWO_002",32,NA,"1111",2.6,130,4,0.7,0.4,2,0,1,"",NA,NA,"kbarrett@neoninc.org","acampanella@field-ops.org","",NA,NA,"smt",NA,NA
"NIWO",2015-08-27,"NIWO_015",31,1,"1477",2.7,130,5,1,0.8,2.3,0,1,"",NA,NA,"dbradley@field-ops.org","acampanella@field-ops.org","",NA,NA,"smt",NA,NA
"NIWO",2015-08-26,"NIWO_014",31,1,"1364",2.8,130,NA,1.7,1.3,2.2,0,1,"cne",NA,NA,"kbarrett@neoninc.org","klauger@field-ops.org","",NA,NA,"sis",NA,NA
"NIWO",2015-08-26,"NIWO_014",31,1,"1364",2.8,130,NA,1.7,1.3,2.2,0,2,"cne",NA,NA,"kbarrett@neoninc.org","klauger@field-ops.org","",NA,NA,"sis",NA,NA
"NIWO",2015-09-14,"NIWO_001",41,4,"2075",3,130,NA,NA,NA,0.3,-1.9,1,"",NA,NA,"kbarrett@neoninc.org","dbradley@field-ops.org","",NA,NA,"smt",NA,NA
"NIWO",2015-09-11,"NIWO_005",31,4,"1864",3,130,NA,NA,NA,2.1,0,1,"",NA,NA,"kbarrett@neoninc.org","dbradley@field-ops.org","",NA,NA,"smt",NA,NA
"NIWO",2015-09-02,"NIWO_010",41,4,"1712",3,130,5,2.2,2,2.3,0,1,"",NA,NA,"dbradley@field-ops.org","mbitters@field-ops.org","",NA,NA,"smt",NA,NA
"NIWO",2015-08-26,"NIWO_016",31,NA,"1196",3,130,4,1.2,1.1,2.1,0,1,"",NA,NA,"dbradley@field-ops.org","acampanella@field-ops.org","",NA,NA,"smt",NA,NA
"NIWO",2015-08-25,"NIWO_004",31,4,"1143",3.1,130,NA,1.5,1.4,2.3,0,1,"",NA,NA,"kbarret@neoninc.org","dstetson@neoninc.org","",NA,NA,"smt",NA,NA
