"siteID","date","plotID","subplotID","nestedSubplotID","tagID","stemDiameter","measurementHeight","canopyPosition","maxCanopyDiameter","ninetyCanopyDiameter","VD1height","VD2height","stemStatus","shrubShape","maxBaseCanopyDiameter","ninetyBaseCanopyDiameter","measuredBy","recordedBy","remarks","basalDiameter","basalDiameterHeight","growthForm"
"GRSM",20150608,"GRSM_060",41,1,"1835",13.5,130,2,NA,NA,NA,NA,2,"",NA,NA,"jtroxler@field-ops.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150608,"GRSM_060",41,1,"1836",12.5,130,2,NA,NA,NA,NA,1,"",NA,NA,"jtroxler@field-ops.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150608,"GRSM_060",41,1,"1837",47.7,130,2,NA,NA,NA,NA,1,"",NA,NA,"jtroxler@field-ops.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150608,"GRSM_060",41,1,"1838",5.2,130,2,NA,NA,NA,NA,1,"",NA,NA,"jtroxler@field-ops.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150608,"GRSM_060",41,1,"1839",1.4,130,4,NA,NA,NA,NA,1,"",NA,NA,"jtroxler@field-ops.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150608,"GRSM_060",41,1,"1840",44.5,130,2,NA,NA,NA,NA,2,"",NA,NA,"jtroxler@field-ops.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150608,"GRSM_060",41,1,"1841",14.5,130,3,NA,NA,NA,NA,2,"",NA,NA,"jtroxler@field-ops.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150608,"GRSM_060",41,1,"1842",15,130,2,NA,NA,NA,NA,2,"",NA,NA,"jtroxler@field-ops.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150608,"GRSM_060",41,1,"1843",35.5,130,2,NA,NA,NA,NA,1,"",NA,NA,"jtroxler@field-ops.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150608,"GRSM_060",41,1,"1844",42.6,130,2,NA,NA,NA,NA,1,"",NA,NA,"jtroxler@field-ops.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150608,"GRSM_060",41,1,"1845",7.5,130,2,NA,NA,NA,NA,2,"",NA,NA,"jtroxler@field-ops.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150608,"GRSM_060",41,1,"1846",9.6,130,3,NA,NA,NA,NA,1,"",NA,NA,"jtroxler@field-ops.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150608,"GRSM_060",41,1,"1847",15,130,3,NA,NA,NA,NA,2,"",NA,NA,"jtroxler@field-ops.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150608,"GRSM_060",41,1,"1848",3.6,130,3,NA,NA,NA,NA,1,"",NA,NA,"jtroxler@field-ops.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150608,"GRSM_060",41,1,"1849",6.2,130,3,NA,NA,NA,NA,1,"",NA,NA,"jtroxler@field-ops.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150608,"GRSM_060",41,1,"1850",1,10,4,NA,NA,NA,NA,1,"",NA,NA,"jtroxler@field-ops.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150608,"GRSM_060",41,1,"1851",8.1,130,3,NA,NA,NA,NA,2,"",NA,NA,"jtroxler@field-ops.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150608,"GRSM_060",41,1,"1852",43.7,130,2,NA,NA,NA,NA,1,"",NA,NA,"jtroxler@field-ops.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150608,"GRSM_060",41,1,"1853",2.5,130,4,NA,NA,NA,NA,1,"",NA,NA,"jtroxler@field-ops.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150608,"GRSM_060",41,1,"1854",6.6,130,4,NA,NA,NA,NA,1,"",NA,NA,"jtroxler@field-ops.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150608,"GRSM_060",41,1,"1855",1.1,130,4,NA,NA,NA,NA,1,"",NA,NA,"jtroxler@field-ops.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150608,"GRSM_060",41,1,"1856",1.2,10,4,NA,NA,NA,NA,1,"",NA,NA,"jtroxler@field-ops.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150608,"GRSM_060",41,1,"1857",1.8,130,4,NA,NA,NA,NA,1,"",NA,NA,"jtroxler@field-ops.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150608,"GRSM_060",41,1,"1858",1.8,10,4,NA,NA,NA,NA,1,"",NA,NA,"jtroxler@field-ops.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150608,"GRSM_060",41,1,"1859",1.3,10,4,NA,NA,NA,NA,1,"",NA,NA,"jtroxler@field-ops.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150608,"GRSM_060",41,1,"1860",10.5,130,3,NA,NA,NA,NA,1,"",NA,NA,"jtroxler@field-ops.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150608,"GRSM_060",41,3,"1861",12,130,3,NA,NA,NA,NA,1,"",NA,NA,"jtroxler@field-ops.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150608,"GRSM_060",41,3,"1862",10.9,130,3,NA,NA,NA,NA,1,"",NA,NA,"jtroxler@field-ops.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150608,"GRSM_060",41,3,"1863",17.4,130,3,NA,NA,NA,NA,1,"",NA,NA,"jtroxler@field-ops.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150608,"GRSM_060",41,4,"1864",13.5,130,3,NA,NA,NA,NA,1,"",NA,NA,"jtroxler@field-ops.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150608,"GRSM_060",41,4,"1865",NA,NA,4,1.1,0.6,1.3,NA,1,"hsp",NA,NA,"jtroxler@field-ops.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150608,"GRSM_060",41,4,"1866",4,130,4,NA,NA,NA,NA,1,"",NA,NA,"jtroxler@field-ops.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150608,"GRSM_060",41,4,"1867",1.8,130,4,NA,NA,NA,NA,1,"",NA,NA,"jtroxler@field-ops.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150608,"GRSM_060",41,4,"1868",6,130,3,NA,NA,NA,NA,1,"",NA,NA,"jtroxler@field-ops.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150608,"GRSM_060",41,4,"1869",2.5,130,4,NA,NA,NA,NA,1,"",NA,NA,"jtroxler@field-ops.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150608,"GRSM_060",41,4,"1870",21,130,2,NA,NA,NA,NA,1,"",NA,NA,"jtroxler@field-ops.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150608,"GRSM_060",41,4,"1871",15.3,130,2,NA,NA,NA,NA,1,"",NA,NA,"jtroxler@field-ops.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150608,"GRSM_060",41,4,"1872",2.5,130,4,NA,NA,NA,NA,1,"",NA,NA,"jtroxler@field-ops.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150608,"GRSM_060",41,4,"1873",NA,NA,4,2.3,2.3,3,NA,1,"cyl",NA,NA,"jtroxler@field-ops.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150608,"GRSM_060",41,1,"1874",1.3,10,4,NA,NA,NA,NA,1,"",NA,NA,"jtroxler@field-ops.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150608,"GRSM_060",41,1,"1875",2.4,130,3,NA,NA,NA,NA,1,"",NA,NA,"jtroxler@field-ops.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150608,"GRSM_060",41,3,"1876",17.4,130,2,NA,NA,NA,NA,1,"",NA,NA,"jtroxler@field-ops.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150608,"GRSM_060",41,3,"1876A",13.1,130,2,NA,NA,NA,NA,1,"",NA,NA,"jtroxler@field-ops.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150608,"GRSM_060",41,3,"1877",1.8,130,2,NA,NA,NA,NA,1,"",NA,NA,"jtroxler@field-ops.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150608,"GRSM_060",41,4,"1878",1.5,10,4,NA,NA,NA,NA,1,"",NA,NA,"jtroxler@field-ops.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150608,"GRSM_060",41,4,"1879",1.1,10,4,NA,NA,NA,NA,1,"",NA,NA,"jtroxler@field-ops.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150608,"GRSM_060",41,4,"1880",19.3,130,2,NA,NA,NA,NA,1,"",NA,NA,"jtroxler@field-ops.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150608,"GRSM_060",41,4,"1881",1.9,10,4,NA,NA,NA,NA,1,"",NA,NA,"jtroxler@field-ops.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150608,"GRSM_060",41,4,"1882",10,130,3,NA,NA,NA,NA,1,"",NA,NA,"jtroxler@field-ops.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150608,"GRSM_060",41,4,"1883",3.4,130,3,NA,NA,NA,NA,1,"",NA,NA,"jtroxler@field-ops.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150608,"GRSM_060",41,4,"1884",4.1,130,4,NA,NA,NA,NA,1,"",NA,NA,"jtroxler@field-ops.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150608,"GRSM_060",41,4,"1885",11.6,130,3,NA,NA,NA,NA,1,"",NA,NA,"jtroxler@field-ops.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150608,"GRSM_060",41,4,"1886",NA,NA,3,2.4,2.1,3.6,NA,1,"cyl",NA,NA,"jtroxler@field-ops.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150608,"GRSM_060",41,2,"1888",43.2,130,2,NA,NA,NA,NA,1,"",NA,NA,"jtroxler@field-ops.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150608,"GRSM_060",41,4,"1889",1.3,10,4,NA,NA,NA,NA,1,"",NA,NA,"jtroxler@field-ops.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150608,"GRSM_060",41,4,"1890",5,130,3,NA,NA,NA,NA,1,"",NA,NA,"jtroxler@field-ops.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150608,"GRSM_060",41,4,"1891",5.1,130,3,NA,NA,NA,NA,1,"",NA,NA,"jtroxler@field-ops.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150608,"GRSM_060",41,4,"1892",11.5,130,3,NA,NA,NA,NA,1,"",NA,NA,"jtroxler@field-ops.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150608,"GRSM_060",41,4,"1893",34.1,130,2,NA,NA,NA,NA,1,"",NA,NA,"jtroxler@field-ops.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150608,"GRSM_060",41,4,"1894",5.5,130,3,NA,NA,NA,NA,1,"",NA,NA,"jtroxler@field-ops.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150608,"GRSM_060",41,4,"1895",1.2,130,4,NA,NA,NA,NA,1,"",NA,NA,"jtroxler@field-ops.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150608,"GRSM_060",41,4,"1896",7.9,130,3,NA,NA,NA,NA,1,"",NA,NA,"jtroxler@field-ops.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150608,"GRSM_060",41,4,"1897",NA,NA,3,5.3,4.2,6.7,NA,1,"cyl",NA,NA,"jtroxler@field-ops.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150608,"GRSM_060",41,2,"1898",37.1,130,2,NA,NA,NA,NA,1,"",NA,NA,"jtroxler@field-ops.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150608,"GRSM_060",41,2,"1899",23,130,2,NA,NA,NA,NA,1,"",NA,NA,"jtroxler@field-ops.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150608,"GRSM_060",41,2,"1900",14.2,130,4,NA,NA,NA,NA,2,"",NA,NA,"jtroxler@field-ops.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150608,"GRSM_060",41,2,"1901",15.4,130,2,NA,NA,NA,NA,1,"",NA,NA,"jtroxler@field-ops.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150608,"GRSM_060",41,2,"1902",27,130,2,NA,NA,NA,NA,1,"",NA,NA,"jtroxler@field-ops.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150608,"GRSM_060",41,2,"1903",17,130,3,NA,NA,NA,NA,1,"",NA,NA,"jtroxler@field-ops.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150608,"GRSM_060",41,2,"1904",30.6,130,3,NA,NA,NA,NA,1,"",NA,NA,"jtroxler@field-ops.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150608,"GRSM_060",41,2,"1905",11,130,3,NA,NA,NA,NA,1,"",NA,NA,"jtroxler@field-ops.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150519,"GRSM_061",41,1,"320",NA,NA,NA,4.5,2.8,5.6,NA,1,"",NA,NA,"dmitchell@neoninc.org","mcumberland@field-ops.org",NA,NA,NA,NA
"GRSM",20150519,"GRSM_061",41,1,"321",17,130,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","mcumberland@field-ops.org",NA,NA,NA,NA
"GRSM",20150519,"GRSM_061",41,1,"323",16.5,130,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","mcumberland@field-ops.org",NA,NA,NA,NA
"GRSM",20150519,"GRSM_061",41,1,"324",4.4,130,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","mcumberland@field-ops.org",NA,NA,NA,NA
"GRSM",20150519,"GRSM_061",41,1,"325",9,130,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","mcumberland@field-ops.org",NA,NA,NA,NA
"GRSM",20150519,"GRSM_061",41,1,"326",6.2,130,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","mcumberland@field-ops.org",NA,NA,NA,NA
"GRSM",20150519,"GRSM_061",41,2,"327",19,130,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","mcumberland@field-ops.org",NA,NA,NA,NA
"GRSM",20150519,"GRSM_061",41,2,"328",26,130,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","mcumberland@field-ops.org",NA,NA,NA,NA
"GRSM",20150519,"GRSM_061",41,2,"329",43.5,130,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","mcumberland@field-ops.org",NA,NA,NA,NA
"GRSM",20150519,"GRSM_061",41,2,"330",18.6,130,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","mcumberland@field-ops.org",NA,NA,NA,NA
"GRSM",20150519,"GRSM_061",41,2,"331",18.9,130,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","mcumberland@field-ops.org",NA,NA,NA,NA
"GRSM",20150519,"GRSM_061",41,2,"332",23.2,130,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","mcumberland@field-ops.org",NA,NA,NA,NA
"GRSM",20150519,"GRSM_061",41,2,"333",15.6,130,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","mcumberland@field-ops.org",NA,NA,NA,NA
"GRSM",20150519,"GRSM_061",41,2,"334",20.6,130,NA,NA,NA,NA,NA,2,"",NA,NA,"dmitchell@neoninc.org","mcumberland@field-ops.org",NA,NA,NA,NA
"GRSM",20150519,"GRSM_061",41,2,"335",14.6,130,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","mcumberland@field-ops.org",NA,NA,NA,NA
"GRSM",20150519,"GRSM_061",23,3,"228",10.2,130,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","mcumberland@field-ops.org",NA,NA,NA,NA
"GRSM",20150519,"GRSM_061",23,3,"229",10.1,130,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","mcumberland@field-ops.org",NA,NA,NA,NA
"GRSM",20150519,"GRSM_061",23,3,"230",3.5,130,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","mcumberland@field-ops.org",NA,NA,NA,NA
"GRSM",20150519,"GRSM_061",23,3,"231",19.3,130,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","mcumberland@field-ops.org",NA,NA,NA,NA
"GRSM",20150519,"GRSM_061",23,3,"232",1.2,10,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","mcumberland@field-ops.org",NA,NA,NA,NA
"GRSM",20150519,"GRSM_061",23,3,"233",11.8,130,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","mcumberland@field-ops.org",NA,NA,NA,NA
"GRSM",20150519,"GRSM_061",23,3,"234",1.3,10,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","mcumberland@field-ops.org",NA,NA,NA,NA
"GRSM",20150519,"GRSM_061",23,3,"235",1.1,10,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","mcumberland@field-ops.org",NA,NA,NA,NA
"GRSM",20150519,"GRSM_061",23,4,"236",1.9,10,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","mcumberland@field-ops.org",NA,NA,NA,NA
"GRSM",20150519,"GRSM_061",23,4,"237",1.2,10,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","mcumberland@field-ops.org",NA,NA,NA,NA
"GRSM",20150519,"GRSM_061",23,4,"238",1.1,10,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","mcumberland@field-ops.org",NA,NA,NA,NA
"GRSM",20150519,"GRSM_061",23,4,"239",1.3,10,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","mcumberland@field-ops.org",NA,NA,NA,NA
"GRSM",20150519,"GRSM_061",23,4,"240",1.6,10,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","mcumberland@field-ops.org",NA,NA,NA,NA
"GRSM",20150519,"GRSM_061",23,4,"241",22.9,130,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","mcumberland@field-ops.org",NA,NA,NA,NA
"GRSM",20150519,"GRSM_061",23,4,"242",1.5,10,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","mcumberland@field-ops.org",NA,NA,NA,NA
"GRSM",20150519,"GRSM_061",23,4,"243",1.1,10,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","mcumberland@field-ops.org",NA,NA,NA,NA
"GRSM",20150519,"GRSM_061",23,4,"244",1,10,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","mcumberland@field-ops.org",NA,NA,NA,NA
"GRSM",20150519,"GRSM_061",23,4,"245",1.2,10,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","mcumberland@field-ops.org",NA,NA,NA,NA
"GRSM",20150519,"GRSM_061",23,4,"246",3.8,130,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","mcumberland@field-ops.org",NA,NA,NA,NA
"GRSM",20150519,"GRSM_061",23,4,"247",1.2,10,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","mcumberland@field-ops.org",NA,NA,NA,NA
"GRSM",20150519,"GRSM_061",23,4,"248",NA,NA,NA,1.7,1.3,2.2,NA,1,"",NA,NA,"dmitchell@neoninc.org","mcumberland@field-ops.org",NA,NA,NA,NA
"GRSM",20150519,"GRSM_061",23,4,"249",7.6,130,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","mcumberland@field-ops.org",NA,NA,NA,NA
"GRSM",20150519,"GRSM_061",23,4,"250",1.6,10,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","mcumberland@field-ops.org",NA,NA,NA,NA
"GRSM",20150519,"GRSM_061",23,4,"251",1.4,10,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","mcumberland@field-ops.org",NA,NA,NA,NA
"GRSM",20150519,"GRSM_061",23,4,"252",1.1,10,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","mcumberland@field-ops.org",NA,NA,NA,NA
"GRSM",20150519,"GRSM_061",23,4,"253",4.3,130,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","mcumberland@field-ops.org",NA,NA,NA,NA
"GRSM",20150519,"GRSM_061",23,4,"254",4,130,NA,NA,NA,NA,NA,2,"",NA,NA,"dmitchell@neoninc.org","mcumberland@field-ops.org",NA,NA,NA,NA
"GRSM",20150519,"GRSM_061",23,4,"255",6.3,130,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","mcumberland@field-ops.org",NA,NA,NA,NA
"GRSM",20150519,"GRSM_061",23,4,"256",4.2,130,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","mcumberland@field-ops.org",NA,NA,NA,NA
"GRSM",20150519,"GRSM_061",23,4,"257",20.1,130,NA,NA,NA,NA,NA,2,"",NA,NA,"dmitchell@neoninc.org","mcumberland@field-ops.org",NA,NA,NA,NA
"GRSM",20150519,"GRSM_061",23,2,"258",14.5,130,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","mcumberland@field-ops.org",NA,NA,NA,NA
"GRSM",20150519,"GRSM_061",23,2,"259",45,130,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","mcumberland@field-ops.org",NA,NA,NA,NA
"GRSM",20150519,"GRSM_061",23,4,"196",7.5,130,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","mcumberland@field-ops.org",NA,NA,NA,NA
"GRSM",20150519,"GRSM_061",23,4,"197",NA,130,NA,2.8,1.9,2.1,NA,1,"",NA,NA,"dmitchell@neoninc.org","mcumberland@field-ops.org",NA,NA,NA,NA
"GRSM",20150519,"GRSM_061",23,4,"198",6.4,130,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","mcumberland@field-ops.org",NA,NA,NA,NA
"GRSM",20150519,"GRSM_061",23,4,"199",1.2,10,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","mcumberland@field-ops.org",NA,NA,NA,NA
"GRSM",20150519,"GRSM_061",23,4,"200",1.5,10,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","mcumberland@field-ops.org",NA,NA,NA,NA
"GRSM",20150519,"GRSM_061",23,4,"201",14.4,130,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","mcumberland@field-ops.org",NA,NA,NA,NA
"GRSM",20150519,"GRSM_061",23,4,"202",8.6,130,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","mcumberland@field-ops.org",NA,NA,NA,NA
"GRSM",20150519,"GRSM_061",23,4,"203",66,130,NA,NA,NA,NA,NA,2,"",NA,NA,"dmitchell@neoninc.org","mcumberland@field-ops.org",NA,NA,NA,NA
"GRSM",20150519,"GRSM_061",23,4,"204",NA,10,NA,2,1.7,2.3,NA,1,"cne",NA,NA,"dmitchell@neoninc.org","mcumberland@field-ops.org",NA,NA,NA,NA
"GRSM",20150519,"GRSM_061",23,4,"205",1.1,130,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","mcumberland@field-ops.org",NA,NA,NA,NA
"GRSM",20150519,"GRSM_061",23,4,"206",17.9,130,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","mcumberland@field-ops.org",NA,NA,NA,NA
"GRSM",20150519,"GRSM_061",23,4,"207",1.1,10,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","mcumberland@field-ops.org",NA,NA,NA,NA
"GRSM",20150519,"GRSM_061",23,4,"208",1.4,10,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","mcumberland@field-ops.org",NA,NA,NA,NA
"GRSM",20150519,"GRSM_061",23,4,"209",1.3,10,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","mcumberland@field-ops.org",NA,NA,NA,NA
"GRSM",20150519,"GRSM_061",23,4,"210",18.2,130,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","mcumberland@field-ops.org",NA,NA,NA,NA
"GRSM",20150519,"GRSM_061",23,4,"211",15.5,130,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","mcumberland@field-ops.org",NA,NA,NA,NA
"GRSM",20150519,"GRSM_061",23,4,"212",1.7,130,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","mcumberland@field-ops.org",NA,NA,NA,NA
"GRSM",20150519,"GRSM_061",23,4,"213",5.3,130,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","mcumberland@field-ops.org",NA,NA,NA,NA
"GRSM",20150519,"GRSM_061",23,3,"214",5.3,130,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","mcumberland@field-ops.org",NA,NA,NA,NA
"GRSM",20150519,"GRSM_061",23,3,"215",2,10,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","mcumberland@field-ops.org",NA,NA,NA,NA
"GRSM",20150519,"GRSM_061",23,3,"216",1.6,10,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","mcumberland@field-ops.org",NA,NA,NA,NA
"GRSM",20150519,"GRSM_061",23,3,"217",11.3,130,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","mcumberland@field-ops.org",NA,NA,NA,NA
"GRSM",20150519,"GRSM_061",23,3,"218",11.6,130,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","mcumberland@field-ops.org",NA,NA,NA,NA
"GRSM",20150519,"GRSM_061",23,3,"219",51,130,NA,NA,NA,NA,NA,2,"",NA,NA,"dmitchell@neoninc.org","mcumberland@field-ops.org",NA,NA,NA,NA
"GRSM",20150519,"GRSM_061",23,3,"220",8.9,130,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","mcumberland@field-ops.org",NA,NA,NA,NA
"GRSM",20150519,"GRSM_061",23,3,"221",8.8,130,NA,NA,NA,NA,NA,2,"",NA,NA,"dmitchell@neoninc.org","mcumberland@field-ops.org",NA,NA,NA,NA
"GRSM",20150519,"GRSM_061",23,3,"222",9.2,130,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","mcumberland@field-ops.org",NA,NA,NA,NA
