"date","plotID","subplotID","nestedSubplotID","tagID","stemDiameter","measurementHeight","canopyPosition","maxCanopyDiameter","ninetyCanopyDiameter","VD1height","VD2height","stemStatus","shrubShape","maxBaseCanopyDiameter","ninetyBaseCanopyDiameter","remarks","siteID","measuredBy","recordedBy","plotType","subtype"
20150812,"STEI_056",41,4,"1033",2.7,130,3,NA,NA,4.9,NA,1,"cyl",NA,NA,"no transcriptin errors","STEI","shoffman@field-ops.org","eleonard@field-ops.org","tower","basePlot"
20150812,"STEI_056",41,4,"1033",2.6,130,NA,NA,NA,NA,NA,1,"",NA,NA,"","STEI","shoffman@field-ops.org","eleonard@field-ops.org","tower","basePlot"
20150812,"STEI_056",41,4,"1033",1.6,130,NA,NA,NA,NA,NA,1,"",NA,NA,"","STEI","shoffman@field-ops.org","eleonard@field-ops.org","tower","basePlot"
20150812,"STEI_056",41,4,"1033",1.1,130,NA,NA,NA,NA,NA,1,"",NA,NA,"","STEI","shoffman@field-ops.org","eleonard@field-ops.org","tower","basePlot"
20150812,"STEI_056",41,4,"1038",1.1,10,4,NA,NA,1.6,NA,1,"",NA,NA,"","STEI","shoffman@field-ops.org","eleonard@field-ops.org","tower","basePlot"
20150812,"STEI_056",41,4,"1039",1.7,10,4,NA,NA,2.3,NA,1,"",NA,NA,"","STEI","shoffman@field-ops.org","eleonard@field-ops.org","tower","basePlot"
20150812,"STEI_056",41,4,"1054",3,130,3,NA,NA,5,NA,1,"",NA,NA,"","STEI","shoffman@field-ops.org","eleonard@field-ops.org","tower","basePlot"
20150812,"STEI_056",41,1,"1082",2.1,130,4,NA,NA,4.2,NA,1,"",NA,NA,"","STEI","shoffman@field-ops.org","eleonard@field-ops.org","tower","basePlot"
20150812,"STEI_056",41,1,"1083",2.3,130,4,NA,NA,4,NA,2,"",NA,NA,"","STEI","shoffman@field-ops.org","eleonard@field-ops.org","tower","basePlot"
20150812,"STEI_056",41,1,"1084",3.9,130,4,NA,NA,5.2,NA,1,"",NA,NA,"","STEI","shoffman@field-ops.org","eleonard@field-ops.org","tower","basePlot"
20150812,"STEI_056",41,1,"1085",6.7,130,3,NA,NA,7,NA,1,"",NA,NA,"","STEI","shoffman@field-ops.org","eleonard@field-ops.org","tower","basePlot"
20150812,"STEI_056",41,1,"1090",1.6,130,4,1.8,1.2,3,NA,2,"cyl",NA,NA,"no transcription errors","STEI","shoffman@field-ops.org","eleonard@field-ops.org","tower","basePlot"
20150812,"STEI_056",41,1,"1090",1.5,130,4,1.8,1.2,3,NA,1,"cyl",NA,NA,"","STEI","shoffman@field-ops.org","eleonard@field-ops.org","tower","basePlot"
20150812,"STEI_056",41,1,"1091",1.9,130,4,NA,NA,3.8,NA,1,"",NA,NA,"","STEI","shoffman@field-ops.org","eleonard@field-ops.org","tower","basePlot"
20150812,"STEI_056",41,4,"1094",4.2,130,3,NA,NA,6.3,NA,1,"",NA,NA,"","STEI","shoffman@field-ops.org","eleonard@field-ops.org","tower","basePlot"
20150812,"STEI_056",41,1,"1095",3.3,130,3,NA,NA,5.4,NA,1,"",NA,NA,"","STEI","shoffman@field-ops.org","eleonard@field-ops.org","tower","basePlot"
20150812,"STEI_056",41,1,"1096",3.4,130,3,NA,NA,5.6,NA,1,"",NA,NA,"","STEI","shoffman@field-ops.org","eleonard@field-ops.org","tower","basePlot"
20150812,"STEI_056",41,4,"1097",2.5,130,4,NA,NA,5,NA,5,"",NA,NA,"","STEI","shoffman@field-ops.org","eleonard@field-ops.org","tower","basePlot"
20150812,"STEI_056",41,4,"1099",1.3,130,4,NA,NA,3.1,NA,1,"",NA,NA,"","STEI","shoffman@field-ops.org","eleonard@field-ops.org","tower","basePlot"
20150812,"STEI_056",41,4,"1100",2.5,130,3,NA,NA,5.5,NA,7,"",NA,NA,"","STEI","shoffman@field-ops.org","eleonard@field-ops.org","tower","basePlot"
20150812,"STEI_056",41,1,"1104",2.3,130,3,NA,NA,4.5,NA,1,"",NA,NA,"no transcription errors","STEI","shoffman@field-ops.org","eleonard@field-ops.org","tower","basePlot"
20150812,"STEI_056",41,4,"1109",1.9,130,3,NA,NA,4.9,NA,1,"",NA,NA,"","STEI","shoffman@field-ops.org","eleonard@field-ops.org","tower","basePlot"
20150812,"STEI_056",41,NA,"1111",29.6,130,1,NA,NA,16.2,NA,1,"",NA,NA,"","STEI","shoffman@field-ops.org","eleonard@field-ops.org","tower","basePlot"
20150812,"STEI_056",41,4,"1114",8.8,130,2,NA,NA,7.8,NA,1,"",NA,NA,"","STEI","shoffman@field-ops.org","eleonard@field-ops.org","tower","basePlot"
20150812,"STEI_056",41,4,"1116",3.7,130,3,NA,NA,6.3,NA,1,"",NA,NA,"","STEI","shoffman@field-ops.org","eleonard@field-ops.org","tower","basePlot"
20150812,"STEI_056",41,1,"1124",5.2,130,3,NA,NA,6.4,NA,1,"",NA,NA,"","STEI","shoffman@field-ops.org","eleonard@field-ops.org","tower","basePlot"
20150812,"STEI_056",41,4,"1125",2.1,130,3,NA,NA,3.1,NA,1,"",NA,NA,"","STEI","shoffman@field-ops.org","eleonard@field-ops.org","tower","basePlot"
20150812,"STEI_056",41,1,"1130",2.4,130,3,NA,NA,5.3,NA,1,"",NA,NA,"","STEI","shoffman@field-ops.org","eleonard@field-ops.org","tower","basePlot"
20150812,"STEI_056",41,4,"1147",4.7,130,3,NA,NA,6.5,NA,1,"",NA,NA,"","STEI","shoffman@field-ops.org","eleonard@field-ops.org","tower","basePlot"
20150812,"STEI_056",41,4,"1152",1.6,130,4,NA,NA,3.3,NA,2,"",NA,NA,"","STEI","shoffman@field-ops.org","eleonard@field-ops.org","tower","basePlot"
20150812,"STEI_056",41,1,"1180",2,130,4,NA,NA,3.7,NA,7,"",NA,NA,"","STEI","shoffman@field-ops.org","eleonard@field-ops.org","tower","basePlot"
20150812,"STEI_056",41,4,"1189",3.1,130,3,NA,NA,5.9,NA,1,"",NA,NA,"Repeat tag number not part of other 1189","STEI","shoffman@field-ops.org","eleonard@field-ops.org","tower","basePlot"
20150812,"STEI_056",41,1,"1189",2.3,130,3,NA,NA,4.8,NA,1,"cyl",NA,NA,"no transcription errors","STEI","shoffman@field-ops.org","eleonard@field-ops.org","tower","basePlot"
20150812,"STEI_056",41,1,"1189",2.1,130,NA,NA,NA,NA,NA,1,"",NA,NA,"","STEI","shoffman@field-ops.org","eleonard@field-ops.org","tower","basePlot"
20150812,"STEI_056",41,1,"1189",1.8,130,NA,NA,NA,NA,NA,1,"",NA,NA,"","STEI","shoffman@field-ops.org","eleonard@field-ops.org","tower","basePlot"
20150812,"STEI_056",41,1,"1189",1.4,130,4,NA,NA,4.8,NA,2,"cyl",NA,NA,"","STEI","shoffman@field-ops.org","eleonard@field-ops.org","tower","basePlot"
20150812,"STEI_056",41,1,"1196",1.9,130,4,NA,NA,3.8,NA,5,"",NA,NA,"","STEI","shoffman@field-ops.org","eleonard@field-ops.org","tower","basePlot"
20150812,"STEI_056",41,1,"1197",1.4,10,4,NA,NA,2.2,NA,1,"",NA,NA,"","STEI","shoffman@field-ops.org","eleonard@field-ops.org","tower","basePlot"
20150812,"STEI_056",41,4,"1198",1.2,130,4,NA,NA,2.6,NA,1,"",NA,NA,"","STEI","shoffman@field-ops.org","eleonard@field-ops.org","tower","basePlot"
20150812,"STEI_056",41,1,"1199",1.7,10,5,NA,NA,1,NA,1,"",NA,NA,"","STEI","shoffman@field-ops.org","eleonard@field-ops.org","tower","basePlot"
20150812,"STEI_056",41,1,"1200",1.9,10,5,NA,NA,1,NA,1,"",NA,NA,"","STEI","shoffman@field-ops.org","eleonard@field-ops.org","tower","basePlot"
20150812,"STEI_056",23,4,"1207",4.5,130,2,NA,NA,7.2,NA,1,"",NA,NA,"","STEI","bgorzek@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150812,"STEI_056",41,4,"1214",3,130,3,NA,NA,4.3,NA,1,"",NA,NA,"","STEI","bgorzek@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150812,"STEI_056",23,4,"1220",1.1,10,5,NA,NA,1.3,NA,7,"",NA,NA,"","STEI","bgorzek@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150812,"STEI_056",23,2,"1221",1.6,10,4,NA,NA,2.5,NA,1,"",NA,NA,"","STEI","bgorzek@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150812,"STEI_056",23,2,"1226",1.7,10,4,NA,NA,2.2,NA,1,"",NA,NA,"","STEI","bgorzek@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150812,"STEI_056",23,4,"1227",3.3,130,2,NA,NA,6.2,NA,1,"",NA,NA,"","STEI","bgorzek@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150812,"STEI_056",23,2,"1229",5.4,130,2,2.1,1.7,7.2,NA,1,"cyl",NA,NA,"error fixed wrong height entered","STEI","bgorzek@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150812,"STEI_056",23,2,"1229",5,130,NA,NA,NA,NA,NA,1,"",NA,NA,"","STEI","bgorzek@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150812,"STEI_056",23,2,"1230",3.3,130,3,NA,NA,5.2,NA,1,"",NA,NA,"","STEI","bgorzek@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150812,"STEI_056",23,2,"1240",2.7,130,3,NA,NA,5.6,NA,1,"",NA,NA,"no transcription errors","STEI","bgorzek@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150812,"STEI_056",23,2,"1243",5.9,130,2,NA,NA,7.3,NA,1,"",NA,NA,"","STEI","bgorzek@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150812,"STEI_056",23,4,"1253",6,130,2,NA,NA,7.7,NA,1,"",NA,NA,"","STEI","bgorzek@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150812,"STEI_056",23,2,"1255",2.6,130,3,NA,NA,4.6,NA,1,"",NA,NA,"","STEI","bgorzek@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150812,"STEI_056",41,4,"1260",2.4,130,2,NA,NA,5.3,NA,1,"",NA,NA,"","STEI","bgorzek@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150812,"STEI_056",23,4,"1266",7.7,130,2,NA,NA,7.9,NA,1,"",NA,NA,"","STEI","bgorzek@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150812,"STEI_056",23,4,"1266",1.9,130,4,NA,NA,3.9,NA,2,"",NA,NA,"","STEI","bgorzek@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150812,"STEI_056",23,2,"1269",5.3,130,2,NA,NA,7.1,NA,1,"",NA,NA,"","STEI","bgorzek@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150812,"STEI_056",23,2,"1275",5.8,130,2,NA,NA,7.3,NA,1,"",NA,NA,"","STEI","bgorzek@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150812,"STEI_056",23,2,"1284",1.1,10,5,NA,NA,1.2,NA,1,"",NA,NA,"","STEI","bgorzek@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150812,"STEI_056",23,4,"1292",2.6,130,3,NA,NA,4.8,NA,2,"",NA,NA,"","STEI","bgorzek@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150812,"STEI_056",23,4,"1293",2.5,130,3,3.6,3.2,6,NA,1,"cyl",NA,NA,"no transcription errors","STEI","bgorzek@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150812,"STEI_056",23,4,"1293",2.3,130,NA,NA,NA,NA,NA,1,"",NA,NA,"","STEI","bgorzek@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150812,"STEI_056",23,4,"1293",1.7,130,NA,NA,NA,NA,NA,1,"",NA,NA,"","STEI","bgorzek@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150812,"STEI_056",23,4,"1293",1.5,130,NA,NA,NA,NA,NA,1,"",NA,NA,"","STEI","bgorzek@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150812,"STEI_056",41,4,"1294",1.6,130,4,NA,NA,3.4,NA,2,"",NA,NA,"no transcription errors","STEI","bgorzek@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150812,"STEI_056",23,2,"1301",6,130,2,2.5,1.9,7.2,NA,1,"cyl",NA,NA,"no transcription errors","STEI","bgorzek@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150812,"STEI_056",23,2,"1301",5.1,130,NA,NA,NA,NA,NA,1,"",NA,NA,"","STEI","bgorzek@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150812,"STEI_056",23,2,"1318",2.6,130,3,NA,NA,4.5,NA,1,"",NA,NA,"","STEI","bgorzek@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150812,"STEI_056",23,4,"1321",3.2,130,4,1.5,1.3,5.8,NA,1,"cyl",NA,NA,"no transcription errors","STEI","bgorzek@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150812,"STEI_056",23,4,"1321",1.6,130,3,1.5,1.3,3.8,NA,2,"cyl",NA,NA,"","STEI","bgorzek@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150812,"STEI_056",23,2,"1325",1.4,10,5,NA,NA,0.8,NA,1,"",NA,NA,"","STEI","bgorzek@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150812,"STEI_056",23,4,"1326",3.3,130,2,NA,NA,6.9,NA,1,"",NA,NA,"","STEI","bgorzek@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150812,"STEI_056",23,2,"1330",4.4,130,3,NA,NA,5,NA,1,"",NA,NA,"","STEI","bgorzek@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150812,"STEI_056",23,2,"1343",2.1,10,5,NA,NA,1.4,NA,1,"",NA,NA,"","STEI","bgorzek@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150812,"STEI_056",23,4,"1344",3.4,130,2,NA,NA,6.7,NA,1,"",NA,NA,"","STEI","bgorzek@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150812,"STEI_056",23,4,"1359",5.4,130,2,NA,NA,7.6,NA,1,"",NA,NA,"","STEI","bgorzek@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150812,"STEI_056",23,2,"1367",2.2,10,5,NA,NA,1.4,NA,1,"",NA,NA,"no transcription errors","STEI","bgorzek@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150812,"STEI_056",23,4,"1372",2.8,120,3,NA,NA,5.1,NA,1,"",NA,NA,"","STEI","bgorzek@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150812,"STEI_056",23,4,"1376",2.9,130,3,NA,NA,6,NA,1,"",NA,NA,"","STEI","bgorzek@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150812,"STEI_056",23,4,"1379",1.6,130,4,NA,NA,3.6,NA,1,"",NA,NA,"","STEI","bgorzek@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150812,"STEI_056",41,4,"1386",2.1,130,3,NA,NA,3.5,NA,2,"",NA,NA,"","STEI","bgorzek@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150812,"STEI_056",23,4,"1394",1.8,130,4,NA,NA,9.3,NA,1,"",NA,NA,"","STEI","bgorzek@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150812,"STEI_056",41,4,"1397",5,130,2,NA,NA,7.3,NA,1,"",NA,NA,"","STEI","bgorzek@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150818,"STEI_057",21,2,"1311",2.4,130,4,2.1,1.9,4.7,NA,5,"cyl",NA,NA,"no transcription errors","STEI","bgorzek@field-ops.org","shoffman@field-ops.org","tower","basePlot"
20150818,"STEI_057",21,2,"1311",2.1,130,NA,NA,NA,NA,NA,5,"",NA,NA,"","STEI","bgorzek@field-ops.org","shoffman@field-ops.org","tower","basePlot"
20150818,"STEI_057",21,4,"1501",9.1,130,1,2.4,2.2,8.3,NA,5,"cyl",NA,NA,"no transcription errors","STEI","bgorzek@field-ops.org","shoffman@field-ops.org","tower","basePlot"
20150818,"STEI_057",21,4,"1501",4.5,130,NA,NA,NA,NA,NA,5,"",NA,NA,"","STEI","bgorzek@field-ops.org","shoffman@field-ops.org","tower","basePlot"
20150818,"STEI_057",21,4,"1501",1.8,130,NA,NA,NA,NA,NA,2,"",NA,NA,"","STEI","bgorzek@field-ops.org","shoffman@field-ops.org","tower","basePlot"
20150818,"STEI_057",21,2,"1502",9.1,130,1,NA,NA,8.5,NA,1,"",NA,NA,"","STEI","bgorzek@field-ops.org","shoffman@field-ops.org","tower","basePlot"
20150818,"STEI_057",21,2,"1503",2.5,130,4,NA,NA,4.2,NA,5,"",NA,NA,"","STEI","bgorzek@field-ops.org","shoffman@field-ops.org","tower","basePlot"
20150818,"STEI_057",21,4,"1504",1.1,130,5,NA,NA,2.7,NA,5,"",NA,NA,"","STEI","bgorzek@field-ops.org","shoffman@field-ops.org","tower","basePlot"
20150818,"STEI_057",21,2,"1505",2.8,130,3,NA,NA,4.4,NA,5,"",NA,NA,"","STEI","bgorzek@field-ops.org","shoffman@field-ops.org","tower","basePlot"
20150818,"STEI_057",21,2,"1506",2.2,130,3,NA,NA,3.9,NA,5,"",NA,NA,"","STEI","bgorzek@field-ops.org","shoffman@field-ops.org","tower","basePlot"
20150818,"STEI_057",21,2,"1507",2.6,130,3,NA,NA,4,NA,5,"",NA,NA,"","STEI","bgorzek@field-ops.org","shoffman@field-ops.org","tower","basePlot"
20150818,"STEI_057",21,4,"1508",1.3,130,4,NA,NA,2.9,NA,5,"",NA,NA,"","STEI","bgorzek@field-ops.org","shoffman@field-ops.org","tower","basePlot"
20150818,"STEI_057",21,4,"1509",4,130,NA,NA,NA,3,NA,5,"",NA,NA,"","STEI","bgorzek@field-ops.org","shoffman@field-ops.org","tower","basePlot"
20150818,"STEI_057",21,2,"1510",4.5,130,3,NA,NA,5.5,NA,1,"",NA,NA,"","STEI","bgorzek@field-ops.org","shoffman@field-ops.org","tower","basePlot"
20150818,"STEI_057",21,2,"1512",4.2,130,3,NA,NA,6,NA,5,"",NA,NA,"","STEI","bgorzek@field-ops.org","shoffman@field-ops.org","tower","basePlot"
20150818,"STEI_057",21,2,"1513",1.6,130,4,NA,NA,4.1,NA,5,"",NA,NA,"","STEI","bgorzek@field-ops.org","shoffman@field-ops.org","tower","basePlot"
20150818,"STEI_057",21,2,"1514",3.9,130,3,NA,NA,5.4,NA,5,"",NA,NA,"","STEI","bgorzek@field-ops.org","shoffman@field-ops.org","tower","basePlot"
20150818,"STEI_057",21,2,"1515",3.5,130,3,2.7,2.4,5.8,NA,1,"cne",NA,NA,"no transcription errors","STEI","bgorzek@field-ops.org","shoffman@field-ops.org","tower","basePlot"
20150818,"STEI_057",21,2,"1515",2.6,130,3,NA,NA,NA,NA,1,"cne",NA,NA,"","STEI","bgorzek@field-ops.org","shoffman@field-ops.org","tower","basePlot"
20150818,"STEI_057",21,2,"1515",1.7,130,3,NA,NA,NA,NA,1,"cne",NA,NA,"","STEI","bgorzek@field-ops.org","shoffman@field-ops.org","tower","basePlot"
20150818,"STEI_057",21,2,"1543",6.1,130,2,NA,NA,6.8,NA,5,"",NA,NA,"","STEI","bgorzek@field-ops.org","shoffman@field-ops.org","tower","basePlot"
20150818,"STEI_057",21,2,"1544",1.3,130,4,NA,NA,3.5,NA,5,"",NA,NA,"","STEI","bgorzek@field-ops.org","shoffman@field-ops.org","tower","basePlot"
20150818,"STEI_057",21,2,"1558",2.6,130,3,NA,NA,4.6,NA,5,"",NA,NA,"","STEI","bgorzek@field-ops.org","shoffman@field-ops.org","tower","basePlot"
20150818,"STEI_057",21,4,"1559",5.4,130,3,NA,NA,6.1,NA,5,"",NA,NA,"","STEI","bgorzek@field-ops.org","shoffman@field-ops.org","tower","basePlot"
20150818,"STEI_057",21,4,"1560",2.7,130,4,NA,NA,4.1,NA,5,"",NA,NA,"","STEI","bgorzek@field-ops.org","shoffman@field-ops.org","tower","basePlot"
20150818,"STEI_057",21,4,"1561",4.5,130,3,NA,NA,5.6,NA,5,"",NA,NA,"","STEI","bgorzek@field-ops.org","shoffman@field-ops.org","tower","basePlot"
20150818,"STEI_057",21,4,"1562",4.2,130,2,1.8,1.7,4.8,NA,5,"cyl",NA,NA,"no transcription errors","STEI","bgorzek@field-ops.org","shoffman@field-ops.org","tower","basePlot"
20150818,"STEI_057",21,2,"1563",4.1,130,3,NA,NA,4.8,NA,5,"",NA,NA,"","STEI","bgorzek@field-ops.org","shoffman@field-ops.org","tower","basePlot"
20150818,"STEI_057",21,2,"1565",3.3,130,3,NA,NA,5.2,NA,5,"",NA,NA,"","STEI","bgorzek@field-ops.org","shoffman@field-ops.org","tower","basePlot"
20150818,"STEI_057",21,2,"1566",2.2,130,4,NA,NA,4.2,NA,5,"",NA,NA,"","STEI","bgorzek@field-ops.org","shoffman@field-ops.org","tower","basePlot"
20150818,"STEI_057",21,2,"1567",2.3,130,4,NA,NA,3.8,NA,2,"",NA,NA,"","STEI","bgorzek@field-ops.org","shoffman@field-ops.org","tower","basePlot"
20150818,"STEI_057",41,1,"1623",3.8,130,2,NA,NA,6.4,NA,1,"",NA,NA,"","STEI","eleonard@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150818,"STEI_057",41,1,"1635",4.6,130,2,NA,NA,6.8,NA,1,"",NA,NA,"","STEI","eleonard@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150818,"STEI_057",41,1,"1682",4.4,130,2,NA,NA,7,NA,1,"",NA,NA,"","STEI","eleonard@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150818,"STEI_057",41,1,"1683",5.4,130,2,NA,NA,7.4,NA,1,"",NA,NA,"","STEI","eleonard@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150818,"STEI_057",41,1,"1704",3.4,130,2,NA,NA,5.3,NA,1,"",NA,NA,"","STEI","eleonard@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150818,"STEI_057",41,1,"1705",6,130,2,NA,NA,7.3,NA,1,"",NA,NA,"","STEI","eleonard@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150818,"STEI_057",41,4,"1707",1.1,10,4,NA,NA,1.8,NA,1,"",NA,NA,"","STEI","eleonard@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150818,"STEI_057",41,4,"1715",1.9,120,2,NA,NA,4,NA,1,"",NA,NA,"","STEI","eleonard@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150818,"STEI_057",41,1,"1716",2.3,130,2,NA,NA,4,NA,1,"",NA,NA,"","STEI","eleonard@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150818,"STEI_057",41,4,"1741",2.8,130,3,NA,NA,4,NA,1,"cyl",NA,NA,"","STEI","eleonard@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150818,"STEI_057",41,1,"1746",8.5,130,2,3,2.4,8.3,NA,1,"cyl",NA,NA,"no transcription errors","STEI","eleonard@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150818,"STEI_057",41,1,"1746",1.6,130,NA,NA,NA,NA,NA,2,"",NA,NA,"","STEI","eleonard@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150818,"STEI_057",41,1,"1746",1,130,NA,NA,NA,NA,NA,2,"",NA,NA,"","STEI","eleonard@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150818,"STEI_057",41,1,"1748",1.2,130,4,NA,NA,2.4,NA,1,"",NA,NA,"","STEI","eleonard@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150818,"STEI_057",41,1,"1754",3.4,130,3,NA,NA,4.5,NA,1,"",NA,NA,"","STEI","eleonard@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150818,"STEI_057",41,1,"1757",1.8,10,4,NA,NA,2.2,NA,1,"",NA,NA,"","STEI","eleonard@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150818,"STEI_057",41,1,"1759",4,130,2,NA,NA,5.2,NA,1,"",NA,NA,"","STEI","eleonard@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150818,"STEI_057",41,1,"1769",6.5,130,2,NA,NA,8.5,NA,1,"",NA,NA,"","STEI","eleonard@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150818,"STEI_057",41,4,"1782",2.7,10,4,NA,NA,1.7,NA,1,"",NA,NA,"","STEI","eleonard@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150818,"STEI_057",41,4,"1783",1.7,10,4,NA,NA,1.8,NA,1,"",NA,NA,"","STEI","eleonard@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150818,"STEI_057",41,1,"1787",1.4,10,4,NA,NA,2.1,NA,1,"",NA,NA,"","STEI","eleonard@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150818,"STEI_057",41,1,"1792",4.7,130,2,NA,NA,6.2,NA,1,"",NA,NA,"","STEI","eleonard@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150818,"STEI_057",41,1,"1793",4.7,130,2,NA,NA,8,NA,1,"",NA,NA,"","STEI","eleonard@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150818,"STEI_057",41,4,"1796",2,130,2,NA,NA,4.7,NA,1,"",NA,NA,"","STEI","eleonard@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150818,"STEI_057",41,4,"1799",1.8,130,2,NA,NA,3.4,NA,1,"",NA,NA,"no transcription errors","STEI","eleonard@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150818,"STEI_057",41,4,"1800",3.5,130,2,NA,NA,3.6,NA,1,"",NA,NA,"","STEI","eleonard@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150811,"STEI_058",39,3,"1029",1.1,130,5,NA,NA,1.9,NA,1,"",NA,NA,"","STEI","eleonard@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150811,"STEI_058",39,3,"1101",1.2,10,5,NA,NA,1.8,NA,7,"",NA,NA,"","STEI","eleonard@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150811,"STEI_058",39,NA,"1108",17.9,130,2,NA,NA,NA,NA,1,"",NA,NA,"","STEI","eleonard@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150811,"STEI_058",39,NA,"1108A",13.2,130,2,NA,NA,13.5,NA,1,"",NA,NA,"no transcription errors","STEI","eleonard@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150811,"STEI_058",39,1,"1113",2.6,130,3,NA,NA,3.8,NA,2,"",NA,NA,"","STEI","eleonard@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150811,"STEI_058",39,3,"1118",1.5,10,5,NA,NA,1.5,NA,2,"",NA,NA,"","STEI","eleonard@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150811,"STEI_058",39,1,"1133",3.5,130,3,NA,NA,5.3,NA,1,"",NA,NA,"","STEI","eleonard@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150811,"STEI_058",39,1,"1135",2.3,130,4,NA,NA,3.3,NA,1,"",NA,NA,"","STEI","eleonard@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150811,"STEI_058",39,1,"1136",3,130,3,NA,NA,4.7,NA,1,"",NA,NA,"","STEI","eleonard@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150811,"STEI_058",39,3,"1141",1.5,10,5,NA,NA,2.5,NA,1,"",NA,NA,"","STEI","eleonard@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150811,"STEI_058",39,3,"1142",2.1,130,4,NA,NA,3.8,NA,1,"",NA,NA,"","STEI","eleonard@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
