"uid","domainID","siteID","plotID","subplotID","divDataType","targetTaxaPresent","otherVariablesPresent","taxonID","acceptedTaxonID","identificationQualifier","taxonIDRemarks","morphospeciesID","otherVariables","percentCover","heightPlantOver300cm","heightPlantSpecies","boutNumber","date","samplingProtocol","identificationReferences","measuredBy","recordedBy","enteredBy","remarks","individualID"
"25B12F3E04A8490BAA556AE6F3318FBA",NA,"UNDE","UNDE_016","32.4.1","plantSpecies","Y",NA,"ACTAE","ACTAE",NA,NA,NA,NA,"1","N","25","1","""2015-07-01""",NA,NA,"ameade@field-ops.org","tkuhlman@field-ops.org","pagosti@field-ops.org",NA,NA
"D776E7769A0648F8B82657CC4E7C0CD8",NA,"UNDE","UNDE_016","32.4.1","plantSpecies","Y",NA,"ATFI","ATFI",NA,NA,NA,NA,"0.5","N","18","1","""2015-07-01""",NA,NA,"ameade@field-ops.org","tkuhlman@field-ops.org","pagosti@field-ops.org",NA,NA
"A96800AB7A354DBE9F48E6272BAA06B9",NA,"UNDE","UNDE_016","32.4.1","plantSpecies","Y",NA,"TRBO2","TRBO2",NA,NA,NA,NA,"0.5","N","11","1","""2015-07-01""",NA,NA,"ameade@field-ops.org","tkuhlman@field-ops.org","pagosti@field-ops.org",NA,NA
"AC674516550F485EBB67BA9D9AB2EBCF",NA,"UNDE","UNDE_016","32.4.1","plantSpecies","Y",NA,"COCO6","COCO6",NA,NA,NA,NA,"4","N","46","1","""2015-07-01""",NA,NA,"ameade@field-ops.org","tkuhlman@field-ops.org","pagosti@field-ops.org",NA,NA
"70FB6405FD8E4DF6AD738EAE1FA9BE23",NA,"UNDE","UNDE_016","32.4.1","plantSpecies","Y",NA,"VEOF2","VEOF2",NA,NA,NA,NA,"1","N","10","1","""2015-07-01""",NA,NA,"ameade@field-ops.org","tkuhlman@field-ops.org","pagosti@field-ops.org",NA,NA
"05F44161F1DC42B483535504AE5192F0",NA,"UNDE","UNDE_016","32.4.1","plantSpecies","Y",NA,"GYDR","GYDR",NA,NA,NA,NA,"1","N","11","1","""2015-07-01""",NA,NA,"ameade@field-ops.org","tkuhlman@field-ops.org","pagosti@field-ops.org",NA,NA
"CFC21CF625284616AFD50B3E28E05C7F",NA,"UNDE","UNDE_016","32.4.1","plantSpecies","Y",NA,"RUPU","RUPU",NA,NA,NA,NA,"3","N","12","1","""2015-07-01""",NA,NA,"ameade@field-ops.org","tkuhlman@field-ops.org","pagosti@field-ops.org",NA,NA
"315CB34252F64B9D80459F9D91CC2CC8",NA,"UNDE","UNDE_016","32.4.1","plantSpecies","Y",NA,"EQSY","EQSY",NA,NA,NA,NA,"0.5","N","22","1","""2015-07-01""",NA,NA,"ameade@field-ops.org","tkuhlman@field-ops.org","pagosti@field-ops.org",NA,NA
"2290E8D28EF248B19FA52B00F583CFB5",NA,"UNDE","UNDE_015","31.4.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"overstory","30",NA,NA,"1","""2015-06-18""",NA,NA,"pagosti@field-ops.org","ameade@field-ops.org","tkuhlman@field-ops.org",NA,NA
"6FFBFFACCBC94C8EAD0AF5688F5753C9",NA,"UNDE","UNDE_015","31.4.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"moss","8",NA,NA,"1","""2015-06-18""",NA,NA,"pagosti@field-ops.org","ameade@field-ops.org","tkuhlman@field-ops.org",NA,NA
"3AB810E360B041A7806BC88F78EBBB97",NA,"UNDE","UNDE_015","31.4.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"lichen","1",NA,NA,"1","""2015-06-18""",NA,NA,"pagosti@field-ops.org","ameade@field-ops.org","tkuhlman@field-ops.org",NA,NA
"59EB2FCC2D4F4D11BB70938E67D1BFEC",NA,"UNDE","UNDE_015","31.4.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"water","0.5",NA,NA,"1","""2015-06-18""",NA,NA,"pagosti@field-ops.org","ameade@field-ops.org","tkuhlman@field-ops.org",NA,NA
"E04F95CB82584C379BA96A341AD0C51C",NA,"UNDE","UNDE_015","31.4.1","plantSpecies","Y",NA,"CAPA5","CAPA5",NA,NA,NA,NA,"0.5","N","8","1","""2015-06-18""",NA,NA,"pagosti@field-ops.org","ameade@field-ops.org","tkuhlman@field-ops.org",NA,NA
"553D08192AC14C698507FDAF4F678A17",NA,"UNDE","UNDE_016","32.2.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"soil","0.5",NA,NA,"1","""2015-07-01""",NA,NA,"ameade@field-ops.org","tkuhlman@field-ops.org","pagosti@field-ops.org",NA,NA
"32E3FA4FE707462AA82609E82CE47019",NA,"UNDE","UNDE_015","31.4.1","plantSpecies","Y",NA,"CAREX","CAREX",NA,NA,NA,NA,"0.5","N","20","1","""2015-06-18""",NA,NA,"pagosti@field-ops.org","ameade@field-ops.org","tkuhlman@field-ops.org",NA,NA
"EA8AFEBE46F241958D7BE0537A82177E",NA,"UNDE","UNDE_016","32.2.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"wood","12",NA,NA,"1","""2015-07-01""",NA,NA,"ameade@field-ops.org","tkuhlman@field-ops.org","pagosti@field-ops.org",NA,NA
"56008730235140BF95F560EB591AE62A",NA,"UNDE","UNDE_015","31.4.1","plantSpecies","Y",NA,"RUPU","RUPU",NA,NA,NA,NA,"0.5","N","6","1","""2015-06-18""",NA,NA,"pagosti@field-ops.org","ameade@field-ops.org","tkuhlman@field-ops.org",NA,NA
"7781EAB44E024961B2DC92074FD1749A",NA,"UNDE","UNDE_016","32.2.1","plantSpecies","Y",NA,"PTAQ","PTAQ",NA,NA,NA,NA,"0.5","N","27","1","""2015-07-01""",NA,NA,"ameade@field-ops.org","tkuhlman@field-ops.org","pagosti@field-ops.org",NA,NA
"CBA3B0EE89A8472EBF691DE2DEADF667",NA,"UNDE","UNDE_015","31.4.1","plantSpecies","Y",NA,"ACSP2","ACSP2",NA,NA,NA,NA,"5","N","44","1","""2015-06-18""",NA,NA,"pagosti@field-ops.org","ameade@field-ops.org","tkuhlman@field-ops.org",NA,NA
"88478764FC574CA08320421F9B1129BA",NA,"UNDE","UNDE_016","32.2.1","plantSpecies","Y",NA,"COCO6","COCO6",NA,NA,NA,NA,"0.5","N","17","1","""2015-07-01""",NA,NA,"ameade@field-ops.org","tkuhlman@field-ops.org","pagosti@field-ops.org",NA,NA
"7FB1D40F64E54477907A830EEAA09FA2",NA,"UNDE","UNDE_015","31.4.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"litter","40",NA,NA,"1","""2015-06-18""",NA,NA,"pagosti@field-ops.org","ameade@field-ops.org","tkuhlman@field-ops.org",NA,NA
"263ED82C702F460B99157F065B17457F",NA,"UNDE","UNDE_016","32.2.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"moss","2",NA,NA,"1","""2015-07-01""",NA,NA,"ameade@field-ops.org","tkuhlman@field-ops.org","pagosti@field-ops.org",NA,NA
"2C17EA4D8B64435E8B70EA0CD7244884",NA,"UNDE","UNDE_015","31.4.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"standingDead","0.5",NA,NA,"1","""2015-06-18""",NA,NA,"pagosti@field-ops.org","ameade@field-ops.org","tkuhlman@field-ops.org",NA,NA
"10D662FEC9F242EDAAD08A66392B15A5",NA,"UNDE","UNDE_016","32.2.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"overstory","30",NA,NA,"1","""2015-07-01""",NA,NA,"ameade@field-ops.org","tkuhlman@field-ops.org","pagosti@field-ops.org",NA,NA
"50D5EDD173C040A2A7D37F4B37C3A714",NA,"UNDE","UNDE_015","31.4.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"soil","50",NA,NA,"1","""2015-06-18""",NA,NA,"pagosti@field-ops.org","ameade@field-ops.org","tkuhlman@field-ops.org",NA,NA
"F3C2CA1C2A5C4AAB8F9F8A787CA4E0E7",NA,"UNDE","UNDE_016","32.2.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"litter","85",NA,NA,"1","""2015-07-01""",NA,NA,"ameade@field-ops.org","tkuhlman@field-ops.org","pagosti@field-ops.org",NA,NA
"88F77A17E1F540CABD344F9D137E88CE",NA,"UNDE","UNDE_015","31.4.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"wood","1",NA,NA,"1","""2015-06-18""",NA,NA,"pagosti@field-ops.org","ameade@field-ops.org","tkuhlman@field-ops.org",NA,NA
"29870C523FB4482BB006D7C3BC6F7F5A",NA,"UNDE","UNDE_016","32.2.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"standingDead","0.5",NA,NA,"1","""2015-07-01""",NA,NA,"ameade@field-ops.org","tkuhlman@field-ops.org","pagosti@field-ops.org",NA,NA
"089F46A15A914AA48EC4338D9399C503",NA,"UNDE","UNDE_016","32.2.1","plantSpecies","Y",NA,"BRAR9","BRAR9",NA,NA,NA,NA,"1","N","32","1","""2015-07-01""",NA,NA,"ameade@field-ops.org","tkuhlman@field-ops.org","pagosti@field-ops.org",NA,NA
"CF300C88CCB046D6896546182BB2BCAC",NA,"UNDE","UNDE_016","32.2.1","plantSpecies","Y",NA,"ATFI","ATFI",NA,NA,NA,NA,"4","N","32","1","""2015-07-01""",NA,NA,"ameade@field-ops.org","tkuhlman@field-ops.org","pagosti@field-ops.org",NA,NA
"69AE980393584BD387657DCB57A6EAD8",NA,"UNDE","UNDE_016","32.2.1","plantSpecies","Y",NA,"GYDR","GYDR",NA,NA,NA,NA,"0.5","N","7","1","""2015-07-01""",NA,NA,"ameade@field-ops.org","tkuhlman@field-ops.org","pagosti@field-ops.org",NA,NA
"CD7E8DE0D27A4A479BD72901DEED5EA7",NA,"UNDE","UNDE_016","32.2.1","plantSpecies","Y",NA,"ABBA","ABBA",NA,NA,NA,NA,"1","N","21","1","""2015-07-01""",NA,NA,"ameade@field-ops.org","tkuhlman@field-ops.org","pagosti@field-ops.org",NA,NA
"4DF16719454541CF8E8A09593C450997",NA,"UNDE","UNDE_016","32.2.1","plantSpecies","Y",NA,"COCA13","COCA13",NA,NA,NA,NA,"0.5","N","8","1","""2015-07-01""",NA,NA,"ameade@field-ops.org","tkuhlman@field-ops.org","pagosti@field-ops.org",NA,NA
"8D464167BA644403A7BF5CDA332EEE57",NA,"UNDE","UNDE_016","32.2.1","plantSpecies","Y",NA,"CATH2","CATH2",NA,NA,NA,NA,"0.5","N","4","1","""2015-07-01""",NA,NA,"ameade@field-ops.org","tkuhlman@field-ops.org","pagosti@field-ops.org",NA,NA
"70AA247444334295B44C1BDE609EA2C1",NA,"UNDE","UNDE_016","32.2.1","plantSpecies","Y",NA,"DRCA11","DRCA11",NA,NA,NA,NA,"3","N","37","1","""2015-07-01""",NA,NA,"ameade@field-ops.org","tkuhlman@field-ops.org","pagosti@field-ops.org",NA,NA
"00605B3E1C114BC0BD22592C1D8CBFE7",NA,"UNDE","UNDE_016","32.2.1","plantSpecies","Y",NA,"CAIN12","CAIN12",NA,NA,NA,NA,"0.5","N","61","1","""2015-07-01""",NA,NA,"ameade@field-ops.org","tkuhlman@field-ops.org","pagosti@field-ops.org",NA,NA
"2F5CAE358728417BA5BC6A0B1DBAE641",NA,"UNDE","UNDE_015","41.1.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"overstory","10",NA,NA,"1","""2015-06-18""",NA,NA,"radams@field-ops.org","tkuhlman@field-ops.org","tkuhlman@field-ops.org",NA,NA
"A015DC03894246428FD9914EF460103E",NA,"UNDE","UNDE_015","41.1.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"standingDead","0.5",NA,NA,"1","""2015-06-18""",NA,NA,"radams@field-ops.org","tkuhlman@field-ops.org","tkuhlman@field-ops.org",NA,NA
"4CBAA260D7E74A5EBF49860547703898",NA,"UNDE","UNDE_015","41.1.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"litter","40",NA,NA,"1","""2015-06-18""",NA,NA,"radams@field-ops.org","tkuhlman@field-ops.org","tkuhlman@field-ops.org",NA,NA
"0D7D926136B046E8AD365FFE866A734D",NA,"UNDE","UNDE_015","41.1.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"moss","45",NA,NA,"1","""2015-06-18""",NA,NA,"radams@field-ops.org","tkuhlman@field-ops.org","tkuhlman@field-ops.org",NA,NA
"EF987B6D465947AE95BE12F233EC2CEC",NA,"UNDE","UNDE_015","41.1.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"water","5",NA,NA,"1","""2015-06-18""",NA,NA,"radams@field-ops.org","tkuhlman@field-ops.org","tkuhlman@field-ops.org",NA,NA
"AA0FD53A631F4D6ABEAF609AC6C83E3A",NA,"UNDE","UNDE_015","41.1.1","plantSpecies","Y",NA,"PIMA","PIMA",NA,NA,NA,NA,"2","N","58","1","""2015-06-18""",NA,NA,"radams@field-ops.org","tkuhlman@field-ops.org","tkuhlman@field-ops.org",NA,NA
"1FFB56FB70124B509E98152960AA9AF9",NA,"UNDE","UNDE_015","41.1.1","plantSpecies","Y",NA,"CAREX","CAREX",NA,NA,NA,NA,"0.5","N","11","1","""2015-06-18""",NA,NA,"radams@field-ops.org","tkuhlman@field-ops.org","tkuhlman@field-ops.org",NA,NA
"CEFBEDE228214AEFA3ACCA0207F087F8",NA,"UNDE","UNDE_015","41.1.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"soil","0.5",NA,NA,"1","""2015-06-18""",NA,NA,"radams@field-ops.org","tkuhlman@field-ops.org","tkuhlman@field-ops.org",NA,NA
"EF37828E8CFE438287DEC8D63FD03C47",NA,"UNDE","UNDE_015","41.1.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"wood","15",NA,NA,"1","""2015-06-18""",NA,NA,"radams@field-ops.org","tkuhlman@field-ops.org","tkuhlman@field-ops.org",NA,NA
"EC0A1735AA0D4F9CB4277305A609BD2A",NA,"UNDE","UNDE_015","41.1.1","plantSpecies","Y",NA,"MINU3","MINU3",NA,NA,NA,NA,"0.5","N","1","1","""2015-06-18""",NA,NA,"radams@field-ops.org","tkuhlman@field-ops.org","tkuhlman@field-ops.org",NA,NA
"914D7DF5C6254327A88D15A15DDBB96C",NA,"UNDE","UNDE_015","41.1.1","plantSpecies","Y",NA,"ABBA","ABBA",NA,NA,NA,NA,"1","N","180","1","""2015-06-18""",NA,NA,"radams@field-ops.org","tkuhlman@field-ops.org","tkuhlman@field-ops.org",NA,NA
"B1AA723A8DD948D9958EDA603FDBCEBC",NA,"UNDE","UNDE_015","41.1.1","plantSpecies","Y",NA,"RUPU","RUPU",NA,NA,NA,NA,"0.5","N","11","1","""2015-06-18""",NA,NA,"radams@field-ops.org","tkuhlman@field-ops.org","tkuhlman@field-ops.org",NA,NA
"763A03ED9EBE434AA0946733249E3380",NA,"UNDE","UNDE_015","41.1.1","plantSpecies","Y",NA,"ACSP2","ACSP2",NA,NA,NA,NA,"0.5","N","48","1","""2015-06-18""",NA,NA,"radams@field-ops.org","tkuhlman@field-ops.org","tkuhlman@field-ops.org",NA,NA
"D4FB1F4B70224DAEB75F134888F15655",NA,"UNDE","UNDE_015","41.1.1","plantSpecies","Y",NA,"IMCA","IMCA",NA,NA,NA,NA,"0.5","N","17","1","""2015-06-18""",NA,NA,"radams@field-ops.org","tkuhlman@field-ops.org","tkuhlman@field-ops.org",NA,NA
"4B68BFEC0A724CC9A50CB1B25D434732",NA,"UNDE","UNDE_015","41.4.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"overstory","30",NA,NA,"1","""2015-06-18""",NA,NA,"radams@field-ops.org","tkuhlman@field-ops.org","tkuhlman@field-ops.org",NA,NA
"65F4F5EAAA4445B9A16D55E4EFCEC6D1",NA,"UNDE","UNDE_015","41.4.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"moss","60",NA,NA,"1","""2015-06-18""",NA,NA,"radams@field-ops.org","tkuhlman@field-ops.org","tkuhlman@field-ops.org",NA,NA
"3F937FD0D45140CA8854B978290439E3",NA,"UNDE","UNDE_015","41.4.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"lichen","0.5",NA,NA,"1","""2015-06-18""",NA,NA,"radams@field-ops.org","tkuhlman@field-ops.org","tkuhlman@field-ops.org",NA,NA
"E96358F70AA2435E82809DA92AF20EDE",NA,"UNDE","UNDE_015","41.4.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"water","2",NA,NA,"1","""2015-06-18""",NA,NA,"radams@field-ops.org","tkuhlman@field-ops.org","tkuhlman@field-ops.org",NA,NA
"D697B3D4FF0F463AB201F2D41D2C6515",NA,"UNDE","UNDE_015","41.4.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"standingDead","0.5",NA,NA,"1","""2015-06-18""",NA,NA,"radams@field-ops.org","tkuhlman@field-ops.org","tkuhlman@field-ops.org",NA,NA
"20AD4A321B11449DAFA58CB495E85CCC",NA,"UNDE","UNDE_015","41.4.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"litter","35",NA,NA,"1","""2015-06-18""",NA,NA,"radams@field-ops.org","tkuhlman@field-ops.org","tkuhlman@field-ops.org",NA,NA
"212979BB7BDC44E4A4BEC292E8534340",NA,"UNDE","UNDE_015","41.4.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"soil","0.5",NA,NA,"1","""2015-06-18""",NA,NA,"radams@field-ops.org","tkuhlman@field-ops.org","tkuhlman@field-ops.org",NA,NA
"154EDF3F1CEA4CFF951A8C3FD02CFA13",NA,"UNDE","UNDE_015","41.4.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"wood","0.5",NA,NA,"1","""2015-06-18""",NA,NA,"radams@field-ops.org","tkuhlman@field-ops.org","tkuhlman@field-ops.org",NA,NA
"15A3FABF434A457F8B6AC0ADD59105E0",NA,"UNDE","UNDE_015","41.4.1","plantSpecies","Y",NA,"POLYGO","POLYGO",NA,NA,"Stalking Barbie",NA,"0.5","N","5","1","""2015-06-18""",NA,NA,"radams@field-ops.org","tkuhlman@field-ops.org","tkuhlman@field-ops.org",NA,NA
"A30531D743C744BE81C47FF0FD2B114D",NA,"UNDE","UNDE_015","41.4.1","plantSpecies","Y",NA,"CATR10","CATR10",NA,NA,NA,NA,"0.5","N","30","1","""2015-06-18""",NA,NA,"radams@field-ops.org","tkuhlman@field-ops.org","tkuhlman@field-ops.org",NA,NA
"7ADA6A471F264D129E97646C6BE037B4",NA,"UNDE","UNDE_015","41.4.1","plantSpecies","Y",NA,"PIMA","PIMA",NA,NA,NA,NA,"1","N","26","1","""2015-06-18""",NA,NA,"radams@field-ops.org","tkuhlman@field-ops.org","tkuhlman@field-ops.org",NA,NA
"5199E8A7073E4818AFFC2AD37E549D21",NA,"UNDE","UNDE_015","41.4.1","plantSpecies","Y",NA,"CALE10","CALE10",NA,NA,NA,NA,"0.5","N","16","1","""2015-06-18""",NA,NA,"radams@field-ops.org","tkuhlman@field-ops.org","tkuhlman@field-ops.org",NA,NA
"0BB1F217906B40E1BBEC08041618F72B",NA,"UNDE","UNDE_015","41.4.1","plantSpecies","Y",NA,"GLST","GLST",NA,NA,NA,NA,"0.5","N","38","1","""2015-06-18""",NA,NA,"radams@field-ops.org","tkuhlman@field-ops.org","tkuhlman@field-ops.org",NA,NA
"B200CB2146FF4E85A15663C66B0D07C0",NA,"UNDE","UNDE_015","41.4.1","plantSpecies","Y",NA,"ABBA","ABBA",NA,NA,NA,NA,"1","N","30","1","""2015-06-18""",NA,NA,"radams@field-ops.org","tkuhlman@field-ops.org","tkuhlman@field-ops.org",NA,NA
"0B3E7D35588C470DBAF3EF2078F79B89",NA,"UNDE","UNDE_015","41.4.1","plantSpecies","Y",NA,"GAAS2","GAAS2",NA,NA,NA,NA,"0.5","N","6","1","""2015-06-18""",NA,NA,"radams@field-ops.org","tkuhlman@field-ops.org","tkuhlman@field-ops.org",NA,NA
"6AFBD586D96E40A0B516A49C284B8D65",NA,"UNDE","UNDE_015","41.4.1","plantSpecies","Y",NA,"SOLID","SOLID",NA,NA,NA,NA,"0.5","N","19","1","""2015-06-18""",NA,NA,"radams@field-ops.org","tkuhlman@field-ops.org","tkuhlman@field-ops.org",NA,NA
"147CA90486C6454DBBFEF462D2CBE53F",NA,"UNDE","UNDE_015","41.4.1","plantSpecies","Y",NA,"ACRU","ACRU",NA,NA,NA,NA,"1","N","19","1","""2015-06-18""",NA,NA,"radams@field-ops.org","tkuhlman@field-ops.org","tkuhlman@field-ops.org",NA,NA
"53115280D9054A2EAFBC75534CA515C4",NA,"UNDE","UNDE_015","41.4.1","plantSpecies","Y",NA,"MINU3","MINU3",NA,NA,NA,NA,"0.5","N","2","1","""2015-06-18""",NA,NA,"radams@field-ops.org","tkuhlman@field-ops.org","tkuhlman@field-ops.org",NA,NA
"7C0AD98E9BC643259998EE996124515A",NA,"UNDE","UNDE_015","41.4.1","plantSpecies","Y",NA,"CAPA","CAPA",NA,NA,NA,NA,"11","N","26","1","""2015-06-18""",NA,NA,"radams@field-ops.org","tkuhlman@field-ops.org","tkuhlman@field-ops.org",NA,NA
"ECCA069CF40745A3B370605182A25827",NA,"UNDE","UNDE_015","41.4.1","plantSpecies","Y",NA,"IMCA","IMCA",NA,NA,NA,NA,"0.5","N","11","1","""2015-06-18""",NA,NA,"radams@field-ops.org","tkuhlman@field-ops.org","tkuhlman@field-ops.org",NA,NA
"03DE2FCE3412435399B8E15FBFBD5665",NA,"UNDE","UNDE_015","41.4.1","plantSpecies","Y",NA,"RUPU","RUPU",NA,NA,NA,NA,"1","N","15","1","""2015-06-18""",NA,NA,"radams@field-ops.org","tkuhlman@field-ops.org","tkuhlman@field-ops.org",NA,NA
"3ACFD85E3EB34B58976586754EFBE45D",NA,"UNDE","UNDE_029","41.1.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"overstory","95",NA,NA,"1","""2015-06-11""",NA,NA,"pagosti@field-ops.org","jpyatt@neoninc.org","tkuhlman@field-ops.org",NA,NA
"D1CF76038E6D430FA4C0D418DE2B16BD",NA,"UNDE","UNDE_029","41.1.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"lichen","0.5",NA,NA,"1","""2015-06-11""",NA,NA,"pagosti@field-ops.org","jpyatt@neoninc.org","tkuhlman@field-ops.org",NA,NA
"2F0F1B7D06754B35A9DCC909CA15F8D7",NA,"UNDE","UNDE_029","41.1.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"moss","12",NA,NA,"1","""2015-06-11""",NA,NA,"pagosti@field-ops.org","jpyatt@neoninc.org","tkuhlman@field-ops.org",NA,NA
"70756696F95549C2BAEB8143575B15E1",NA,"UNDE","UNDE_029","41.4.1","plantSpecies","Y",NA,"ACSA3","ACSA3",NA,NA,NA,NA,"0.5","N","11","1","""2015-06-11""",NA,NA,"pagosti@field-ops.org","jpyatt@neoninc.org","tkuhlman@field-ops.org",NA,NA
"AA4B5FEBE44F41F7853FDF1C9F2207C5",NA,"UNDE","UNDE_029","41.4.1","plantSpecies","Y",NA,"POACEA","POACEA",NA,"BRER2 maybe",NA,NA,"0.5","N","28","1","""2015-06-11""",NA,NA,"pagosti@field-ops.org","jpyatt@neoninc.org","tkuhlman@field-ops.org",NA,NA
"05AED86C9C6D4E6F93EF48DF4BB8336F",NA,"UNDE","UNDE_029","41.4.1","plantSpecies","Y",NA,"ABBA","ABBA",NA,NA,NA,NA,"0.5","N","5","1","""2015-06-11""",NA,NA,"pagosti@field-ops.org","jpyatt@neoninc.org","tkuhlman@field-ops.org",NA,NA
"D15C7C5B3A594CD68D2BC4F289C81D6A",NA,"UNDE","UNDE_029","41.4.1","plantSpecies","Y",NA,"ARTR","ARTR",NA,NA,NA,NA,"1","N","5","1","""2015-06-11""",NA,NA,"pagosti@field-ops.org","jpyatt@neoninc.org","tkuhlman@field-ops.org",NA,NA
"AA96A4F15F3E4A0AB710449419CCBC6C",NA,"UNDE","UNDE_029","41.4.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"rock","0.5",NA,NA,"1","""2015-06-11""",NA,NA,"pagosti@field-ops.org","jpyatt@neoninc.org","tkuhlman@field-ops.org",NA,NA
"ADF5CD683B03467093277360F2C6A5D1",NA,"UNDE","UNDE_029","41.4.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"soil","5",NA,NA,"1","""2015-06-11""",NA,NA,"pagosti@field-ops.org","jpyatt@neoninc.org","tkuhlman@field-ops.org",NA,NA
"FBA13F6CBA1741D089AD343A4C6D7EE8",NA,"UNDE","UNDE_029","41.4.1","plantSpecies","Y",NA,"TRBO2","TRBO2",NA,NA,NA,NA,"0.5","N","5","1","""2015-06-11""",NA,NA,"pagosti@field-ops.org","jpyatt@neoninc.org","tkuhlman@field-ops.org",NA,NA
"F71B1EBC29A44041801242987716F9C6",NA,"UNDE","UNDE_029","41.4.1","plantSpecies","Y",NA,"ACTAE","ACTAE",NA,NA,NA,NA,"0.5","N","4","1","""2015-06-11""",NA,NA,"pagosti@field-ops.org","jpyatt@neoninc.org","tkuhlman@field-ops.org",NA,NA
"1CD41E399DED42EC8E0A27A21ED90524",NA,"UNDE","UNDE_029","41.4.1","plantSpecies","Y",NA,"MACA4","MACA4",NA,NA,NA,NA,"0.5","N","15","1","""2015-06-11""",NA,NA,"pagosti@field-ops.org","jpyatt@neoninc.org","tkuhlman@field-ops.org",NA,NA
"48501EFDA641470D98BBBF121782629C",NA,"UNDE","UNDE_029","41.4.1","plantSpecies","Y",NA,"CADE9","CADE9",NA,NA,NA,NA,"0.5","N","15","1","""2015-06-11""",NA,NA,"pagosti@field-ops.org","jpyatt@neoninc.org","tkuhlman@field-ops.org",NA,NA
"8E9DA781A44648A09EB0F50FC58AC95A",NA,"UNDE","UNDE_029","41.4.1","plantSpecies","Y",NA,"FRAM2","FRAM2",NA,NA,NA,NA,"0.5","N","27","1","""2015-06-11""",NA,NA,"pagosti@field-ops.org","jpyatt@neoninc.org","tkuhlman@field-ops.org",NA,NA
"205AFE4A94384236B5C99DB93545AF4D",NA,"UNDE","UNDE_029","41.4.1","plantSpecies","Y",NA,"POPU4","POPU4",NA,NA,NA,NA,"1","N","9","1","""2015-06-11""",NA,NA,"pagosti@field-ops.org","jpyatt@neoninc.org","tkuhlman@field-ops.org",NA,NA
"56E42574BDC945EA8B6E4E2E011DDE48",NA,"UNDE","UNDE_029","41.4.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"overstory","90",NA,NA,"1","""2015-06-11""",NA,NA,"pagosti@field-ops.org","jpyatt@neoninc.org","tkuhlman@field-ops.org",NA,NA
"0BC1FF31C8CE4DB2AA581AD89BCE07BD",NA,"UNDE","UNDE_029","41.4.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"moss","10",NA,NA,"1","""2015-06-11""",NA,NA,"pagosti@field-ops.org","jpyatt@neoninc.org","tkuhlman@field-ops.org",NA,NA
"55BAF4C7E4E04255B13604D8E54288CA",NA,"UNDE","UNDE_029","41.4.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"standingDead","0.5",NA,NA,"1","""2015-06-11""",NA,NA,"pagosti@field-ops.org","jpyatt@neoninc.org","tkuhlman@field-ops.org",NA,NA
"652631F364F6466F8E94CE7B0E59F3BD",NA,"UNDE","UNDE_029","41.4.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"litter","83",NA,NA,"1","""2015-06-11""",NA,NA,"pagosti@field-ops.org","jpyatt@neoninc.org","tkuhlman@field-ops.org",NA,NA
"0DB557233CD44C29812975343DFE1626",NA,"UNDE","UNDE_029","41.4.1","otherVariables",NA,"Y",NA,NA,NA,NA,NA,"wood","1",NA,NA,"1","""2015-06-11""",NA,NA,"pagosti@field-ops.org","jpyatt@neoninc.org","tkuhlman@field-ops.org",NA,NA
