"plotID","lidsAngle1","lidsAngle2","lidsAngle3","siteID","lidsConcat"
"JERC_029",270,30,150,"JERC","270|30|150"
"JERC_030",160,280,40,"JERC","160|280|40"
"JERC_047",100,220,340,"JERC","100|220|340"
"JERC_048",30,150,270,"JERC","30|150|270"
"JERC_049",40,160,280,"JERC","40|160|280"
"JERC_050",100,220,340,"JERC","100|220|340"
"JERC_051",30,150,270,"JERC","30|150|270"
"JERC_052",40,160,280,"JERC","40|160|280"
"JERC_053",70,190,310,"JERC","70|190|310"
"JERC_054",30,150,270,"JERC","30|150|270"
"JERC_055",200,320,80,"JERC","200|320|80"
"JERC_056",260,20,140,"JERC","260|20|140"
"JERC_057",150,270,30,"JERC","150|270|30"
"JERC_058",110,230,350,"JERC","110|230|350"
"JERC_059",230,350,110,"JERC","230|350|110"
"JERC_060",150,270,30,"JERC","150|270|30"
"JERC_061",110,230,350,"JERC","110|230|350"
"JERC_062",230,350,110,"JERC","230|350|110"
"JERC_063",10,130,250,"JERC","10|130|250"
"JERC_064",260,20,140,"JERC","260|20|140"
"JERC_065",170,290,50,"JERC","170|290|50"
"JERC_066",180,300,60,"JERC","180|300|60"
"JORN_001",200,320,80,"JORN","200|320|80"
"JORN_002",220,340,100,"JORN","220|340|100"
"JORN_003",100,220,340,"JORN","100|220|340"
"JORN_004",30,150,270,"JORN","30|150|270"
"JORN_005",290,50,170,"JORN","290|50|170"
"JORN_006",90,210,330,"JORN","90|210|330"
"JORN_007",110,230,350,"JORN","110|230|350"
"JORN_008",90,210,330,"JORN","90|210|330"
"JORN_009",190,310,70,"JORN","190|310|70"
"JORN_010",110,230,350,"JORN","110|230|350"
"JORN_011",90,210,330,"JORN","90|210|330"
"JORN_012",190,310,70,"JORN","190|310|70"
"JORN_013",250,10,130,"JORN","250|10|130"
"JORN_014",340,100,220,"JORN","340|100|220"
"JORN_015",310,70,190,"JORN","310|70|190"
"JORN_016",320,80,200,"JORN","320|80|200"
"JORN_017",330,90,210,"JORN","330|90|210"
"JORN_018",310,70,190,"JORN","310|70|190"
"JORN_019",220,340,100,"JORN","220|340|100"
"JORN_020",330,90,210,"JORN","330|90|210"
"JORN_042",90,210,330,"JORN","90|210|330"
"JORN_043",220,340,100,"JORN","220|340|100"
"JORN_044",50,170,290,"JORN","50|170|290"
"JORN_045",60,180,300,"JORN","60|180|300"
"JORN_046",130,250,10,"JORN","130|250|10"
"JORN_047",60,180,300,"JORN","60|180|300"
"JORN_048",120,240,0,"JORN","120|240|0"
"JORN_049",0,120,240,"JORN","0|120|240"
"JORN_050",60,180,300,"JORN","60|180|300"
"JORN_051",120,240,0,"JORN","120|240|0"
"JORN_052",0,120,240,"JORN","0|120|240"
"JORN_053",280,40,160,"JORN","280|40|160"
"JORN_054",340,100,220,"JORN","340|100|220"
"JORN_055",200,320,80,"JORN","200|320|80"
"JORN_056",60,180,300,"JORN","60|180|300"
"JORN_057",340,100,220,"JORN","340|100|220"
"JORN_058",10,130,250,"JORN","10|130|250"
"JORN_059",270,30,150,"JORN","270|30|150"
"JORN_060",340,100,220,"JORN","340|100|220"
"JORN_061",10,130,250,"JORN","10|130|250"
"JORN_062",270,30,150,"JORN","270|30|150"
"JORN_063",130,250,10,"JORN","130|250|10"
"JORN_064",220,340,100,"JORN","220|340|100"
"JORN_065",190,310,70,"JORN","190|310|70"
"JORN_066",230,350,110,"JORN","230|350|110"
"JORN_067",300,60,180,"JORN","300|60|180"
"JORN_068",300,60,180,"JORN","300|60|180"
"JORN_069",230,350,110,"JORN","230|350|110"
"JORN_070",300,60,180,"JORN","300|60|180"
"JORN_071",300,60,180,"JORN","300|60|180"
"KONZ_001",40,160,280,"KONZ","40|160|280"
"KONZ_002",80,200,320,"KONZ","80|200|320"
"KONZ_003",30,150,270,"KONZ","30|150|270"
"KONZ_004",20,140,260,"KONZ","20|140|260"
"KONZ_005",40,160,280,"KONZ","40|160|280"
"KONZ_006",290,50,170,"KONZ","290|50|170"
"KONZ_007",110,230,350,"KONZ","110|230|350"
"KONZ_008",40,160,280,"KONZ","40|160|280"
"KONZ_009",250,10,130,"KONZ","250|10|130"
"KONZ_010",110,230,350,"KONZ","110|230|350"
"KONZ_011",40,160,280,"KONZ","40|160|280"
"KONZ_012",250,10,130,"KONZ","250|10|130"
"KONZ_013",240,0,120,"KONZ","240|0|120"
"KONZ_014",200,320,80,"KONZ","200|320|80"
"KONZ_015",20,140,260,"KONZ","20|140|260"
"KONZ_016",300,60,180,"KONZ","300|60|180"
"KONZ_017",100,220,340,"KONZ","100|220|340"
"KONZ_018",320,80,200,"KONZ","320|80|200"
"KONZ_024",340,100,220,"KONZ","340|100|220"
"KONZ_025",210,330,90,"KONZ","210|330|90"
"KONZ_042",240,0,120,"KONZ","240|0|120"
"KONZ_043",320,80,200,"KONZ","320|80|200"
"KONZ_044",80,200,320,"KONZ","80|200|320"
"KONZ_045",210,330,90,"KONZ","210|330|90"
"KONZ_046",330,90,210,"KONZ","330|90|210"
"KONZ_047",230,350,110,"KONZ","230|350|110"
"KONZ_048",280,40,160,"KONZ","280|40|160"
"KONZ_049",140,260,20,"KONZ","140|260|20"
"KONZ_050",230,350,110,"KONZ","230|350|110"
"KONZ_051",280,40,160,"KONZ","280|40|160"
"KONZ_052",140,260,20,"KONZ","140|260|20"
"KONZ_053",140,260,20,"KONZ","140|260|20"
"KONZ_054",60,180,300,"KONZ","60|180|300"
"KONZ_055",70,190,310,"KONZ","70|190|310"
"KONZ_056",260,20,140,"KONZ","260|20|140"
"KONZ_057",90,210,330,"KONZ","90|210|330"
"KONZ_058",190,310,70,"KONZ","190|310|70"
"KONZ_059",70,190,310,"KONZ","70|190|310"
"KONZ_060",90,210,330,"KONZ","90|210|330"
"KONZ_061",190,310,70,"KONZ","190|310|70"
"KONZ_062",70,190,310,"KONZ","70|190|310"
"KONZ_063",10,130,250,"KONZ","10|130|250"
"KONZ_064",320,80,200,"KONZ","320|80|200"
"KONZ_065",350,110,230,"KONZ","350|110|230"
"KONZ_066",210,330,90,"KONZ","210|330|90"
"KONZ_067",20,140,260,"KONZ","20|140|260"
"KONZ_068",250,10,130,"KONZ","250|10|130"
"KONZ_069",280,40,160,"KONZ","280|40|160"
"KONZ_070",20,140,260,"KONZ","20|140|260"
"KONZ_071",250,10,130,"KONZ","250|10|130"
"LENO_001",40,160,280,"LENO","40|160|280"
"LENO_002",70,190,310,"LENO","70|190|310"
"LENO_003",220,340,100,"LENO","220|340|100"
"LENO_004",170,290,50,"LENO","170|290|50"
"LENO_005",30,150,270,"LENO","30|150|270"
"LENO_006",130,250,10,"LENO","130|250|10"
"LENO_007",140,260,20,"LENO","140|260|20"
"LENO_008",190,310,70,"LENO","190|310|70"
"LENO_009",210,330,90,"LENO","210|330|90"
"LENO_010",140,260,20,"LENO","140|260|20"
"LENO_011",190,310,70,"LENO","190|310|70"
"LENO_012",210,330,90,"LENO","210|330|90"
"LENO_013",40,160,280,"LENO","40|160|280"
"LENO_014",70,190,310,"LENO","70|190|310"
"LENO_015",290,50,170,"LENO","290|50|170"
"LENO_016",70,190,310,"LENO","70|190|310"
"LENO_017",260,20,140,"LENO","260|20|140"
"LENO_018",270,30,150,"LENO","270|30|150"
"LENO_021",270,30,150,"LENO","270|30|150"
"LENO_022",50,170,290,"LENO","50|170|290"
"LENO_061",320,80,200,"LENO","320|80|200"
"LENO_062",90,210,330,"LENO","90|210|330"
"LENO_063",220,340,100,"LENO","220|340|100"
"LENO_064",170,290,50,"LENO","170|290|50"
"LENO_065",350,110,230,"LENO","350|110|230"
"LENO_066",210,330,90,"LENO","210|330|90"
"LENO_067",290,50,170,"LENO","290|50|170"
"LENO_068",230,350,110,"LENO","230|350|110"
"LENO_069",100,220,340,"LENO","100|220|340"
"LENO_070",290,50,170,"LENO","290|50|170"
"MLBS_001",10,130,250,"MLBS","10|130|250"
"MLBS_002",20,140,260,"MLBS","20|140|260"
"MLBS_003",220,340,100,"MLBS","220|340|100"
"MLBS_004",140,260,20,"MLBS","140|260|20"
"MLBS_005",320,80,200,"MLBS","320|80|200"
"MLBS_006",130,250,10,"MLBS","130|250|10"
"MLBS_007",210,330,90,"MLBS","210|330|90"
"MLBS_008",10,130,250,"MLBS","10|130|250"
"MLBS_009",200,320,80,"MLBS","200|320|80"
"MLBS_010",210,330,90,"MLBS","210|330|90"
"MLBS_011",10,130,250,"MLBS","10|130|250"
"MLBS_012",200,320,80,"MLBS","200|320|80"
"MLBS_013",160,280,40,"MLBS","160|280|40"
"MLBS_014",160,280,40,"MLBS","160|280|40"
"MLBS_015",320,80,200,"MLBS","320|80|200"
"MLBS_016",130,250,10,"MLBS","130|250|10"
"MLBS_017",150,270,30,"MLBS","150|270|30"
"MLBS_018",110,230,350,"MLBS","110|230|350"
"MLBS_019",30,150,270,"MLBS","30|150|270"
"MLBS_020",150,270,30,"MLBS","150|270|30"
"MLBS_061",140,260,20,"MLBS","140|260|20"
"MLBS_062",230,350,110,"MLBS","230|350|110"
"MLBS_063",340,100,220,"MLBS","340|100|220"
"MLBS_064",40,160,280,"MLBS","40|160|280"
"MLBS_065",320,80,200,"MLBS","320|80|200"
"MLBS_066",130,250,10,"MLBS","130|250|10"
"MLBS_067",280,40,160,"MLBS","280|40|160"
"MLBS_068",10,130,250,"MLBS","10|130|250"
"MLBS_069",30,150,270,"MLBS","30|150|270"
"MLBS_070",280,40,160,"MLBS","280|40|160"
"MLBS_071",10,130,250,"MLBS","10|130|250"
"MLBS_072",30,150,270,"MLBS","30|150|270"
"MLBS_073",130,250,10,"MLBS","130|250|10"
"MLBS_074",270,30,150,"MLBS","270|30|150"
"MLBS_075",300,60,180,"MLBS","300|60|180"
"MLBS_076",140,260,20,"MLBS","140|260|20"
"NIWO_001",340,100,220,"NIWO","340|100|220"
"NIWO_002",100,220,340,"NIWO","100|220|340"
"NIWO_003",170,290,50,"NIWO","170|290|50"
"NIWO_004",290,50,170,"NIWO","290|50|170"
"NIWO_005",60,180,300,"NIWO","60|180|300"
"NIWO_006",240,0,120,"NIWO","240|0|120"
"NIWO_007",260,20,140,"NIWO","260|20|140"
"NIWO_008",60,180,300,"NIWO","60|180|300"
"NIWO_009",150,270,30,"NIWO","150|270|30"
"NIWO_010",260,20,140,"NIWO","260|20|140"
"NIWO_011",60,180,300,"NIWO","60|180|300"
"NIWO_012",150,270,30,"NIWO","150|270|30"
"NIWO_013",330,90,210,"NIWO","330|90|210"
"NIWO_014",0,120,240,"NIWO","0|120|240"
"NIWO_015",20,140,260,"NIWO","20|140|260"
"NIWO_016",250,10,130,"NIWO","250|10|130"
"NIWO_017",220,340,100,"NIWO","220|340|100"
"NIWO_018",320,80,200,"NIWO","320|80|200"
"NIWO_023",210,330,90,"NIWO","210|330|90"
"NIWO_024",20,140,260,"NIWO","20|140|260"
"NIWO_040",90,210,330,"NIWO","90|210|330"
"NIWO_041",320,80,200,"NIWO","320|80|200"
"NIWO_042",20,140,260,"NIWO","20|140|260"
"NIWO_043",330,90,210,"NIWO","330|90|210"
"NIWO_044",140,260,20,"NIWO","140|260|20"
"NIWO_045",300,60,180,"NIWO","300|60|180"
"NIWO_046",150,270,30,"NIWO","150|270|30"
"NIWO_047",230,350,110,"NIWO","230|350|110"
"NIWO_048",220,340,100,"NIWO","220|340|100"
"NIWO_049",50,170,290,"NIWO","50|170|290"
"NIWO_050",230,350,110,"NIWO","230|350|110"
"NIWO_051",220,340,100,"NIWO","220|340|100"
"NIWO_052",50,170,290,"NIWO","50|170|290"
"NIWO_053",350,110,230,"NIWO","350|110|230"
"NIWO_054",300,60,180,"NIWO","300|60|180"
"NIWO_055",270,30,150,"NIWO","270|30|150"
"NIWO_056",190,310,70,"NIWO","190|310|70"
"NIWO_057",20,140,260,"NIWO","20|140|260"
"NIWO_058",10,130,250,"NIWO","10|130|250"
"NIWO_059",160,280,40,"NIWO","160|280|40"
"NIWO_060",20,140,260,"NIWO","20|140|260"
"NIWO_061",10,130,250,"NIWO","10|130|250"
"NIWO_062",160,280,40,"NIWO","160|280|40"
"NIWO_063",70,190,310,"NIWO","70|190|310"
"NIWO_064",240,0,120,"NIWO","240|0|120"
"NIWO_065",0,120,240,"NIWO","0|120|240"
"NIWO_066",300,60,180,"NIWO","300|60|180"
"NIWO_067",290,50,170,"NIWO","290|50|170"
"NIWO_068",280,40,160,"NIWO","280|40|160"
"NIWO_069",150,270,30,"NIWO","150|270|30"
"OAES_001",20,140,260,"OAES","20|140|260"
"OAES_002",150,270,30,"OAES","150|270|30"
"OAES_003",50,170,290,"OAES","50|170|290"
"OAES_004",210,330,90,"OAES","210|330|90"
"OAES_005",60,180,300,"OAES","60|180|300"
"OAES_006",120,240,0,"OAES","120|240|0"
"OAES_007",210,330,90,"OAES","210|330|90"
"OAES_008",150,270,30,"OAES","150|270|30"
"OAES_009",30,150,270,"OAES","30|150|270"
"OAES_010",210,330,90,"OAES","210|330|90"
"OAES_011",150,270,30,"OAES","150|270|30"
"OAES_012",30,150,270,"OAES","30|150|270"
"OAES_013",150,270,30,"OAES","150|270|30"
"OAES_014",100,220,340,"OAES","100|220|340"
"OAES_015",350,110,230,"OAES","350|110|230"
"OAES_021",220,340,100,"OAES","220|340|100"
"OAES_022",80,200,320,"OAES","80|200|320"
"OAES_023",300,60,180,"OAES","300|60|180"
"OAES_024",10,130,250,"OAES","10|130|250"
"OAES_025",340,100,220,"OAES","340|100|220"
"OAES_042",160,280,40,"OAES","160|280|40"
"OAES_043",10,130,250,"OAES","10|130|250"
"OAES_044",280,40,160,"OAES","280|40|160"
"OAES_045",180,300,60,"OAES","180|300|60"
"OAES_046",150,270,30,"OAES","150|270|30"
"OAES_047",250,10,130,"OAES","250|10|130"
"OAES_048",300,60,180,"OAES","300|60|180"
"OAES_049",320,80,200,"OAES","320|80|200"
"OAES_050",250,10,130,"OAES","250|10|130"
"OAES_051",300,60,180,"OAES","300|60|180"
"OAES_052",320,80,200,"OAES","320|80|200"
"OAES_053",110,230,350,"OAES","110|230|350"
"OAES_054",140,260,20,"OAES","140|260|20"
"OAES_055",10,130,250,"OAES","10|130|250"
"OAES_056",170,290,50,"OAES","170|290|50"
"OAES_057",340,100,220,"OAES","340|100|220"
"OAES_058",190,310,70,"OAES","190|310|70"
"OAES_059",100,220,340,"OAES","100|220|340"
"OAES_060",340,100,220,"OAES","340|100|220"
"OAES_061",190,310,70,"OAES","190|310|70"
"OAES_062",100,220,340,"OAES","100|220|340"
"OAES_063",40,160,280,"OAES","40|160|280"
"OAES_064",160,280,40,"OAES","160|280|40"
"OAES_065",80,200,320,"OAES","80|200|320"
"OAES_066",350,110,230,"OAES","350|110|230"
"OAES_067",230,350,110,"OAES","230|350|110"
"OAES_068",140,260,20,"OAES","140|260|20"
"OAES_069",250,10,130,"OAES","250|10|130"
"OAES_070",230,350,110,"OAES","230|350|110"
"OAES_071",140,260,20,"OAES","140|260|20"
"ORNL_001",200,320,80,"ORNL","200|320|80"
"ORNL_002",330,90,210,"ORNL","330|90|210"
"ORNL_003",50,170,290,"ORNL","50|170|290"
"ORNL_004",140,260,20,"ORNL","140|260|20"
"ORNL_006",190,310,70,"ORNL","190|310|70"
"ORNL_007",80,200,320,"ORNL","80|200|320"
"ORNL_008",320,80,200,"ORNL","320|80|200"
"ORNL_009",10,130,250,"ORNL","10|130|250"
"ORNL_010",80,200,320,"ORNL","80|200|320"
"ORNL_012",10,130,250,"ORNL","10|130|250"
"ORNL_014",300,60,180,"ORNL","300|60|180"
"ORNL_021",310,70,190,"ORNL","310|70|190"
"ORNL_027",140,260,20,"ORNL","140|260|20"
"ORNL_029",210,330,90,"ORNL","210|330|90"
"ORNL_031",320,80,200,"ORNL","320|80|200"
"ORNL_032",210,330,90,"ORNL","210|330|90"
"ORNL_033",320,80,200,"ORNL","320|80|200"
"ORNL_035",100,220,340,"ORNL","100|220|340"
"ORNL_044",210,330,90,"ORNL","210|330|90"
"ORNL_066",110,230,350,"ORNL","110|230|350"
"ORNL_036",260,20,140,"ORNL","260|20|140"
"ORNL_037",60,180,300,"ORNL","60|180|300"
"ORNL_043",260,20,140,"ORNL","260|20|140"
"ORNL_045",330,90,210,"ORNL","330|90|210"
"ORNL_046",220,340,100,"ORNL","220|340|100"
"ORNL_049",20,140,260,"ORNL","20|140|260"
"ORNL_050",10,130,250,"ORNL","10|130|250"
"ORNL_051",290,50,170,"ORNL","290|50|170"
"ORNL_052",20,140,260,"ORNL","20|140|260"
"ORNL_053",330,90,210,"ORNL","330|90|210"
"ORNL_054",150,270,30,"ORNL","150|270|30"
"ORNL_055",300,60,180,"ORNL","300|60|180"
"ORNL_056",160,280,40,"ORNL","160|280|40"
"ORNL_057",60,180,300,"ORNL","60|180|300"
"ORNL_058",230,350,110,"ORNL","230|350|110"
"ORNL_059",40,160,280,"ORNL","40|160|280"
"ORNL_060",60,180,300,"ORNL","60|180|300"
"ORNL_061",230,350,110,"ORNL","230|350|110"
"ORNL_062",40,160,280,"ORNL","40|160|280"
"ORNL_063",130,250,10,"ORNL","130|250|10"
"OSBS_001",180,300,60,"OSBS","180|300|60"
"OSBS_002",10,130,250,"OSBS","10|130|250"
"OSBS_003",310,70,190,"OSBS","310|70|190"
"OSBS_004",260,20,140,"OSBS","260|20|140"
"OSBS_005",60,180,300,"OSBS","60|180|300"
"OSBS_006",60,180,300,"OSBS","60|180|300"
"OSBS_007",180,300,60,"OSBS","180|300|60"
"OSBS_008",210,330,90,"OSBS","210|330|90"
"OSBS_009",230,350,110,"OSBS","230|350|110"
"OSBS_010",180,300,60,"OSBS","180|300|60"
"OSBS_011",210,330,90,"OSBS","210|330|90"
"OSBS_012",230,350,110,"OSBS","230|350|110"
"OSBS_015",340,100,220,"OSBS","340|100|220"
"OSBS_016",200,320,80,"OSBS","200|320|80"
"OSBS_022",280,40,160,"OSBS","280|40|160"
"OSBS_023",200,320,80,"OSBS","200|320|80"
"OSBS_024",290,50,170,"OSBS","290|50|170"
"OSBS_048",140,260,20,"OSBS","140|260|20"
"OSBS_051",140,260,20,"OSBS","140|260|20"
"OSBS_025",280,40,160,"OSBS","280|40|160"
"OSBS_026",50,170,290,"OSBS","50|170|290"
"OSBS_027",220,340,100,"OSBS","220|340|100"
"OSBS_028",330,90,210,"OSBS","330|90|210"
"OSBS_029",190,310,70,"OSBS","190|310|70"
"OSBS_030",220,340,100,"OSBS","220|340|100"
"OSBS_031",330,90,210,"OSBS","330|90|210"
"OSBS_032",190,310,70,"OSBS","190|310|70"
"OSBS_033",50,170,290,"OSBS","50|170|290"
"OSBS_034",300,60,180,"OSBS","300|60|180"
"OSBS_035",350,110,230,"OSBS","350|110|230"
"OSBS_036",280,40,160,"OSBS","280|40|160"
"OSBS_037",250,10,130,"OSBS","250|10|130"
"OSBS_038",110,230,350,"OSBS","110|230|350"
"OSBS_039",50,170,290,"OSBS","50|170|290"
"OSBS_040",250,10,130,"OSBS","250|10|130"
"OSBS_041",110,230,350,"OSBS","110|230|350"
"OSBS_042",50,170,290,"OSBS","50|170|290"
"OSBS_043",160,280,40,"OSBS","160|280|40"
"OSBS_044",240,0,120,"OSBS","240|0|120"
"BLAN_001",210,330,90,"BLAN","210|330|90"
"BLAN_003",220,340,100,"BLAN","220|340|100"
"BLAN_004",310,70,190,"BLAN","310|70|190"
"BLAN_005",130,250,10,"BLAN","130|250|10"
"BLAN_006",120,240,0,"BLAN","120|240|0"
"BLAN_007",200,320,80,"BLAN","200|320|80"
"BLAN_008",50,170,290,"BLAN","50|170|290"
"BLAN_009",200,320,80,"BLAN","200|320|80"
"BLAN_010",200,320,80,"BLAN","200|320|80"
"BLAN_011",50,170,290,"BLAN","50|170|290"
"BLAN_012",200,320,80,"BLAN","200|320|80"
"BLAN_013",60,180,300,"BLAN","60|180|300"
"BLAN_014",50,170,290,"BLAN","50|170|290"
"BLAN_015",270,30,150,"BLAN","270|30|150"
"BLAN_016",50,170,290,"BLAN","50|170|290"
"BLAN_017",130,250,10,"BLAN","130|250|10"
"BLAN_018",260,20,140,"BLAN","260|20|140"
"BLAN_019",140,260,20,"BLAN","140|260|20"
"BLAN_020",130,250,10,"BLAN","130|250|10"
"BLAN_068",80,200,320,"BLAN","80|200|320"
"BLAN_031",30,150,270,"BLAN","30|150|270"
"BLAN_032",300,60,180,"BLAN","300|60|180"
"BLAN_033",190,310,70,"BLAN","190|310|70"
"BLAN_034",240,0,120,"BLAN","240|0|120"
"BLAN_035",320,80,200,"BLAN","320|80|200"
"BLAN_036",210,330,90,"BLAN","210|330|90"
"BLAN_037",200,320,80,"BLAN","200|320|80"
"BLAN_038",270,30,150,"BLAN","270|30|150"
"BLAN_039",250,10,130,"BLAN","250|10|130"
"BLAN_040",200,320,80,"BLAN","200|320|80"
"BLAN_042",250,10,130,"BLAN","250|10|130"
"BLAN_043",20,140,260,"BLAN","20|140|260"
"BLAN_044",310,70,190,"BLAN","310|70|190"
"BLAN_045",200,320,80,"BLAN","200|320|80"
"BLAN_046",60,180,300,"BLAN","60|180|300"
"BLAN_047",290,50,170,"BLAN","290|50|170"
"BLAN_048",260,20,140,"BLAN","260|20|140"
"BLAN_049",10,130,250,"BLAN","10|130|250"
"BLAN_050",290,50,170,"BLAN","290|50|170"
"BLAN_051",260,20,140,"BLAN","260|20|140"
"BLAN_052",10,130,250,"BLAN","10|130|250"
"BLAN_053",0,120,240,"BLAN","0|120|240"
"BLAN_054",130,250,10,"BLAN","130|250|10"
"BLAN_055",50,170,290,"BLAN","50|170|290"
"BLAN_056",20,140,260,"BLAN","20|140|260"
"BLAN_057",200,320,80,"BLAN","200|320|80"
"BLAN_059",310,70,190,"BLAN","310|70|190"
"BLAN_060",200,320,80,"BLAN","200|320|80"
"BLAN_063",280,40,160,"BLAN","280|40|160"
"BLAN_064",300,60,180,"BLAN","300|60|180"
"MOAB_001",20,140,260,"MOAB","20|140|260"
"MOAB_002",0,120,240,"MOAB","0|120|240"
"MOAB_003",250,10,130,"MOAB","250|10|130"
"MOAB_004",150,270,30,"MOAB","150|270|30"
"MOAB_005",320,80,200,"MOAB","320|80|200"
"MOAB_006",130,250,10,"MOAB","130|250|10"
"MOAB_007",120,240,0,"MOAB","120|240|0"
"MOAB_009",90,210,330,"MOAB","90|210|330"
"MOAB_010",120,240,0,"MOAB","120|240|0"
"MOAB_011",190,310,70,"MOAB","190|310|70"
"MOAB_012",90,210,330,"MOAB","90|210|330"
"MOAB_013",40,160,280,"MOAB","40|160|280"
"MOAB_014",280,40,160,"MOAB","280|40|160"
"MOAB_015",70,190,310,"MOAB","70|190|310"
"MOAB_016",340,100,220,"MOAB","340|100|220"
"MOAB_017",150,270,30,"MOAB","150|270|30"
"MOAB_018",50,170,290,"MOAB","50|170|290"
"MOAB_019",270,30,150,"MOAB","270|30|150"
"MOAB_024",130,250,10,"MOAB","130|250|10"
"MOAB_025",250,10,130,"MOAB","250|10|130"
"MOAB_044",200,320,80,"MOAB","200|320|80"
"MOAB_045",160,280,40,"MOAB","160|280|40"
"MOAB_046",320,80,200,"MOAB","320|80|200"
"MOAB_047",270,30,150,"MOAB","270|30|150"
"MOAB_048",40,160,280,"MOAB","40|160|280"
"MOAB_049",0,120,240,"MOAB","0|120|240"
"MOAB_050",270,30,150,"MOAB","270|30|150"
"MOAB_051",40,160,280,"MOAB","40|160|280"
"MOAB_052",0,120,240,"MOAB","0|120|240"
"MOAB_053",200,320,80,"MOAB","200|320|80"
"MOAB_054",70,190,310,"MOAB","70|190|310"
"MOAB_055",40,160,280,"MOAB","40|160|280"
"MOAB_056",90,210,330,"MOAB","90|210|330"
"MOAB_057",290,50,170,"MOAB","290|50|170"
"MOAB_058",150,270,30,"MOAB","150|270|30"
"MOAB_059",130,250,10,"MOAB","130|250|10"
"MOAB_060",290,50,170,"MOAB","290|50|170"
"MOAB_061",150,270,30,"MOAB","150|270|30"
"MOAB_062",130,250,10,"MOAB","130|250|10"
"MOAB_063",310,70,190,"MOAB","310|70|190"
"MOAB_064",100,220,340,"MOAB","100|220|340"
"MOAB_065",320,80,200,"MOAB","320|80|200"
"MOAB_066",0,120,240,"MOAB","0|120|240"
"MOAB_067",110,230,350,"MOAB","110|230|350"
"MOAB_068",10,130,250,"MOAB","10|130|250"
"MOAB_069",320,80,200,"MOAB","320|80|200"
"MOAB_070",110,230,350,"MOAB","110|230|350"
"MOAB_071",10,130,250,"MOAB","10|130|250"
"MOAB_072",320,80,200,"MOAB","320|80|200"
"MOAB_073",40,160,280,"MOAB","40|160|280"
"ONAQ_002",340,100,220,"ONAQ","340|100|220"
"ONAQ_003",70,190,310,"ONAQ","70|190|310"
"ONAQ_004",100,220,340,"ONAQ","100|220|340"
"ONAQ_005",190,310,70,"ONAQ","190|310|70"
"ONAQ_007",120,240,0,"ONAQ","120|240|0"
"ONAQ_008",350,110,230,"ONAQ","350|110|230"
"ONAQ_009",170,290,50,"ONAQ","170|290|50"
"ONAQ_010",120,240,0,"ONAQ","120|240|0"
"ONAQ_011",350,110,230,"ONAQ","350|110|230"
"ONAQ_012",170,290,50,"ONAQ","170|290|50"
"ONAQ_014",20,140,260,"ONAQ","20|140|260"
"ONAQ_015",340,100,220,"ONAQ","340|100|220"
"ONAQ_016",210,330,90,"ONAQ","210|330|90"
"ONAQ_017",70,190,310,"ONAQ","70|190|310"
"ONAQ_018",190,310,70,"ONAQ","190|310|70"
"ONAQ_019",340,100,220,"ONAQ","340|100|220"
"ONAQ_020",70,190,310,"ONAQ","70|190|310"
"ONAQ_021",190,310,70,"ONAQ","190|310|70"
"ONAQ_023",40,160,280,"ONAQ","40|160|280"
"ONAQ_025",50,170,290,"ONAQ","50|170|290"
"PUUM_001",40,160,280,"PUUM","40|160|280"
"PUUM_002",170,290,50,"PUUM","170|290|50"
"PUUM_003",110,230,350,"PUUM","110|230|350"
"PUUM_004",100,220,340,"PUUM","100|220|340"
"PUUM_005",350,110,230,"PUUM","350|110|230"
"PUUM_006",260,20,140,"PUUM","260|20|140"
"PUUM_007",10,130,250,"PUUM","10|130|250"
"PUUM_008",310,70,190,"PUUM","310|70|190"
"PUUM_009",160,280,40,"PUUM","160|280|40"
"PUUM_010",10,130,250,"PUUM","10|130|250"
"PUUM_011",310,70,190,"PUUM","310|70|190"
"PUUM_012",160,280,40,"PUUM","160|280|40"
"PUUM_013",350,110,230,"PUUM","350|110|230"
"PUUM_014",150,270,30,"PUUM","150|270|30"
"PUUM_015",50,170,290,"PUUM","50|170|290"
"PUUM_016",200,320,80,"PUUM","200|320|80"
"PUUM_017",210,330,90,"PUUM","210|330|90"
"PUUM_018",280,40,160,"PUUM","280|40|160"
"PUUM_019",150,270,30,"PUUM","150|270|30"
"PUUM_020",210,330,90,"PUUM","210|330|90"
"PUUM_031",280,40,160,"PUUM","280|40|160"
"PUUM_032",170,290,50,"PUUM","170|290|50"
"PUUM_033",310,70,190,"PUUM","310|70|190"
"PUUM_034",180,300,60,"PUUM","180|300|60"
"PUUM_035",80,200,320,"PUUM","80|200|320"
"PUUM_036",210,330,90,"PUUM","210|330|90"
"PUUM_037",330,90,210,"PUUM","330|90|210"
"PUUM_038",280,40,160,"PUUM","280|40|160"
"PUUM_039",280,40,160,"PUUM","280|40|160"
"PUUM_040",330,90,210,"PUUM","330|90|210"
"PUUM_041",280,40,160,"PUUM","280|40|160"
"PUUM_042",280,40,160,"PUUM","280|40|160"
"PUUM_043",100,220,340,"PUUM","100|220|340"
"PUUM_044",170,290,50,"PUUM","170|290|50"
"PUUM_045",210,330,90,"PUUM","210|330|90"
"PUUM_046",270,30,150,"PUUM","270|30|150"
"PUUM_047",230,350,110,"PUUM","230|350|110"
"PUUM_048",10,130,250,"PUUM","10|130|250"
"PUUM_049",40,160,280,"PUUM","40|160|280"
