"","siteID","measuredBy","plotID","boutNumber","recordedBy","date","subplot","taxonID","taxonIDRemarks","identificationQualifier","morphospeciesID","morphoSpeciesRemarks","percentCover","remarks","moss","photoID"
"1:586","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"31.4.1","EMNI",NA,NA,NA,NA,4,"",NA,NA
"1:587","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"31.4.1","ERVA4",NA,NA,NA,NA,0.5,"",NA,NA
"1:588","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"31.4.1","LEPA11",NA,NA,NA,NA,4,"",NA,NA
"1:589","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"31.4.1","RUCH",NA,NA,NA,NA,2,"",NA,NA
"1:590","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"31.4.1","VAOX",NA,NA,NA,NA,0.5,"",NA,NA
"1:591","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"31.4.1","VAUL",NA,NA,NA,NA,5,"",NA,NA
"1:592","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"31.4.1","VAVI",NA,NA,NA,NA,2,"",NA,NA
"1:593","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"31.4.10","PELA",NA,NA,NA,NA,NA,"",NA,NA
"1:594","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"32.100","ARAL2",NA,NA,NA,NA,NA,"",NA,NA
"1:595","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"32.100","PIMA",NA,NA,NA,NA,NA,"",NA,NA
"1:596","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"32.2.1","BETUL",NA,NA,NA,NA,10,"BENA/BEGL",NA,NA
"1:597","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"32.2.1","CABI5",NA,NA,NA,NA,2,"",NA,NA
"1:598","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"32.2.1","ERVA4",NA,NA,NA,NA,4,"",NA,NA
"1:599","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"32.2.1","LEPA11",NA,NA,NA,NA,9,"",NA,NA
"1:600","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"32.2.1","RUCH",NA,NA,NA,NA,1,"",NA,NA
"1:601","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"32.2.1","VAUL",NA,NA,NA,NA,5,"",NA,NA
"1:602","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"32.2.1","VAVI",NA,NA,NA,NA,11,"",NA,NA
"1:603","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"32.2.10","ANPO",NA,NA,NA,NA,NA,"",NA,NA
"1:604","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"32.2.10","EMNI",NA,NA,NA,NA,NA,"",NA,NA
"1:605","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"32.2.10","VAOX",NA,NA,NA,NA,NA,"",NA,NA
"1:606","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"32.4.1","ANPO",NA,NA,NA,NA,0.5,"",NA,NA
"1:607","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"32.4.1","BETUL",NA,NA,NA,NA,5,"BENA/BEGL",NA,NA
"1:608","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"32.4.1","CABI5",NA,NA,NA,NA,2,"",NA,NA
"1:609","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"32.4.1","EMNI",NA,NA,NA,NA,3,"",NA,NA
"1:610","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"32.4.1","ERVA4",NA,NA,NA,NA,2,"",NA,NA
"1:611","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"32.4.1","LEPA11",NA,NA,NA,NA,6,"",NA,NA
"1:612","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"32.4.1","RUCH",NA,NA,NA,NA,3,"",NA,NA
"1:613","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"32.4.1","VAOX",NA,NA,NA,NA,1,"",NA,NA
"1:614","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"32.4.1","VAUL",NA,NA,NA,NA,3,"",NA,NA
"1:615","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"32.4.1","VAVI",NA,NA,NA,NA,5,"",NA,NA
"1:616","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"32.4.10","PELA",NA,NA,NA,NA,NA,"",NA,NA
"1:617","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"32.4.10","PIGL",NA,NA,NA,NA,NA,"",NA,NA
"1:618","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"40.1.1","BETUL",NA,NA,NA,NA,5,"BENA/BEGL",NA,NA
"1:619","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"40.1.1","CABI5",NA,NA,NA,NA,3,"",NA,NA
"1:620","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"40.1.1","ERVA4",NA,NA,NA,NA,2,"",NA,NA
"1:621","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"40.1.1","LEPA11",NA,NA,NA,NA,4,"",NA,NA
"1:622","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"40.1.1","RUCH",NA,NA,NA,NA,2,"",NA,NA
"1:623","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"40.1.1","SAGL",NA,NA,NA,NA,3,"",NA,NA
"1:624","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"40.1.1","VAUL",NA,NA,NA,NA,3,"",NA,NA
"1:625","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"40.1.1","VAVI",NA,NA,NA,NA,4,"",NA,NA
"1:626","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"40.1.10","EMNI",NA,NA,NA,NA,NA,"",NA,NA
"1:627","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"40.1.10","PIGL",NA,NA,NA,NA,NA,"",NA,NA
"1:628","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"40.100","ARAL2",NA,NA,NA,NA,NA,"",NA,NA
"1:629","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"40.100","BEOC2",NA,NA,NA,NA,NA,"",NA,NA
"1:630","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"40.100","ERAN6",NA,NA,NA,NA,NA,"",NA,NA
"1:631","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"40.100","PELA",NA,NA,NA,NA,NA,"",NA,NA
"1:632","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"40.100","SAPU15",NA,NA,NA,NA,NA,"",NA,NA
"1:633","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"40.3.1","ANPO",NA,NA,NA,NA,0.5,"",NA,NA
"1:634","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"40.3.1","BETUL",NA,NA,NA,NA,3,"BENA/BEGL",NA,NA
"1:635","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"40.3.1","CABI5",NA,NA,NA,NA,2,"",NA,NA
"1:636","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"40.3.1","LEPA11",NA,NA,NA,NA,7,"",NA,NA
"1:637","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"40.3.1","RUCH",NA,NA,NA,NA,1,"",NA,NA
"1:638","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"40.3.1","VAUL",NA,NA,NA,NA,11,"",NA,NA
"1:639","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"40.3.1","VAVI",NA,NA,NA,NA,13,"",NA,NA
"1:640","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"40.3.10","ERVA4",NA,NA,NA,NA,NA,"",NA,NA
"1:641","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"40.3.10","SPST3",NA,NA,NA,NA,NA,"",NA,NA
"1:642","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"40.3.10","VAOX",NA,NA,NA,NA,NA,"",NA,NA
"1:643","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"41.1.1","ANPO",NA,NA,NA,NA,0.5,"",NA,NA
"1:644","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"41.1.1","CABI5",NA,NA,NA,NA,1,"",NA,NA
"1:645","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"41.1.1","EMNI",NA,NA,NA,NA,5,"",NA,NA
"1:646","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"41.1.1","ERVA4",NA,NA,NA,NA,0.5,"",NA,NA
"1:647","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"41.1.1","LEPA11",NA,NA,NA,NA,3,"",NA,NA
"1:648","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"41.1.1","PELA",NA,NA,NA,NA,0.5,"",NA,NA
"1:649","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"41.1.1","RUCH",NA,NA,NA,NA,0.5,"",NA,NA
"1:650","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"41.1.1","VAOX",NA,NA,NA,NA,0.5,"",NA,NA
"1:651","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"41.1.1","VAUL",NA,NA,NA,NA,5,"",NA,NA
"1:652","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"41.1.1","VAVI",NA,NA,NA,NA,1,"",NA,NA
"1:653","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"41.1.10","BETUL",NA,NA,NA,NA,NA,"BENA/BEGL",NA,NA
"1:654","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"41.100","PELA",NA,NA,NA,NA,NA,"",NA,NA
"1:655","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"41.100","PIGL",NA,NA,NA,NA,NA,"",NA,NA
"1:656","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"41.4.1","ANPO",NA,NA,NA,NA,0.5,"",NA,NA
"1:657","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"41.4.1","BETUL",NA,NA,NA,NA,7,"BENA/BEGL",NA,NA
"1:658","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"41.4.1","CABI5",NA,NA,NA,NA,1,"",NA,NA
"1:659","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"41.4.1","EMNI",NA,NA,NA,NA,3,"",NA,NA
"1:660","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"41.4.1","ERVA4",NA,NA,NA,NA,0.5,"",NA,NA
"1:661","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"41.4.1","LEPA11",NA,NA,NA,NA,7,"",NA,NA
"1:662","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"41.4.1","RUCH",NA,NA,NA,NA,2,"",NA,NA
"1:663","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"41.4.1","VAUL",NA,NA,NA,NA,6,"",NA,NA
"1:664","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"41.4.1","VAVI",NA,NA,NA,NA,15,"",NA,NA
"1:665","HEAL","KSCHRODER@NEONINC.ORG","HEAL_052","Characterization","ABOYD@FIELD-OPS.ORG",20150623,"41.4.10","VAOX",NA,NA,NA,NA,NA,"",NA,NA
"1:666","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_053","Characterization","KSCHRODER@NEONINC.ORG",20150701,"31.1.1","BETUL",NA,NA,NA,NA,15,"BENA/BEGL",NA,NA
"1:667","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_053","Characterization","KSCHRODER@NEONINC.ORG",20150701,"31.1.1","CABI5",NA,NA,NA,NA,2,"",NA,NA
"1:668","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_053","Characterization","KSCHRODER@NEONINC.ORG",20150701,"31.1.1","EMNI",NA,NA,NA,NA,0.5,"",NA,NA
"1:669","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_053","Characterization","KSCHRODER@NEONINC.ORG",20150701,"31.1.1","LEPA11",NA,NA,NA,NA,35,"",NA,NA
"1:670","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_053","Characterization","KSCHRODER@NEONINC.ORG",20150701,"31.1.1","RUCH",NA,NA,NA,NA,7,"",NA,NA
"1:671","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_053","Characterization","KSCHRODER@NEONINC.ORG",20150701,"31.1.1","VAOX",NA,NA,NA,NA,0.5,"",NA,NA
"1:672","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_053","Characterization","KSCHRODER@NEONINC.ORG",20150701,"31.1.1","VAUL",NA,NA,NA,NA,1,"",NA,NA
"1:673","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_053","Characterization","KSCHRODER@NEONINC.ORG",20150701,"31.1.1","VAVI",NA,NA,NA,NA,6,"",NA,NA
"1:674","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_053","Characterization","KSCHRODER@NEONINC.ORG",20150701,"31.1.10","CASTB3",NA,NA,NA,NA,NA,"",NA,NA
"1:675","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_053","Characterization","KSCHRODER@NEONINC.ORG",20150701,"31.1.10","ERVA4",NA,NA,NA,NA,NA,"",NA,NA
"1:676","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_053","Characterization","KSCHRODER@NEONINC.ORG",20150701,"31.1.10","PEFR5",NA,NA,NA,NA,NA,"",NA,NA
"1:677","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_053","Characterization","KSCHRODER@NEONINC.ORG",20150701,"31.1.10","PIGL",NA,NA,NA,NA,NA,"",NA,NA
"1:678","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_053","Characterization","KSCHRODER@NEONINC.ORG",20150701,"31.4.1","ARAL2",NA,NA,NA,NA,3,"",NA,NA
"1:679","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_053","Characterization","KSCHRODER@NEONINC.ORG",20150701,"31.4.1","CASTB3",NA,NA,NA,NA,0.5,"",NA,NA
"1:680","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_053","Characterization","KSCHRODER@NEONINC.ORG",20150701,"31.4.1","ERVA4",NA,NA,NA,NA,1,"",NA,NA
"1:681","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_053","Characterization","KSCHRODER@NEONINC.ORG",20150701,"31.4.1","LEPA11",NA,NA,NA,NA,0.5,"",NA,NA
"1:682","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_053","Characterization","KSCHRODER@NEONINC.ORG",20150701,"31.4.1","LEPA11",NA,NA,NA,NA,3,"",NA,NA
"1:683","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_053","Characterization","KSCHRODER@NEONINC.ORG",20150701,"31.4.1","PEFR5",NA,NA,NA,NA,0.5,"",NA,NA
"1:684","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_053","Characterization","KSCHRODER@NEONINC.ORG",20150701,"31.4.1","VAUL",NA,NA,NA,NA,11,"",NA,NA
"1:685","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_053","Characterization","KSCHRODER@NEONINC.ORG",20150701,"31.4.1","VAVI",NA,NA,NA,NA,0.5,"",NA,NA
"1:686","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_053","Characterization","KSCHRODER@NEONINC.ORG",20150701,"31.4.10","ANFR",NA,NA,NA,NA,NA,"",NA,NA
"1:687","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_053","Characterization","KSCHRODER@NEONINC.ORG",20150701,"31.4.10","BETUL",NA,NA,NA,NA,NA,"BENA/BEGL",NA,NA
"1:688","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_053","Characterization","KSCHRODER@NEONINC.ORG",20150701,"31.4.10","CABI5",NA,NA,NA,NA,NA,"",NA,NA
"1:689","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_053","Characterization","KSCHRODER@NEONINC.ORG",20150701,"31.4.10","CHAN80",NA,NA,NA,NA,NA,"",NA,NA
"1:690","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_053","Characterization","KSCHRODER@NEONINC.ORG",20150701,"31.4.10","EMNI",NA,NA,NA,NA,NA,"",NA,NA
"1:691","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_053","Characterization","KSCHRODER@NEONINC.ORG",20150701,"31.4.10","JUCA6",NA,NA,NA,NA,NA,"",NA,NA
"1:692","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_053","Characterization","KSCHRODER@NEONINC.ORG",20150701,"31.4.10","LUCO5",NA,NA,NA,NA,NA,"",NA,NA
"1:693","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_053","Characterization","KSCHRODER@NEONINC.ORG",20150701,"31.4.10","PIGL",NA,NA,NA,NA,NA,"",NA,NA
"1:694","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_053","Characterization","KSCHRODER@NEONINC.ORG",20150701,"31.4.10","POAR2",NA,NA,NA,NA,NA,"",NA,NA
"1:695","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_053","Characterization","KSCHRODER@NEONINC.ORG",20150701,"31.4.10","RUCH",NA,NA,NA,NA,NA,"",NA,NA
"1:696","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_053","Characterization","KSCHRODER@NEONINC.ORG",20150701,"31.4.10","SAPU15",NA,NA,NA,NA,NA,"",NA,NA
"1:697","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_053","Characterization","KSCHRODER@NEONINC.ORG",20150701,"31.4.10","VAOX",NA,NA,NA,NA,NA,"",NA,NA
"1:698","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_053","Characterization","KSCHRODER@NEONINC.ORG",20150701,"32.100","BEOC2",NA,NA,NA,NA,NA,"",NA,NA
"1:699","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_053","Characterization","KSCHRODER@NEONINC.ORG",20150701,"32.100","ERVA4",NA,NA,NA,NA,NA,"",NA,NA
"1:700","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_053","Characterization","KSCHRODER@NEONINC.ORG",20150701,"32.100","PIGL",NA,NA,NA,NA,NA,"",NA,NA
"1:701","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_053","Characterization","KSCHRODER@NEONINC.ORG",20150701,"32.100","VAOX",NA,NA,NA,NA,NA,"",NA,NA
"1:702","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_053","Characterization","KSCHRODER@NEONINC.ORG",20150701,"32.2.1","BETUL",NA,NA,NA,NA,25,"BENA/BEGL",NA,NA
"1:703","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_053","Characterization","KSCHRODER@NEONINC.ORG",20150701,"32.2.1","CABI5",NA,NA,NA,NA,6,"",NA,NA
"1:704","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_053","Characterization","KSCHRODER@NEONINC.ORG",20150701,"32.2.1","CASTB3",NA,NA,NA,NA,0.5,"",NA,NA
"1:705","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_053","Characterization","KSCHRODER@NEONINC.ORG",20150701,"32.2.1","EMNI",NA,NA,NA,NA,4,"",NA,NA
"1:706","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_053","Characterization","KSCHRODER@NEONINC.ORG",20150701,"32.2.1","LEPA11",NA,NA,NA,NA,20,"",NA,NA
"1:707","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_053","Characterization","KSCHRODER@NEONINC.ORG",20150701,"32.2.1","PEFR10",NA,NA,NA,NA,1,"",NA,NA
"1:708","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_053","Characterization","KSCHRODER@NEONINC.ORG",20150701,"32.2.1","RUCH",NA,NA,NA,NA,4,"",NA,NA
"1:709","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_053","Characterization","KSCHRODER@NEONINC.ORG",20150701,"32.2.1","VAUL",NA,NA,NA,NA,3,"",NA,NA
"1:710","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_053","Characterization","KSCHRODER@NEONINC.ORG",20150701,"32.2.1","VAVI",NA,NA,NA,NA,19,"",NA,NA
"1:711","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_053","Characterization","KSCHRODER@NEONINC.ORG",20150701,"32.2.10","SAPU15",NA,NA,NA,NA,NA,"",NA,NA
"1:712","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_053","Characterization","KSCHRODER@NEONINC.ORG",20150701,"32.2.10","SPST3",NA,NA,NA,NA,NA,"",NA,NA
"1:713","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_053","Characterization","KSCHRODER@NEONINC.ORG",20150701,"32.4.1","BETUL",NA,NA,NA,NA,26,"BENA/BEGL",NA,NA
"1:714","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_053","Characterization","KSCHRODER@NEONINC.ORG",20150701,"32.4.1","CABI5",NA,NA,NA,NA,6,"",NA,NA
"1:715","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_053","Characterization","KSCHRODER@NEONINC.ORG",20150701,"32.4.1","CASTB3",NA,NA,NA,NA,1,"",NA,NA
"1:716","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_053","Characterization","KSCHRODER@NEONINC.ORG",20150701,"32.4.1","LEPA11",NA,NA,NA,NA,10,"",NA,NA
"1:717","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_053","Characterization","KSCHRODER@NEONINC.ORG",20150701,"32.4.1","VAUL",NA,NA,NA,NA,3,"",NA,NA
"1:718","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_053","Characterization","KSCHRODER@NEONINC.ORG",20150701,"32.4.1","VAVI",NA,NA,NA,NA,3,"",NA,NA
"1:719","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_053","Characterization","KSCHRODER@NEONINC.ORG",20150701,"32.4.10","ARAL13",NA,NA,NA,NA,NA,"",NA,NA
"1:720","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_053","Characterization","KSCHRODER@NEONINC.ORG",20150701,"32.4.10","EMNI",NA,NA,NA,NA,NA,"",NA,NA
"1:721","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_053","Characterization","KSCHRODER@NEONINC.ORG",20150701,"32.4.10","PEFR5",NA,NA,NA,NA,NA,"",NA,NA
"1:722","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_053","Characterization","KSCHRODER@NEONINC.ORG",20150701,"32.4.10","RUCH",NA,NA,NA,NA,NA,"",NA,NA
"1:723","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_053","Characterization","KSCHRODER@NEONINC.ORG",20150701,"32.4.10","SAGL",NA,NA,NA,NA,NA,"",NA,NA
"1:724","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_053","Characterization","KSCHRODER@NEONINC.ORG",20150701,"40.1.1","BETUL",NA,NA,NA,NA,7,"BENA/BEGL",NA,NA
"1:725","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_053","Characterization","KSCHRODER@NEONINC.ORG",20150701,"40.1.1","CABI5",NA,NA,NA,NA,4,"",NA,NA
"1:726","HEAL","ABOYD@FIELD-OPS.ORG","HEAL_053","Characterization","KSCHRODER@NEONINC.ORG",20150701,"40.1.1","ERVA4",NA,NA,NA,NA,1,"",NA,NA
