"","siteID","plotID","boutNumber","measuredBy","recordedBy","entered.by","date","subplot","taxonID","Check52","taxonIDRemarks","identificationQualifier","morphospeciesID","morphoSpeciesRemarks","percentCover","remarks","moss...cover","photoID","X"
"1:380","TOOL","TOOL_1736","Characterization","SROBERTS@FIELD-OPS.ORG; AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"40.1.1","EMNI",NA,"","","","",6,"",NA,NA,NA
"1:381","TOOL","TOOL_1736","Characterization","SROBERTS@FIELD-OPS.ORG; AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"40.1.1","RUCH",NA,"","","","",8,"",NA,NA,NA
"1:382","TOOL","TOOL_1736","Characterization","SROBERTS@FIELD-OPS.ORG; AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"40.1.1","CAREX",NA,"CS","","CAPE8/CAME4","",11,"",NA,NA,NA
"1:383","TOOL","TOOL_1736","Characterization","SROBERTS@FIELD-OPS.ORG; AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"40.1.1","ERVA5",NA,"","","","",12,"",NA,NA,NA
"1:384","TOOL","TOOL_1736","Characterization","SROBERTS@FIELD-OPS.ORG; AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"40.1.1","PELA4",NA,"","","","",1,"",NA,NA,NA
"1:385","TOOL","TOOL_1736","Characterization","SROBERTS@FIELD-OPS.ORG; AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"40.1.1","POBI5",NA,"","","","",1,"",NA,NA,NA
"1:386","TOOL","TOOL_1736","Characterization","SROBERTS@FIELD-OPS.ORG; AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"40.1.1","VAVI",NA,"","","","",15,"",NA,NA,NA
"1:387","TOOL","TOOL_1736","Characterization","SROBERTS@FIELD-OPS.ORG; AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"40.3.1","PELA4",NA,"","","","",0.5,"",NA,NA,NA
"1:388","TOOL","TOOL_1736","Characterization","SROBERTS@FIELD-OPS.ORG; AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"40.3.1","CATE11",NA,"","","","",0.5,"",NA,NA,NA
"1:389","TOOL","TOOL_1736","Characterization","SROBERTS@FIELD-OPS.ORG; AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"40.3.1","EMNI",NA,"","","","",11,"",NA,NA,NA
"1:390","TOOL","TOOL_1736","Characterization","SROBERTS@FIELD-OPS.ORG; AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"40.3.1","SAPU15",NA,"","","","",11,"",NA,NA,NA
"1:391","TOOL","TOOL_1736","Characterization","SROBERTS@FIELD-OPS.ORG; AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"40.3.1","RUCH",NA,"","","","",4,"",NA,NA,NA
"1:392","TOOL","TOOL_1736","Characterization","SROBERTS@FIELD-OPS.ORG; AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"40.3.1","VAVI",NA,"","","","",10,"",NA,NA,NA
"1:393","TOOL","TOOL_1736","Characterization","SROBERTS@FIELD-OPS.ORG; AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"40.3.1","ANPO",NA,"","","","",4,"",NA,NA,NA
"1:394","TOOL","TOOL_1736","Characterization","SROBERTS@FIELD-OPS.ORG; AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"40.3.1","ERVA5",NA,"","","","",12,"",NA,NA,NA
"1:395","TOOL","TOOL_1736","Characterization","SROBERTS@FIELD-OPS.ORG; AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"40.3.1","BETUL",NA,"CS","","BENA/BEGL","",5,"",NA,NA,NA
"1:396","TOOL","TOOL_1736","Characterization","SROBERTS@FIELD-OPS.ORG; AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"40.3.1","CAREX",NA,"CS","","CAPE8/CAME4","",1,"",NA,NA,NA
"1:397","TOOL","TOOL_1736","Characterization","SROBERTS@FIELD-OPS.ORG; AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"40.1","VAUL",NA,"","","","",NA,"",NA,NA,NA
"1:398","TOOL","TOOL_1736","Characterization","SROBERTS@FIELD-OPS.ORG; AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"41.1.1","ERVA5",NA,"","","","",15,"",NA,NA,NA
"1:399","TOOL","TOOL_1736","Characterization","SROBERTS@FIELD-OPS.ORG; AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"41.1.1","BETUL",NA,"CS","","BENA/BEGL","",6,"",NA,NA,NA
"1:400","TOOL","TOOL_1736","Characterization","SROBERTS@FIELD-OPS.ORG; AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"41.1.1","RUCH",NA,"","","","",4,"",NA,NA,NA
"1:401","TOOL","TOOL_1736","Characterization","SROBERTS@FIELD-OPS.ORG; AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"41.1.1","CAREX",NA,"CS","","CAPE8/CAME4","",4,"",NA,NA,NA
"1:402","TOOL","TOOL_1736","Characterization","SROBERTS@FIELD-OPS.ORG; AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"41.1.1","VAVI",NA,"","","","",10,"",NA,NA,NA
"1:403","TOOL","TOOL_1736","Characterization","SROBERTS@FIELD-OPS.ORG; AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"41.1.1","POBI5",NA,"","","","",0.5,"",NA,NA,NA
"1:404","TOOL","TOOL_1736","Characterization","SROBERTS@FIELD-OPS.ORG; AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"41.1.1","ANPO",NA,"","","","",10,"",NA,NA,NA
"1:405","TOOL","TOOL_1736","Characterization","SROBERTS@FIELD-OPS.ORG; AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"41.1.1","PELA4",NA,"","","","",0.5,"",NA,NA,NA
"1:406","TOOL","TOOL_1736","Characterization","SROBERTS@FIELD-OPS.ORG; AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"41.1.1","CATE11",NA,"","","","",0.5,"",NA,NA,NA
"1:407","TOOL","TOOL_1736","Characterization","SROBERTS@FIELD-OPS.ORG; AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"41.4.1","ERVA5",NA,"","","","",15,"",NA,NA,NA
"1:408","TOOL","TOOL_1736","Characterization","SROBERTS@FIELD-OPS.ORG; AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"41.4.1","CAREX",NA,"CS","","CAPE8/CAME4","",7,"",NA,NA,NA
"1:409","TOOL","TOOL_1736","Characterization","SROBERTS@FIELD-OPS.ORG; AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"41.4.1","BETUL",NA,"CS","","BENA/BEGL","",1,"",NA,NA,NA
"1:410","TOOL","TOOL_1736","Characterization","SROBERTS@FIELD-OPS.ORG; AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"41.4.1","ANPO",NA,"","","","",15,"",NA,NA,NA
"1:411","TOOL","TOOL_1736","Characterization","SROBERTS@FIELD-OPS.ORG; AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"41.4.1","VAVI",NA,"","","","",15,"",NA,NA,NA
"1:412","TOOL","TOOL_1736","Characterization","SROBERTS@FIELD-OPS.ORG; AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"41.4.1","POBI5",NA,"","","","",1,"",NA,NA,NA
"1:413","TOOL","TOOL_1736","Characterization","SROBERTS@FIELD-OPS.ORG; AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"41.4.1","RUCH",NA,"","","","",5,"",NA,NA,NA
"1:414","TOOL","TOOL_1736","Characterization","SROBERTS@FIELD-OPS.ORG; AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"41.4.1","SAPU15",NA,"","","","",5,"",NA,NA,NA
"1:415","TOOL","TOOL_1736","Characterization","SROBERTS@FIELD-OPS.ORG; AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"41.4.1","CATE11",NA,"","","","",1,"",NA,NA,NA
"1:416","TOOL","TOOL_1736","Characterization","SROBERTS@FIELD-OPS.ORG; AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"41.1","EMNI",NA,"","","","",NA,"",NA,NA,NA
"1:417","TOOL","TOOL_1736","Characterization","SROBERTS@FIELD-OPS.ORG; AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"41.1","VAUL",NA,"","","","",NA,"",NA,NA,NA
"1:418","TOOL","TOOL_1736","Characterization","SROBERTS@FIELD-OPS.ORG; AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"41.1","VAUL",NA,"","","","",NA,"",NA,NA,NA
"1:419","TOOL","TOOL_18120","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"31.1.1","POBI5",NA,"","","","",5,"",NA,NA,NA
"1:420","TOOL","TOOL_18120","CHARACTERIZATION","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"31.1.1","PELA4",NA,"","","","",1,"",NA,NA,NA
"1:421","TOOL","TOOL_18120","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"31.1.1","BIVI2",NA,"","","","",0.5,"",NA,NA,NA
"1:422","TOOL","TOOL_18120","CHARACTERIZATION","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"31.1.1","CAREX",NA,"CS","","CAPE8/CAME4","",29,"",NA,NA,NA
"1:423","TOOL","TOOL_18120","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"31.1.1","BETUL",NA,"CS","","BENA/BEGL","",3,"",NA,NA,NA
"1:424","TOOL","TOOL_18120","CHARACTERIZATION","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"31.1.1","SAPU15",NA,"","","","",10,"",NA,NA,NA
"1:425","TOOL","TOOL_18120","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"31.1.1","CATE11",NA,"","","","",0.5,"",NA,NA,NA
"1:426","TOOL","TOOL_18120","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"31.1.1","ANPO",NA,"","","","",3,"",NA,NA,NA
"1:427","TOOL","TOOL_18120","CHARACTERIZATION","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"31.1.1","VAVI",NA,"","","","",5,"",NA,NA,NA
"1:428","TOOL","TOOL_18120","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"31.1.1","RUCH",NA,"","","","",0.5,"",NA,NA,NA
"1:429","TOOL","TOOL_18120","CHARACTERIZATION","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"31.4.1","ERVA5",NA,"","","","",3,"",NA,NA,NA
"1:430","TOOL","TOOL_18120","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"31.4.1","CAREX",NA,"CS","","CAPE8/CAME4","",15,"",NA,NA,NA
"1:431","TOOL","TOOL_18120","CHARACTERIZATION","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"31.4.1","POBI5",NA,"","","","",0.5,"",NA,NA,NA
"1:432","TOOL","TOOL_18120","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"31.4.1","PELA4",NA,"","","","",0.5,"",NA,NA,NA
"1:433","TOOL","TOOL_18120","CHARACTERIZATION","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"31.4.1","BETUL",NA,"CS","","BENA/BEGL","",5,"",NA,NA,NA
"1:434","TOOL","TOOL_18120","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"31.4.1","RUCH",NA,"","","","",5,"",NA,NA,NA
"1:435","TOOL","TOOL_18120","CHARACTERIZATION","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"31.4.1","CATE11",NA,"","","","",2,"",NA,NA,NA
"1:436","TOOL","TOOL_18120","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"31.4.1","VAVI",NA,"","","","",10,"",NA,NA,NA
"1:437","TOOL","TOOL_18120","CHARACTERIZATION","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"31.4.1","ANPO",NA,"","","","",2,"",NA,NA,NA
"1:438","TOOL","TOOL_18120","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"31.4.1","EMNI",NA,"","","","",10,"",NA,NA,NA
"1:439","TOOL","TOOL_18120","CHARACTERIZATION","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"32.2.1","SAPU15",NA,"","","","",10,"",NA,NA,NA
"1:440","TOOL","TOOL_18120","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"32.2.1","ERVA5",NA,"","","","",5,"",NA,NA,NA
"1:441","TOOL","TOOL_18120","CHARACTERIZATION","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"32.2.1","CAREX",NA,"CS","","CAPE8/CAME4","",3,"",NA,NA,NA
"1:442","TOOL","TOOL_18120","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"32.2.1","BETUL",NA,"CS","","BENA/BEGL","",1,"",NA,NA,NA
"1:443","TOOL","TOOL_18120","CHARACTERIZATION","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"32.2.1","RUCH",NA,"","","","",1,"",NA,NA,NA
"1:444","TOOL","TOOL_18120","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"32.2.1","PELA4",NA,"","","","",0.5,"",NA,NA,NA
"1:445","TOOL","TOOL_18120","CHARACTERIZATION","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"32.2.1","CATE11",NA,"","","","",0.5,"",NA,NA,NA
"1:446","TOOL","TOOL_18120","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"32.2.1","EMNI",NA,"","","","",5,"",NA,NA,NA
"1:447","TOOL","TOOL_18120","CHARACTERIZATION","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"32.2.1","ANPO",NA,"","","","",1,"",NA,NA,NA
"1:448","TOOL","TOOL_18120","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"32.2.1","VAUL",NA,"","","","",0.5,"",NA,NA,NA
"1:449","TOOL","TOOL_18120","CHARACTERIZATION","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"32.2.1","VAVI",NA,"","","","",5,"",NA,NA,NA
"1:450","TOOL","TOOL_18120","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"32.2.1","BIVI2",NA,"","","","",0.5,"",NA,NA,NA
"1:451","TOOL","TOOL_18120","CHARACTERIZATION","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"32.4.1","POBI5",NA,"","","","",10,"",NA,NA,NA
"1:452","TOOL","TOOL_18120","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"32.4.1","BETUL",NA,"CS","","BENA/BEGL","",0.5,"",NA,NA,NA
"1:453","TOOL","TOOL_18120","CHARACTERIZATION","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"32.4.1","SAPU15",NA,"","","","",0.5,"",NA,NA,NA
"1:454","TOOL","TOOL_18120","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"32.4.1","CAREX",NA,"CS","","CAPE8/CAME4","",50,"",NA,NA,NA
"1:455","TOOL","TOOL_18120","CHARACTERIZATION","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"32.4.1","VAUL",NA,"","","","",20,"",NA,NA,NA
"1:456","TOOL","TOOL_18120","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"32.4.1","PELA4",NA,"","","","",0.5,"",NA,NA,NA
"1:457","TOOL","TOOL_18120","CHARACTERIZATION","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"32.4.1","RUCH",NA,"","","","",2,"",NA,NA,NA
"1:458","TOOL","TOOL_18120","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"32.4.1","VAVI",NA,"","","","",10,"",NA,NA,NA
"1:459","TOOL","TOOL_18120","CHARACTERIZATION","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"32.4.1","EMNI",NA,"","","","",1,"",NA,NA,NA
"1:460","TOOL","TOOL_18120","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"32.4.1","CATE11",NA,"","","","",0.5,"",NA,NA,NA
"1:461","TOOL","TOOL_18120","CHARACTERIZATION","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"32.4.1","ANPO",NA,"","","","",5,"",NA,NA,NA
"1:462","TOOL","TOOL_18120","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"32.1","LEPAD",NA,"","","","",NA,"",NA,NA,NA
"1:463","TOOL","TOOL_18120","CHARACTERIZATION","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"40.1.1","ANPO",NA,"","","","",15,"",NA,NA,NA
"1:464","TOOL","TOOL_18120","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"40.1.1","ERVA5",NA,"","","","",30,"",NA,NA,NA
"1:465","TOOL","TOOL_18120","CHARACTERIZATION","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"40.1.1","BETUL",NA,"CS","","BENA/BEGL","",20,"",NA,NA,NA
"1:466","TOOL","TOOL_18120","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"40.1.1","RUCH",NA,"","","","",3,"",NA,NA,NA
"1:467","TOOL","TOOL_18120","CHARACTERIZATION","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"40.1.1","PELA4",NA,"","","","",0.5,"",NA,NA,NA
"1:468","TOOL","TOOL_18120","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"40.1.1","EMNI",NA,"","","","",3,"",NA,NA,NA
"1:469","TOOL","TOOL_18120","CHARACTERIZATION","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"40.1.1","SAPU15",NA,"","","","",3,"",NA,NA,NA
"1:470","TOOL","TOOL_18120","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"40.1.1","VAVI",NA,"","","","",10,"",NA,NA,NA
"1:471","TOOL","TOOL_18120","CHARACTERIZATION","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"40.1.1","POBI5",NA,"","","","",0.5,"",NA,NA,NA
"1:472","TOOL","TOOL_18120","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"40.3.1","CAREX",NA,"CS","","CAPE8/CAME4","",10,"",NA,NA,NA
"1:473","TOOL","TOOL_18120","CHARACTERIZATION","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"40.3.1","ERVA5",NA,"","","","",30,"",NA,NA,NA
"1:474","TOOL","TOOL_18120","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"40.3.1","BETUL",NA,"CS","","BENA/BEGL","",10,"",NA,NA,NA
"1:475","TOOL","TOOL_18120","CHARACTERIZATION","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"40.3.1","ANPO",NA,"","","","",2,"",NA,NA,NA
"1:476","TOOL","TOOL_18120","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"40.3.1","EMNI",NA,"","","","",10,"",NA,NA,NA
"1:477","TOOL","TOOL_18120","CHARACTERIZATION","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"40.3.1","SAPU15",NA,"","","","",1,"",NA,NA,NA
"1:478","TOOL","TOOL_18120","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"40.3.1","VAVI",NA,"","","","",20,"",NA,NA,NA
"1:479","TOOL","TOOL_18120","CHARACTERIZATION","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"40.3.1","PELA4",NA,"","","","",0.5,"",NA,NA,NA
"1:480","TOOL","TOOL_18120","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"40.3.1","RUCH",NA,"","","","",4,"",NA,NA,NA
"1:481","TOOL","TOOL_18120","CHARACTERIZATION","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"40.3.1","POBI5",NA,"","","","",0.5,"",NA,NA,NA
"1:482","TOOL","TOOL_18120","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"40.3.1","VAUL",NA,"","","","",6,"",NA,NA,NA
"1:483","TOOL","TOOL_18120","CHARACTERIZATION","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"40.3.1","CATE11",NA,"","","","",0.5,"",NA,NA,NA
"1:484","TOOL","TOOL_18120","Characterization","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"40.1","BIVI2",NA,"","","","",NA,"",NA,NA,NA
"1:485","TOOL","TOOL_18120","CHARACTERIZATION","AMAU@FIELD-OPS.ORG","MHARRIS@FIELD-OPS.ORG","AGUTTING@FIELD-OPS.ORG",20150719,"40.1","LEPAD",NA,"","","","",NA,"",NA,NA,NA
