"","uid","date","plotID","subplotID","nestedSubplotID","scientificName","identificationQualifier","growthForm","numberOfLeaves","maxCanopyDiameter","ninetyCanopyDiameter","height","basalStemDiameter","avLengthOfLeaf","numberOfPads","remarks","plot_ID","Field1"
"3137",1756,20141003,"OSBS_030",NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,"No qualifying plants in plot. NO TRANSCRIPTION ERRORS",NA,""
"3224",1843,20141008,"OSBS_031",21,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.22,NA,NA,"",NA,""
"3225",1844,20141008,"OSBS_031",21,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.1,NA,NA,"",NA,""
"3226",1845,20141008,"OSBS_031",21,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.31,NA,NA,"",NA,""
"3227",1846,20141008,"OSBS_031",21,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.31,NA,NA,"",NA,""
"3228",1847,20141008,"OSBS_031",21,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.35,NA,NA,"",NA,""
"3229",1848,20141008,"OSBS_031",21,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.31,NA,NA,"",NA,""
"3230",1849,20141008,"OSBS_031",21,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,8,"no transcription errors",NA,""
"3231",1850,20141008,"OSBS_031",21,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.21,NA,NA,"",NA,""
"3232",1851,20141008,"OSBS_031",21,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.27,NA,NA,"",NA,""
"3233",1852,20141008,"OSBS_031",21,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.12,NA,NA,"",NA,""
"3234",1853,20141008,"OSBS_031",23,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.09,NA,NA,"",NA,""
"3235",1854,20141008,"OSBS_031",23,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.21,NA,NA,"",NA,""
"3236",1855,20141008,"OSBS_031",23,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.22,NA,NA,"",NA,""
"3237",1856,20141008,"OSBS_031",23,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.16,NA,NA,"",NA,""
"3238",1857,20141008,"OSBS_031",23,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.25,NA,NA,"",NA,""
"3239",1858,20141008,"OSBS_031",23,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.34,NA,NA,"",NA,""
"3240",1859,20141008,"OSBS_031",23,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.31,NA,NA,"",NA,""
"3241",1860,20141008,"OSBS_031",23,NA,"Serenoa repens","","plm",10,0.3,0.18,0.17,NA,NA,NA,"no transcription errors",NA,""
"3242",1861,20141008,"OSBS_031",23,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.12,NA,NA,"",NA,""
"3243",1862,20141008,"OSBS_031",23,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.04,NA,NA,"",NA,""
"3244",1863,20141008,"OSBS_031",23,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.2,NA,NA,"",NA,""
"3245",1864,20141008,"OSBS_031",23,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.27,NA,NA,"",NA,""
"3246",1865,20141008,"OSBS_031",23,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.3,NA,NA,"",NA,""
"3247",1866,20141008,"OSBS_031",23,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.34,NA,NA,"",NA,""
"3248",1867,20141008,"OSBS_031",23,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.24,NA,NA,"",NA,""
"3249",1868,20141008,"OSBS_031",23,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.5,NA,NA,"",NA,""
"3250",1869,20141008,"OSBS_031",23,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.47,NA,NA,"",NA,""
"3251",1870,20141008,"OSBS_031",40,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.58,NA,NA,"",NA,""
"3252",1871,20141008,"OSBS_031",40,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.35,NA,NA,"",NA,""
"3253",1872,20141008,"OSBS_031",40,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,25,"no transcription errors",NA,""
"3254",1873,20141008,"OSBS_031",40,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,5,"",NA,""
"3255",1874,20141008,"OSBS_031",40,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,1,"",NA,""
"3256",1875,20141008,"OSBS_031",40,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.29,NA,NA,"",NA,""
"3257",1876,20141008,"OSBS_031",40,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.23,NA,NA,"",NA,""
"3258",1877,20141008,"OSBS_031",40,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.17,NA,NA,"",NA,""
"3259",1878,20141008,"OSBS_031",40,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.2,NA,NA,"",NA,""
"3260",1879,20141008,"OSBS_031",40,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.28,NA,NA,"no transcription errors",NA,""
"3261",1880,20141008,"OSBS_031",40,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.37,NA,NA,"",NA,""
"3262",1881,20141008,"OSBS_031",41,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.28,NA,NA,"",NA,""
"3263",1882,20141008,"OSBS_031",41,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.29,NA,NA,"no transcription errors",NA,""
"3264",1883,20141008,"OSBS_031",41,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.23,NA,NA,"",NA,""
"3265",1884,20141008,"OSBS_031",41,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.24,NA,NA,"",NA,""
"3266",1885,20141008,"OSBS_031",41,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.28,NA,NA,"",NA,""
"3267",1886,20141008,"OSBS_031",41,NA,"Serenoa repens","","plm",6,1.21,0.77,0.53,NA,NA,NA,"Unsure if height is .5 or .3 on data sheet",NA,""
"3388",2007,20141006,"OSBS_028",41,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.32,NA,NA,"",NA,""
"3389",2008,20141006,"OSBS_028",41,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,4,"no transcription errors",NA,""
"3390",2009,20141006,"OSBS_028",41,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.44,NA,NA,"",NA,""
"3391",2010,20141006,"OSBS_028",41,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.26,NA,NA,"",NA,""
"3392",2011,20141006,"OSBS_028",41,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.23,NA,NA,"",NA,""
"3393",2012,20141006,"OSBS_028",41,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.2,NA,NA,"no transcription errors",NA,""
"3394",2013,20141008,"OSBS_031",21,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,3,"no transcription errors",NA,""
"3413",2032,20141009,"OSBS_027",23,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.15,NA,NA,"",NA,""
"3414",2033,20141009,"OSBS_027",23,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.25,NA,NA,"",NA,""
"3415",2034,20141009,"OSBS_027",23,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,3,"",NA,""
"3416",2035,20141009,"OSBS_027",23,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,5,"",NA,""
"3417",2036,20141009,"OSBS_027",23,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,3,"",NA,""
"3418",2037,20141009,"OSBS_027",23,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,1,"",NA,""
"3419",2038,20141009,"OSBS_027",23,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,3,"",NA,""
"3420",2039,20141009,"OSBS_027",23,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,2,"",NA,""
"3421",2040,20141009,"OSBS_027",23,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,4,"no transcription errors",NA,""
"3422",2041,20141009,"OSBS_027",23,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,3,"",NA,""
"3423",2042,20141009,"OSBS_027",23,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.1,NA,NA,"",NA,""
"3424",2043,20141009,"OSBS_027",23,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.2,NA,NA,"",NA,""
"3425",2044,20141009,"OSBS_027",23,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.41,NA,NA,"",NA,""
"3426",2045,20141009,"OSBS_027",23,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,2,"",NA,""
"3427",2046,20141009,"OSBS_027",23,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,2,"",NA,""
"3428",2047,20141009,"OSBS_027",23,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,3,"",NA,""
"3429",2048,20141009,"OSBS_027",40,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,3,"",NA,""
"3430",2049,20141009,"OSBS_027",40,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,5,"",NA,""
"3431",2050,20141009,"OSBS_027",40,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,1,"",NA,""
"3432",2051,20141009,"OSBS_027",40,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,1,"",NA,""
"3433",2052,20141009,"OSBS_027",40,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,11,"",NA,""
"3434",2053,20141009,"OSBS_027",40,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,1,"",NA,""
"3435",2054,20141009,"OSBS_027",40,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.23,NA,NA,"",NA,""
"3436",2055,20141009,"OSBS_027",40,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,5,"no transcription errors",NA,""
"3437",2056,20141009,"OSBS_027",40,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,4,"",NA,""
"3438",2057,20141009,"OSBS_027",40,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.47,NA,NA,"",NA,""
"3439",2058,20141009,"OSBS_027",40,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.37,NA,NA,"",NA,""
"3440",2059,20141009,"OSBS_027",40,NA,"Serenoa repens","","plm",17,1.7,0.7,0.77,NA,NA,NA,"no transcription errors",NA,""
"3441",2060,20141009,"OSBS_027",40,NA,"Serenoa repens","","plm",8,0.43,0.3,0.43,NA,NA,NA,"",NA,""
"3442",2061,20141009,"OSBS_027",40,NA,"Serenoa repens","","plm",3,0.23,0.18,0.4,NA,NA,NA,"",NA,""
"3443",2062,20141009,"OSBS_027",40,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,3,"",NA,""
"3444",2063,20141009,"OSBS_027",41,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.3,NA,NA,"",NA,""
"3445",2064,20141009,"OSBS_027",41,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,20,"no transcription errors",NA,""
"3446",2065,20141009,"OSBS_027",41,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.39,NA,NA,"",NA,""
"3447",2066,20141009,"OSBS_027",41,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,3,"",NA,""
"3448",2067,20141009,"OSBS_027",41,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,3,"",NA,""
"3449",2068,20141009,"OSBS_027",41,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,3,"",NA,""
"3450",2069,20141009,"OSBS_027",41,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.38,NA,NA,"",NA,""
"3451",2070,20141009,"OSBS_027",41,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.3,NA,NA,"no transcription errors",NA,""
"3452",2071,20141006,"OSBS_028",21,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.21,NA,NA,"",NA,""
"3453",2072,20141006,"OSBS_028",21,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.22,NA,NA,"",NA,""
"3454",2073,20141006,"OSBS_028",21,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.2,NA,NA,"no transcription errors",NA,""
"3455",2074,20141006,"OSBS_028",21,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.1,NA,NA,"",NA,""
"3456",2075,20141006,"OSBS_028",21,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.46,NA,NA,"",NA,""
"3457",2076,20141006,"OSBS_028",21,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.37,NA,NA,"",NA,""
"3458",2077,20141006,"OSBS_028",23,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.22,NA,NA,"",NA,""
"3459",2078,20141006,"OSBS_028",23,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.3,NA,NA,"",NA,""
"3460",2079,20141006,"OSBS_028",23,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.43,NA,NA,"",NA,""
"3461",2080,20141006,"OSBS_028",23,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.39,NA,NA,"",NA,""
"3462",2081,20141006,"OSBS_028",23,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.37,NA,NA,"",NA,""
"3463",2082,20141006,"OSBS_028",23,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.38,NA,NA,"",NA,""
"3464",2083,20141006,"OSBS_028",23,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.2,NA,NA,"",NA,""
"3465",2084,20141006,"OSBS_028",23,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.41,NA,NA,"",NA,""
"3466",2085,20141006,"OSBS_028",23,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.45,NA,NA,"",NA,""
"3467",2086,20141006,"OSBS_028",23,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.2,NA,NA,"no transcription errors",NA,""
"3468",2087,20141006,"OSBS_028",23,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.2,NA,NA,"",NA,""
"3469",2088,20141006,"OSBS_028",23,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.3,NA,NA,"",NA,""
"3470",2089,20141006,"OSBS_028",23,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.2,NA,NA,"",NA,""
"3471",2090,20141006,"OSBS_028",23,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.2,NA,NA,"no transcription errors",NA,""
"3472",2091,20141006,"OSBS_028",23,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.17,NA,NA,"",NA,""
"3473",2092,20141006,"OSBS_028",23,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.13,NA,NA,"",NA,""
"3474",2093,20141006,"OSBS_028",23,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.3,NA,NA,"",NA,""
"3475",2094,20141006,"OSBS_028",23,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.23,NA,NA,"",NA,""
"3476",2095,20141006,"OSBS_028",23,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.38,NA,NA,"",NA,""
"3477",2096,20141006,"OSBS_028",23,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.24,NA,NA,"",NA,""
"3478",2097,20141006,"OSBS_028",23,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.23,NA,NA,"",NA,""
"3479",2098,20141006,"OSBS_028",23,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.2,NA,NA,"",NA,""
"3480",2099,20141006,"OSBS_028",23,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.16,NA,NA,"",NA,""
"3481",2100,20141006,"OSBS_028",23,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.17,NA,NA,"",NA,""
"3482",2101,20141006,"OSBS_028",23,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.07,NA,NA,"",NA,""
"3483",2102,20141006,"OSBS_028",23,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.14,NA,NA,"no transcription errors",NA,""
"3484",2103,20141006,"OSBS_028",23,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.32,NA,NA,"no transcription errors",NA,""
"3485",2104,20141006,"OSBS_028",23,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.21,NA,NA,"",NA,""
"3486",2105,20141006,"OSBS_028",23,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.21,NA,NA,"",NA,""
"3487",2106,20141006,"OSBS_028",23,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.21,NA,NA,"",NA,""
"3488",2107,20141006,"OSBS_028",23,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.33,NA,NA,"",NA,""
"3489",2108,20141006,"OSBS_028",23,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.23,NA,NA,"",NA,""
"3490",2109,20141006,"OSBS_028",23,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.29,NA,NA,"",NA,""
"3491",2110,20141006,"OSBS_028",23,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.39,NA,NA,"",NA,""
"3492",2111,20141006,"OSBS_028",23,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.22,NA,NA,"",NA,""
"3493",2112,20141006,"OSBS_028",23,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.27,NA,NA,"",NA,""
"3494",2113,20141006,"OSBS_028",40,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.27,NA,NA,"",NA,""
"3495",2114,20141006,"OSBS_028",40,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,1,"no transcription errors",NA,""
"3496",2115,20141006,"OSBS_028",40,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.37,NA,NA,"",NA,""
"3497",2116,20141006,"OSBS_028",40,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.2,NA,NA,"",NA,""
"3498",2117,20141006,"OSBS_028",40,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.18,NA,NA,"",NA,""
"3499",2118,20141006,"OSBS_028",40,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.27,NA,NA,"no transcription errors",NA,""
"3500",2119,20141006,"OSBS_028",40,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.22,NA,NA,"",NA,""
"3501",2120,20141006,"OSBS_028",40,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.14,NA,NA,"",NA,""
"3502",2121,20141006,"OSBS_028",40,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.21,NA,NA,"",NA,""
"3503",2122,20141006,"OSBS_028",40,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.25,NA,NA,"",NA,""
"3504",2123,20141006,"OSBS_028",40,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.27,NA,NA,"",NA,""
"3505",2124,20141006,"OSBS_028",40,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.24,NA,NA,"",NA,""
"3506",2125,20141006,"OSBS_028",40,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.2,NA,NA,"",NA,""
"3507",2126,20141006,"OSBS_028",40,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.23,NA,NA,"",NA,""
"3508",2127,20141006,"OSBS_028",40,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.19,NA,NA,"",NA,""
"3509",2128,20141006,"OSBS_028",40,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.23,NA,NA,"",NA,""
"3510",2129,20141006,"OSBS_028",40,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.2,NA,NA,"",NA,""
"3511",2130,20141006,"OSBS_028",40,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.15,NA,NA,"",NA,""
"3512",2131,20141006,"OSBS_028",40,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.19,NA,NA,"",NA,""
"3513",2132,20141006,"OSBS_028",40,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.31,NA,NA,"",NA,""
"3514",2133,20141006,"OSBS_028",40,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.33,NA,NA,"",NA,""
"3515",2134,20141006,"OSBS_028",40,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.18,NA,NA,"no transcription errors",NA,""
"3516",2135,20141006,"OSBS_028",40,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.1,NA,NA,"no transcription errors",NA,""
"3517",2136,20141006,"OSBS_028",40,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.18,NA,NA,"",NA,""
"3518",2137,20141006,"OSBS_028",40,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.23,NA,NA,"",NA,""
"3519",2138,20141006,"OSBS_028",40,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.13,NA,NA,"",NA,""
"3520",2139,20141006,"OSBS_028",40,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.22,NA,NA,"no transcription errors",NA,""
"3521",2140,20141006,"OSBS_028",40,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.3,NA,NA,"",NA,""
"3522",2141,20141006,"OSBS_028",40,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.19,NA,NA,"",NA,""
"3523",2142,20141006,"OSBS_028",40,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.18,NA,NA,"",NA,""
"3524",2143,20141006,"OSBS_028",40,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.25,NA,NA,"",NA,""
"3525",2144,20141006,"OSBS_028",40,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.2,NA,NA,"",NA,""
"3526",2145,20141006,"OSBS_028",40,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.25,NA,NA,"",NA,""
"3527",2146,20141006,"OSBS_028",40,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.19,NA,NA,"",NA,""
"3528",2147,20141006,"OSBS_028",40,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.25,NA,NA,"",NA,""
"3529",2148,20141006,"OSBS_028",40,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.29,NA,NA,"no transcription errors",NA,""
"3530",2149,20141006,"OSBS_028",40,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.16,NA,NA,"",NA,""
"3531",2150,20141006,"OSBS_028",40,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.29,NA,NA,"",NA,""
"3532",2151,20141006,"OSBS_028",40,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.3,NA,NA,"no transcription errors",NA,""
"3533",2152,20141006,"OSBS_028",40,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.16,NA,NA,"",NA,""
"3534",2153,20141006,"OSBS_028",41,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.16,NA,NA,"",NA,""
"3535",2154,20141006,"OSBS_028",41,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.4,NA,NA,"",NA,""
"3536",2155,20141006,"OSBS_028",41,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.37,NA,NA,"",NA,""
"3537",2156,20141006,"OSBS_041",40,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,3,"no transcription errors found",NA,""
"3538",2157,20141006,"OSBS_041",41,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,2,"no transcription errors found",NA,""
"3631",2250,20141003,"OSBS_038",21,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,1,"",NA,""
"3632",2251,20141003,"OSBS_038",39,NA,"","","",NA,NA,NA,NA,NA,NA,NA,"No qualifying stems",NA,""
"3633",2252,20141003,"OSBS_038",41,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,3,"NO TRANSCRIPTION ERRORS",NA,""
"3634",2253,20141003,"OSBS_038",23,NA,"","","",NA,NA,NA,NA,NA,NA,NA,"No qualifying stems",NA,""
"3635",2254,20141003,"OSBS_042",21,NA,"Yucca filamentosa","","yuc",NA,0.59,0.46,0.4,NA,NA,NA,"NO TRANSCRIPTION ERRORS",NA,""
"3636",2255,20141003,"OSBS_042",21,NA,"Serenoa repens","","plm",20,NA,NA,NA,NA,NA,NA,"? Ask about photo",NA,""
"3637",2256,20141003,"OSBS_042",21,NA,"Opuntia humifusa","","yuc",NA,NA,NA,NA,NA,NA,3,"",NA,""
"3638",2257,20141003,"OSBS_042",21,NA,"Yucca filamentosa","","yuc",NA,0.86,0.8,0.47,NA,NA,NA,"",NA,""
"3639",2258,20141003,"OSBS_042",21,NA,"Yucca filamentosa","","yuc",NA,0.31,0.1,0.21,NA,NA,NA,"",NA,""
"3640",2259,20141003,"OSBS_042",21,NA,"Yucca filamentosa","","yuc",NA,0.19,0.07,0.16,NA,NA,NA,"",NA,""
"3641",2260,20141003,"OSBS_042",21,NA,"Yucca filamentosa","","yuc",NA,0.58,0.46,0.19,NA,NA,NA,"",NA,""
"3642",2261,20141003,"OSBS_042",21,NA,"Yucca filamentosa","","yuc",NA,0.18,0.12,0.11,NA,NA,NA,"",NA,""
"3643",2262,20141003,"OSBS_042",21,NA,"Yucca filamentosa","","yuc",NA,0.97,0.79,0.53,NA,NA,NA,"NO TRANSCRIPTION ERRORS",NA,""
"3644",2263,20141003,"OSBS_042",21,NA,"Yucca filamentosa","","yuc",NA,0.9,0.86,0.68,NA,NA,NA,"",NA,""
"3645",2264,20141003,"OSBS_042",21,NA,"Yucca filamentosa","","yuc",NA,0.58,0.3,0.54,NA,NA,NA,"",NA,""
"3646",2265,20141003,"OSBS_042",21,NA,"Yucca filamentosa","","yuc",NA,0.8,0.78,0.68,NA,NA,NA,"",NA,""
"3647",2266,20141003,"OSBS_042",21,NA,"Yucca filamentosa","","yuc",NA,0.75,0.73,0.67,NA,NA,NA,"",NA,""
"3648",2267,20141003,"OSBS_042",21,NA,"Yucca filamentosa","","yuc",NA,0.26,0.21,0.12,NA,NA,NA,"",NA,""
"3649",2268,20141003,"OSBS_042",21,NA,"Yucca filamentosa","","yuc",NA,0.27,0.04,0.16,NA,NA,NA,"",NA,""
"3650",2269,20141003,"OSBS_042",21,NA,"Yucca filamentosa","","yuc",NA,0.69,0.61,0.34,NA,NA,NA,"",NA,""
