mortonOrder,plotID,siteID,nlcdClass,plotType,subtype,applicableModules
102682,LAJA_052,LAJA,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
106778,LAJA_053,LAJA,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
114970,LAJA_054,LAJA,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
115994,LAJA_055,LAJA,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
151834,LAJA_056,LAJA,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
156954,LAJA_057,LAJA,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
168218,LAJA_058,LAJA,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
172314,LAJA_059,LAJA,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
181530,LAJA_060,LAJA,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
196890,LAJA_061,LAJA,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
221466,LAJA_062,LAJA,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
287002,LAJA_063,LAJA,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
405786,LAJA_064,LAJA,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
442650,LAJA_065,LAJA,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
467226,LAJA_066,LAJA,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
516378,LAJA_067,LAJA,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
672026,LAJA_068,LAJA,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
753946,LAJA_069,LAJA,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
770330,LAJA_070,LAJA,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
729370,LAJA_071,LAJA,,tower,phenology,phe
31061,LAJA_072,LAJA,cultivatedCrops,distributed,basePlot,all|div
435,NOGP_001,NOGP,grasslandHerbaceous,distributed,tickPlot,tck
435,NOGP_001,NOGP,grasslandHerbaceous,distributed,basePlot,all|bet|bgc|brd|cdw|cfc|dhp|div|hbp|sme|vst
115,NOGP_002,NOGP,grasslandHerbaceous,distributed,basePlot,all|bet|bgc|brd|cdw|cfc|dhp|div|hbp|sme|vst
115,NOGP_002,NOGP,grasslandHerbaceous,distributed,mammalGrid,mam
115,NOGP_002,NOGP,grasslandHerbaceous,distributed,tickPlot,tck
323,NOGP_003,NOGP,grasslandHerbaceous,distributed,basePlot,all|bet|bgc|brd|cdw|cfc|dhp|div|hbp|sme|vst
443,NOGP_005,NOGP,grasslandHerbaceous,distributed,mammalGrid,mam
443,NOGP_005,NOGP,grasslandHerbaceous,distributed,tickPlot,tck
443,NOGP_005,NOGP,grasslandHerbaceous,distributed,basePlot,all|bet|bgc|brd|cdw|cfc|dhp|div|hbp|sme|vst
475,NOGP_006,NOGP,grasslandHerbaceous,distributed,tickPlot,tck
475,NOGP_006,NOGP,grasslandHerbaceous,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst
531,NOGP_007,NOGP,grasslandHerbaceous,distributed,mammalGrid,mam
531,NOGP_007,NOGP,grasslandHerbaceous,distributed,tickPlot,tck
531,NOGP_007,NOGP,grasslandHerbaceous,distributed,basePlot,all|bet|brd|cdw|cfc|dhp|div|hbp|vst
571,NOGP_008,NOGP,grasslandHerbaceous,distributed,tickPlot,tck
571,NOGP_008,NOGP,grasslandHerbaceous,distributed,basePlot,all|bet|brd|cdw|cfc|dhp|div|hbp|vst
627,NOGP_009,NOGP,grasslandHerbaceous,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst
627,NOGP_009,NOGP,grasslandHerbaceous,distributed,mammalGrid,mam
667,NOGP_010,NOGP,grasslandHerbaceous,distributed,mammalGrid,
667,NOGP_010,NOGP,grasslandHerbaceous,distributed,basePlot,all|bet|brd|cdw|cfc|dhp|div|hbp|vst
843,NOGP_011,NOGP,grasslandHerbaceous,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst
907,NOGP_012,NOGP,grasslandHerbaceous,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst
987,NOGP_013,NOGP,grasslandHerbaceous,distributed,basePlot,all|brd|cdw|cfc|dhp|div|hbp|vst
1011,NOGP_014,NOGP,grasslandHerbaceous,distributed,basePlot,all|brd|cdw|cfc|dhp|div|hbp|vst
1011,NOGP_014,NOGP,grasslandHerbaceous,distributed,mammalGrid,mam
1083,NOGP_015,NOGP,grasslandHerbaceous,distributed,basePlot,all|brd|cdw|cfc|dhp|div|hbp|vst
1099,NOGP_016,NOGP,grasslandHerbaceous,distributed,basePlot,all|brd|cdw|cfc|dhp|div|hbp|vst
1163,NOGP_017,NOGP,grasslandHerbaceous,distributed,mammalGrid,mam
1163,NOGP_017,NOGP,grasslandHerbaceous,distributed,basePlot,all|brd|cdw|dhp|div|hbp|vst
1179,NOGP_018,NOGP,grasslandHerbaceous,distributed,basePlot,all|brd|cdw|dhp|div|hbp|vst
1211,NOGP_019,NOGP,grasslandHerbaceous,distributed,basePlot,all|brd|cdw|dhp|div|hbp|vst
1339,NOGP_020,NOGP,grasslandHerbaceous,distributed,basePlot,all|brd|cdw|dhp|div|hbp|vst
1347,NOGP_021,NOGP,grasslandHerbaceous,distributed,basePlot,all|div
1395,NOGP_022,NOGP,grasslandHerbaceous,distributed,basePlot,all|brd|div
1467,NOGP_023,NOGP,grasslandHerbaceous,distributed,basePlot,all|div
1587,NOGP_024,NOGP,grasslandHerbaceous,distributed,basePlot,all|div
1691,NOGP_025,NOGP,grasslandHerbaceous,distributed,basePlot,all|div
1715,NOGP_026,NOGP,grasslandHerbaceous,distributed,basePlot,all|div
1723,NOGP_027,NOGP,grasslandHerbaceous,distributed,basePlot,all|brd|div
1907,NOGP_028,NOGP,grasslandHerbaceous,distributed,basePlot,all|brd|div
1931,NOGP_029,NOGP,grasslandHerbaceous,distributed,basePlot,all|brd|div
2187,NOGP_030,NOGP,grasslandHerbaceous,distributed,basePlot,all|div
3627,NOGP_031,NOGP,grasslandHerbaceous,distributed,mosquitoPoint,mos|mpt
3699,NOGP_032,NOGP,grasslandHerbaceous,distributed,mosquitoPoint,mos|mpt
4395,NOGP_033,NOGP,grasslandHerbaceous,distributed,mosquitoPoint,mos|mpt
6275,NOGP_034,NOGP,grasslandHerbaceous,distributed,mosquitoPoint,mos|mpt
6811,NOGP_035,NOGP,grasslandHerbaceous,distributed,mosquitoPoint,mos|mpt
10379,NOGP_036,NOGP,grasslandHerbaceous,distributed,mosquitoPoint,mos|mpt
10611,NOGP_037,NOGP,grasslandHerbaceous,distributed,mosquitoPoint,mos|mpt
13211,NOGP_038,NOGP,grasslandHerbaceous,distributed,mosquitoPoint,mos|mpt
26291,NOGP_039,NOGP,grasslandHerbaceous,distributed,mosquitoPoint,mos|mpt
37819,NOGP_040,NOGP,grasslandHerbaceous,distributed,mosquitoPoint,mos|mpt
75,NOGP_041,NOGP,grasslandHerbaceous,distributed,basePlot,all|brd|cdw|cfc|dhp|div|hbp|vst
1323,NOGP_061,NOGP,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst
1499,NOGP_062,NOGP,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst
2987,NOGP_063,NOGP,,tower,basePlot,
4011,NOGP_064,NOGP,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst
4571,NOGP_065,NOGP,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst
5419,NOGP_066,NOGP,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
5595,NOGP_067,NOGP,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
6059,NOGP_068,NOGP,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
6619,NOGP_069,NOGP,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
7083,NOGP_070,NOGP,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
9515,NOGP_071,NOGP,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
10715,NOGP_072,NOGP,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
12763,NOGP_073,NOGP,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
13227,NOGP_074,NOGP,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
18347,NOGP_075,NOGP,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
18907,NOGP_076,NOGP,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
19371,NOGP_077,NOGP,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
21419,NOGP_078,NOGP,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
21803,NOGP_079,NOGP,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
21979,NOGP_080,NOGP,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
23003,NOGP_081,NOGP,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
23467,NOGP_082,NOGP,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
26075,NOGP_083,NOGP,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
27099,NOGP_084,NOGP,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
27563,NOGP_085,NOGP,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
28635,NOGP_086,NOGP,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
31195,NOGP_087,NOGP,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
31659,NOGP_088,NOGP,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
32219,NOGP_089,NOGP,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
34091,NOGP_090,NOGP,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
37803,NOGP_091,NOGP,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
53163,NOGP_092,NOGP,,tower,phenology,phe
136667,NOGP_093,NOGP,,tower,phenology,phe
0,OAES_001,OAES,grasslandHerbaceous,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst
0,OAES_001,OAES,grasslandHerbaceous,distributed,birdGrid,brd
0,OAES_001,OAES,grasslandHerbaceous,distributed,mammalGrid,mam
4,OAES_002,OAES,grasslandHerbaceous,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst
4,OAES_002,OAES,grasslandHerbaceous,distributed,birdGrid,brd
4,OAES_002,OAES,grasslandHerbaceous,distributed,mammalGrid,mam
6,OAES_003,OAES,grasslandHerbaceous,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst
6,OAES_003,OAES,grasslandHerbaceous,distributed,birdGrid,brd
6,OAES_003,OAES,grasslandHerbaceous,distributed,mammalGrid,mam
6,OAES_003,OAES,grasslandHerbaceous,distributed,tickPlot,tck
18,OAES_004,OAES,grasslandHerbaceous,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst
18,OAES_004,OAES,grasslandHerbaceous,distributed,mammalGrid,mam
18,OAES_004,OAES,grasslandHerbaceous,distributed,tickPlot,tck
45,OAES_005,OAES,grasslandHerbaceous,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst
45,OAES_005,OAES,grasslandHerbaceous,distributed,birdGrid,brd
45,OAES_005,OAES,grasslandHerbaceous,distributed,tickPlot,tck
52,OAES_006,OAES,grasslandHerbaceous,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst
56,OAES_007,OAES,shrubScrub,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst
56,OAES_007,OAES,shrubScrub,distributed,mammalGrid,mam
56,OAES_007,OAES,shrubScrub,distributed,tickPlot,tck
59,OAES_008,OAES,grasslandHerbaceous,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst
59,OAES_008,OAES,grasslandHerbaceous,distributed,tickPlot,tck
68,OAES_009,OAES,shrubScrub,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst
79,OAES_010,OAES,grasslandHerbaceous,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst
79,OAES_010,OAES,grasslandHerbaceous,distributed,birdGrid,brd
79,OAES_010,OAES,grasslandHerbaceous,distributed,mammalGrid,
81,OAES_011,OAES,grasslandHerbaceous,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst
95,OAES_012,OAES,grasslandHerbaceous,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst
112,OAES_013,OAES,grasslandHerbaceous,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst
112,OAES_013,OAES,grasslandHerbaceous,distributed,birdGrid,brd
127,OAES_014,OAES,grasslandHerbaceous,distributed,basePlot,all|cdw|dhp|div|hbp|vst
132,OAES_015,OAES,grasslandHerbaceous,distributed,basePlot,all|cdw|dhp|div|hbp|vst
134,OAES_016,OAES,grasslandHerbaceous,distributed,basePlot,all|div
144,OAES_017,OAES,grasslandHerbaceous,distributed,basePlot,all|div
148,OAES_018,OAES,grasslandHerbaceous,distributed,basePlot,all|div
173,OAES_019,OAES,grasslandHerbaceous,distributed,basePlot,all|div
175,OAES_020,OAES,grasslandHerbaceous,distributed,basePlot,all|div
246,OAES_021,OAES,shrubScrub,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst
246,OAES_021,OAES,shrubScrub,distributed,tickPlot,tck
336,OAES_022,OAES,shrubScrub,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst
536,OAES_023,OAES,shrubScrub,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst
632,OAES_024,OAES,shrubScrub,distributed,basePlot,all|cdw|dhp|div|hbp|vst
756,OAES_025,OAES,shrubScrub,distributed,basePlot,all|cdw|dhp|div|hbp|vst
870,OAES_026,OAES,shrubScrub,distributed,basePlot,all|div
896,OAES_027,OAES,shrubScrub,distributed,basePlot,all|div
984,OAES_028,OAES,shrubScrub,distributed,basePlot,all|div
1044,OAES_029,OAES,shrubScrub,distributed,basePlot,all|div
1044,OAES_029,OAES,shrubScrub,distributed,mammalGrid,mam
1142,OAES_030,OAES,shrubScrub,distributed,basePlot,all|div
1142,OAES_030,OAES,shrubScrub,distributed,mammalGrid,
17,OAES_031,OAES,grasslandHerbaceous,distributed,birdGrid,brd
16,OAES_032,OAES,grasslandHerbaceous,distributed,mosquitoPoint,mos|mpt
61,OAES_033,OAES,grasslandHerbaceous,distributed,mosquitoPoint,mos|mpt
182,OAES_034,OAES,grasslandHerbaceous,distributed,mosquitoPoint,mos|mpt
390,OAES_035,OAES,grasslandHerbaceous,distributed,mosquitoPoint,mos|mpt
642,OAES_036,OAES,grasslandHerbaceous,distributed,mosquitoPoint,mos|mpt
726,OAES_037,OAES,shrubScrub,distributed,mosquitoPoint,mos|mpt
731,OAES_038,OAES,grasslandHerbaceous,distributed,mosquitoPoint,mos|mpt
897,OAES_039,OAES,shrubScrub,distributed,mosquitoPoint,mos|mpt
3744,OAES_041,OAES,shrubScrub,distributed,mosquitoPoint,mos|mpt
48,OAES_042,OAES,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst
176,OAES_043,OAES,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst
303,OAES_044,OAES,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst
320,OAES_045,OAES,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst
432,OAES_046,OAES,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
512,OAES_047,OAES,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
552,OAES_048,OAES,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
560,OAES_049,OAES,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
688,OAES_050,OAES,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
792,OAES_051,OAES,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
815,OAES_052,OAES,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
920,OAES_053,OAES,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
944,OAES_054,OAES,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
1048,OAES_055,OAES,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
1072,OAES_056,OAES,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
1088,OAES_057,OAES,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
1136,OAES_058,OAES,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
1176,OAES_059,OAES,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
1200,OAES_060,OAES,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
1236,OAES_061,OAES,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
1280,OAES_062,OAES,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
1304,OAES_063,OAES,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
1328,OAES_064,OAES,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
1408,OAES_065,OAES,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
1432,OAES_066,OAES,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
1492,OAES_067,OAES,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
1520,OAES_068,OAES,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
2208,OAES_069,OAES,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
2224,OAES_070,OAES,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
2287,OAES_071,OAES,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
3328,OAES_073,OAES,,tower,phenology,phe
11312,OAES_074,OAES,,tower,phenology,phe
1392,OAES_075,OAES,grasslandHerbaceous,distributed,mosquitoPoint,mos|mpt
36,SJER_001,SJER,grasslandHerbaceous,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst
36,SJER_001,SJER,grasslandHerbaceous,distributed,tickPlot,tck
37,SJER_002,SJER,grasslandHerbaceous,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst
37,SJER_002,SJER,grasslandHerbaceous,distributed,birdGrid,brd
37,SJER_002,SJER,grasslandHerbaceous,distributed,mammalGrid,mam
37,SJER_002,SJER,grasslandHerbaceous,distributed,tickPlot,tck
112,SJER_003,SJER,evergreenForest,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst
120,SJER_004,SJER,grasslandHerbaceous,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst
140,SJER_005,SJER,grasslandHerbaceous,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst
168,SJER_006,SJER,grasslandHerbaceous,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst
168,SJER_006,SJER,grasslandHerbaceous,distributed,birdGrid,brd
168,SJER_006,SJER,grasslandHerbaceous,distributed,mammalGrid,mam
188,SJER_007,SJER,grasslandHerbaceous,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst
188,SJER_007,SJER,grasslandHerbaceous,distributed,birdGrid,brd
188,SJER_007,SJER,grasslandHerbaceous,distributed,mammalGrid,mam
188,SJER_007,SJER,grasslandHerbaceous,distributed,tickPlot,tck
247,SJER_008,SJER,evergreenForest,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst
247,SJER_008,SJER,evergreenForest,distributed,birdGrid,brd
247,SJER_008,SJER,evergreenForest,distributed,tickPlot,tck
256,SJER_009,SJER,grasslandHerbaceous,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst
256,SJER_009,SJER,grasslandHerbaceous,distributed,mammalGrid,mam
256,SJER_009,SJER,grasslandHerbaceous,distributed,tickPlot,tck
268,SJER_010,SJER,evergreenForest,distributed,basePlot,all|cdw|dhp|div|hbp|vst
268,SJER_010,SJER,evergreenForest,distributed,birdGrid,
268,SJER_010,SJER,evergreenForest,distributed,mammalGrid,mam
272,SJER_011,SJER,evergreenForest,distributed,basePlot,all|div
318,SJER_012,SJER,grasslandHerbaceous,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst
329,SJER_013,SJER,evergreenForest,distributed,basePlot,all|div
329,SJER_013,SJER,evergreenForest,distributed,birdGrid,
329,SJER_013,SJER,evergreenForest,distributed,mammalGrid,
381,SJER_014,SJER,grasslandHerbaceous,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst
393,SJER_015,SJER,grasslandHerbaceous,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst
410,SJER_016,SJER,grasslandHerbaceous,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst
460,SJER_017,SJER,evergreenForest,distributed,basePlot,all|div
503,SJER_018,SJER,evergreenForest,distributed,basePlot,all|div
532,SJER_019,SJER,grasslandHerbaceous,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst
668,SJER_020,SJER,grasslandHerbaceous,distributed,basePlot,all|cdw|dhp|div|hbp|vst
696,SJER_021,SJER,grasslandHerbaceous,distributed,basePlot,all|cdw|dhp|div|hbp|vst
702,SJER_022,SJER,grasslandHerbaceous,distributed,basePlot,all|cdw|dhp|div|hbp|vst
713,SJER_023,SJER,grasslandHerbaceous,distributed,basePlot,all|div
760,SJER_024,SJER,grasslandHerbaceous,distributed,basePlot,all|div
2396,SJER_025,SJER,shrubScrub,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst
2396,SJER_025,SJER,shrubScrub,distributed,tickPlot,tck
2964,SJER_026,SJER,shrubScrub,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst
3881,SJER_027,SJER,shrubScrub,distributed,basePlot,all|div
4541,SJER_028,SJER,shrubScrub,distributed,basePlot,all|div
4692,SJER_029,SJER,shrubScrub,distributed,basePlot,all|div
4748,SJER_030,SJER,shrubScrub,distributed,basePlot,all|div
8,SJER_031,SJER,grasslandHerbaceous,distributed,birdGrid,brd
117,SJER_032,SJER,grasslandHerbaceous,distributed,birdGrid,brd
117,SJER_032,SJER,grasslandHerbaceous,distributed,mammalGrid,mam
190,SJER_033,SJER,grasslandHerbaceous,distributed,birdGrid,brd
190,SJER_033,SJER,grasslandHerbaceous,distributed,mammalGrid,mam
468,SJER_034,SJER,grasslandHerbaceous,distributed,birdGrid,brd
9,SJER_035,SJER,evergreenForest,distributed,mosquitoPoint,mos|mpt
20,SJER_036,SJER,grasslandHerbaceous,distributed,mosquitoPoint,mos|mpt
25,SJER_037,SJER,grasslandHerbaceous,distributed,mosquitoPoint,mos|mpt
132,SJER_038,SJER,grasslandHerbaceous,distributed,mosquitoPoint,mos|mpt
184,SJER_039,SJER,grasslandHerbaceous,distributed,mosquitoPoint,mos|mpt
421,SJER_040,SJER,grasslandHerbaceous,distributed,mosquitoPoint,mos|mpt
457,SJER_041,SJER,grasslandHerbaceous,distributed,mosquitoPoint,mos|mpt
473,SJER_042,SJER,grasslandHerbaceous,distributed,mosquitoPoint,mos|mpt
489,SJER_043,SJER,grasslandHerbaceous,distributed,mosquitoPoint,mos|mpt
876,SJER_044,SJER,evergreenForest,distributed,mosquitoPoint,mos|mpt
52,SJER_045,SJER,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst
164,SJER_046,SJER,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst
260,SJER_047,SJER,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst
308,SJER_048,SJER,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst
368,SJER_049,SJER,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
372,SJER_050,SJER,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
376,SJER_051,SJER,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
484,SJER_052,SJER,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
884,SJER_053,SJER,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
896,SJER_054,SJER,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
1136,SJER_055,SJER,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
1152,SJER_056,SJER,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
1188,SJER_057,SJER,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
1220,SJER_058,SJER,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
1268,SJER_059,SJER,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
1408,SJER_060,SJER,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
1472,SJER_061,SJER,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
1588,SJER_062,SJER,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
1652,SJER_063,SJER,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
1700,SJER_064,SJER,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
10292,SJER_065,SJER,,tower,phenology,phe
12852,SJER_066,SJER,,tower,phenology,phe
4608,STER_005,STER,cultivatedCrops,distributed,basePlot,all|brd|cdw|cfc|dhp|hbp|vst
256,STER_006,STER,cultivatedCrops,distributed,basePlot,all|bet|bgc|brd|cdw|cfc|dhp|div|hbp|sme|vst
256,STER_006,STER,cultivatedCrops,distributed,mammalGrid,mam
256,STER_006,STER,cultivatedCrops,distributed,tickPlot,tck
66048,STER_007,STER,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
73984,STER_008,STER,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
24832,STER_009,STER,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
16896,STER_010,STER,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst
512,STER_011,STER,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst
0,STER_012,STER,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst
33280,STER_013,STER,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
41216,STER_014,STER,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
98816,STER_015,STER,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
8448,STER_016,STER,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst
925952,STER_017,STER,,tower,phenology,phe
4352,STER_018,STER,cultivatedCrops,distributed,basePlot,all|cdw|cfc|dhp|hbp|vst
613120,STER_020,STER,,tower,phenology,phe
320,STER_026,STER,cultivatedCrops,distributed,basePlot,all|bet|bgc|brd|cdw|cfc|dhp|div|hbp|sme|vst
320,STER_026,STER,cultivatedCrops,distributed,mammalGrid,mam
